Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
14	Spectrogram 1	1	356.257148805	356.257148805	7103.956	7103.956	7125.000	7125.000	-88.99	0.0000	0.000	7125.000	356.2560	FI				
15	Spectrogram 1	1	356.587043090	356.587043090	21086.347	21086.347	21093.750	21093.750	-95.81	0.0000	0.000	21093.750	356.5867	FF				
16	Spectrogram 1	1	357.078135719	357.408030004	11050.599	22552.243	16218.750	15656.250	-85.26	0.3299	11501.644	16218.750	357.2907		SA	A	0	SB
17	Spectrogram 1	1	357.093130914	357.093130914	11727.166	11727.166	11718.750	11718.750	-76.50	0.0000	0.000	11718.750	357.0933	FI				
18	Spectrogram 1	1	357.404281206	357.404281206	22213.959	22213.959	22218.750	22218.750	-86.11	0.0000	0.000	22218.750	357.4027	FF				
19	Spectrogram 1	1	438.406565105	438.890160137	7667.763	23454.333	13687.500	13218.750	-86.29	0.4836	15786.570	13687.500	438.4800		SA	A	0	SB
20	Spectrogram 1	1	438.425309099	438.425309099	8386.615	8386.615	8343.750	8343.750	-84.48	0.0000	0.000	8343.750	438.4267	FI				
21	Spectrogram 1	1	438.878913740	438.878913740	22890.526	22890.526	22875.000	22875.000	-96.84	0.0000	0.000	22875.000	438.8800	FF				
22	Spectrogram 1	1	439.544910142	439.867306829	11346.597	25949.174	16125.000	16218.750	-86.48	0.3224	14602.577	16125.000	439.6427		SA	A	0	SB
23	Spectrogram 1	1	439.559905336	439.559905336	11938.594	11938.594	11906.250	11906.250	-73.38	0.0000	0.000	11906.250	439.5573	FI				
24	Spectrogram 1	1	439.867306829	439.867306829	25455.844	25455.844	25500.000	25500.000	-96.04	0.0000	0.000	25500.000	439.8667	FF				
25	Spectrogram 1	1	468.480678072	468.795577162	6511.960	16773.231	9656.250	10968.750	-82.68	0.3149	10261.270	9656.250	468.6027		SA	A	0	SB
26	Spectrogram 1	1	468.499422065	468.499422065	6807.958	6807.958	6843.750	6843.750	-84.60	0.0000	0.000	6843.750	468.5013	FI				
27	Spectrogram 1	1	468.776833168	468.776833168	16477.232	16477.232	16500.000	16500.000	-72.93	0.0000	0.000	16500.000	468.7787	FF				
28	Spectrogram 1	1	481.432427148	481.698591855	12705.234	18604.093	15562.500	15281.250	-84.50	0.2662	5898.859	15562.500	481.4987		SA	A	0	SB
29	Spectrogram 1	1	481.447422343	481.447422343	13340.496	13340.496	13312.500	13312.500	-74.59	0.0000	0.000	13312.500	481.4453	FI				
30	Spectrogram 1	1	481.691094258	481.691094258	17696.576	17696.576	17718.750	17718.750	-96.08	0.0000	0.000	17718.750	481.6907	FF				
31	Spectrogram 1	1	484.722948693	485.082833367	8802.912	26590.240	16125.000	15187.500	-84.01	0.3599	17787.328	16125.000	484.8480		SA	A	0	SB
32	Spectrogram 1	1	484.745441485	484.745441485	9438.174	9438.174	9468.750	9468.750	-78.49	0.0000	0.000	9468.750	484.7467	FI				
33	Spectrogram 1	1	485.064089374	485.064089374	25954.978	25954.978	25968.750	25968.750	-84.97	0.0000	0.000	25968.750	485.0667	FF				
34	Spectrogram 1	1	498.242842959	498.700196400	6352.617	21235.891	8343.750	10781.250	-81.77	0.4574	14883.274	8343.750	498.4160		SA	A	0	SB
35	Spectrogram 1	1	498.265335752	498.265335752	6806.375	6806.375	6843.750	6843.750	-74.89	0.0000	0.000	6843.750	498.2667	FI				
36	Spectrogram 1	1	498.692698803	498.692698803	20782.133	20782.133	20812.500	20812.500	-85.69	0.0000	0.000	20812.500	498.6933	FF				
37	Spectrogram 1	1	517.585717687	518.106800706	7260.134	24865.958	14062.500	14156.250	-86.16	0.5211	17605.824	14062.500	517.7760		SA	A	0	SB
38	Spectrogram 1	1	517.611959278	517.611959278	7623.140	7623.140	7593.750	7593.750	-88.80	0.0000	0.000	7593.750	517.6107	FI				
39	Spectrogram 1	1	518.095554309	518.095554309	24230.697	24230.697	24187.500	24187.500	-93.11	0.0000	0.000	24187.500	518.0960	FF				
40	Spectrogram 1	1	518.939034016	519.313913885	7532.389	23050.925	15562.500	14906.250	-82.35	0.3749	15518.536	15562.500	519.0773		SA	A	0	SB
41	Spectrogram 1	1	518.961526808	518.961526808	7804.644	7804.644	7781.250	7781.250	-77.61	0.0000	0.000	7781.250	518.9600	FI				
42	Spectrogram 1	1	519.313913885	519.313913885	22778.670	22778.670	22781.250	22781.250	-88.40	0.0000	0.000	22781.250	519.3120	FF				
43	Spectrogram 1	1	527.513954256	527.907578119	7713.892	20146.871	15562.500	15281.250	-83.63	0.3936	12432.979	15562.500	527.6480		SA	A	0	SB
44	Spectrogram 1	1	527.532698249	527.532698249	8349.154	8349.154	8343.750	8343.750	-72.43	0.0000	0.000	8343.750	527.5307	FI				
45	Spectrogram 1	1	527.888834125	527.888834125	19783.865	19783.865	19781.250	19781.250	-80.72	0.0000	0.000	19781.250	527.8880	FF				
46	Spectrogram 1	1	545.936703115	546.371563763	7623.140	24775.207	13968.750	14250.000	-85.13	0.4349	17152.066	13968.750	546.0640		SA	A	0	SB
47	Spectrogram 1	1	545.951698310	545.951698310	8167.651	8167.651	8156.250	8156.250	-79.16	0.0000	0.000	8156.250	545.9520	FI				
48	Spectrogram 1	1	546.364066166	546.364066166	24049.193	24049.193	24093.750	24093.750	-88.05	0.0000	0.000	24093.750	546.3627	FF				
49	Spectrogram 1	1	547.608667332	547.938561617	8167.651	26045.730	18187.500	17156.250	-82.09	0.3299	17878.079	18187.500	547.7387		SA	A	0	SB
50	Spectrogram 1	1	547.627411326	547.627411326	8802.912	8802.912	8812.500	8812.500	-88.02	0.0000	0.000	8812.500	547.6267	FI				
51	Spectrogram 1	1	547.919817624	547.919817624	25319.717	25319.717	25312.500	25312.500	-100.83	0.0000	0.000	25312.500	547.9200	FF				
52	Spectrogram 1	1	550.906648156	551.184059260	7623.140	20419.126	17156.250	13500.000	-85.79	0.2774	12795.986	17156.250	551.0187		SA	A	0	SB
53	Spectrogram 1	1	550.932889747	550.932889747	8076.899	8076.899	8062.500	8062.500	-72.59	0.0000	0.000	8062.500	550.9333	FI				
54	Spectrogram 1	1	551.176561662	551.176561662	20056.120	20056.120	20062.500	20062.500	-80.90	0.0000	0.000	20062.500	551.1787	FF				
55	Spectrogram 1	1	554.557890481	554.869040773	8712.161	21598.898	10593.750	12843.750	-86.34	0.3112	12886.737	10593.750	554.5813		SA	A	0	SB
56	Spectrogram 1	1	554.569136877	554.569136877	9256.671	9256.671	9281.250	9281.250	-71.00	0.0000	0.000	9281.250	554.5707	FI				
57	Spectrogram 1	1	554.850296779	554.850296779	21417.395	21417.395	21375.000	21375.000	-86.56	0.0000	0.000	21375.000	554.8480	FF				
58	Spectrogram 1	1	579.025653501	579.415528565	8258.402	24956.710	15937.500	15281.250	-86.22	0.3899	16698.308	15937.500	579.0987		SA	A	0	SB
59	Spectrogram 1	1	579.044397495	579.044397495	8530.657	8530.657	8531.250	8531.250	-82.10	0.0000	0.000	8531.250	579.0453	FI				
60	Spectrogram 1	1	579.415528565	579.415528565	24321.448	24321.448	24281.250	24281.250	-102.63	0.0000	0.000	24281.250	579.4133	FF				
61	Spectrogram 1	1	583.162518161	583.424934070	9256.671	20600.630	14812.500	13406.250	-85.88	0.2624	11343.959	14812.500	583.2693		SA	A	0	SB
62	Spectrogram 1	1	583.192508551	583.192508551	9619.677	9619.677	9656.250	9656.250	-77.11	0.0000	0.000	9656.250	583.1947	FI				
63	Spectrogram 1	1	583.413687674	583.413687674	19874.616	19874.616	19875.000	19875.000	-85.59	0.0000	0.000	19875.000	583.4133	FF				
64	Spectrogram 1	1	584.125959425	584.332143354	12342.227	20963.636	19406.250	16406.250	-85.49	0.2062	8621.409	19406.250	584.3040		SA	A	0	SB
65	Spectrogram 1	1	584.137205822	584.137205822	12886.737	12886.737	12843.750	12843.750	-74.28	0.0000	0.000	12843.750	584.1387	FI				
66	Spectrogram 1	1	584.320896958	584.320896958	20782.133	20782.133	20812.500	20812.500	-84.50	0.0000	0.000	20812.500	584.3200	FF				
67	Spectrogram 1	1	585.530480135	585.770403252	11616.214	22052.656	11812.500	15093.750	-86.16	0.2399	10436.442	11812.500	585.5520		SA	A	0	SB
68	Spectrogram 1	1	585.549224129	585.549224129	11979.221	11979.221	12000.000	12000.000	-84.50	0.0000	0.000	12000.000	585.5467	FI				
69	Spectrogram 1	1	585.762905654	585.762905654	21417.395	21417.395	21375.000	21375.000	-98.29	0.0000	0.000	21375.000	585.7653	FF				
70	Spectrogram 1	1	587.583100324	587.856762629	10980.952	21961.905	15281.250	15562.500	-84.51	0.2737	10980.952	15281.250	587.7120		SA	A	0	SB
71	Spectrogram 1	1	587.609341915	587.609341915	11525.462	11525.462	11531.250	11531.250	-84.14	0.0000	0.000	11531.250	587.6107	FI				
72	Spectrogram 1	1	587.845516233	587.845516233	21054.388	21054.388	21093.750	21093.750	-78.89	0.0000	0.000	21093.750	587.8453	FF				
73	Spectrogram 1	1	592.241452379	592.530109878	10436.442	22052.656	13968.750	14343.750	-86.56	0.2887	11616.214	13968.750	592.3627		SA	A	0	SB
74	Spectrogram 1	1	592.256447574	592.256447574	11162.456	11162.456	11156.250	11156.250	-80.43	0.0000	0.000	11156.250	592.2560	FI				
75	Spectrogram 1	1	592.511365885	592.511365885	21417.395	21417.395	21375.000	21375.000	-89.56	0.0000	0.000	21375.000	592.5120	FF				
76	Spectrogram 1	1	602.957332825	603.403439870	7260.134	22869.421	16125.000	15281.250	-82.01	0.4461	15609.288	16125.000	603.0933		SA	A	0	SB
77	Spectrogram 1	1	602.976076819	602.976076819	7895.396	7895.396	7875.000	7875.000	-77.85	0.0000	0.000	7875.000	602.9760	FI				
78	Spectrogram 1	1	603.395942272	603.395942272	22234.160	22234.160	22218.750	22218.750	-87.73	0.0000	0.000	22218.750	603.3973	FF				
79	Spectrogram 1	1	633.226383324	633.608760791	8802.912	24775.207	17343.750	14625.000	-83.35	0.3824	15972.294	17343.750	633.3387		SA	A	0	SB
80	Spectrogram 1	1	633.248876116	633.248876116	9891.932	9891.932	9937.500	9937.500	-83.44	0.0000	0.000	9937.500	633.2480	FI				
81	Spectrogram 1	1	633.590016797	633.590016797	24139.945	24139.945	24093.750	24093.750	-99.07	0.0000	0.000	24093.750	633.5893	FF				
82	Spectrogram 1	1	638.204257692	638.654113535	7078.630	20872.885	7593.750	11156.250	-83.46	0.4499	13794.254	7593.750	638.2453		SA	A	0	SB
83	Spectrogram 1	1	638.230499282	638.230499282	7350.885	7350.885	7312.500	7312.500	-85.79	0.0000	0.000	7312.500	638.2293	FI				
84	Spectrogram 1	1	638.642031033	638.642031033	20146.871	20146.871	20156.250	20156.250	-89.86	0.0000	0.000	20156.250	638.6400	FF				
85	Spectrogram 1	1	640.465581091	640.772982584	5808.107	30220.307	11437.500	11343.750	-82.52	0.3074	24412.200	11437.500	640.5547		SA	A	0	SB
86	Spectrogram 1	1	640.480576286	640.480576286	6534.120	6534.120	6562.500	6562.500	-67.99	0.0000	0.000	6562.500	640.4800	FI				
87	Spectrogram 1	1	640.765484987	640.765484987	29857.300	29857.300	29812.500	29812.500	-89.14	0.0000	0.000	29812.500	640.7680	FF				
88	Spectrogram 1	1	639.490893431	639.824536514	8076.899	23686.187	8250.000	13500.000	-85.96	0.3336	15609.288	8250.000	639.4933		NA	A	0	SB
89	Spectrogram 1	1	639.502139827	639.502139827	8712.161	8712.161	8718.750	8718.750	-75.77	0.0000	0.000	8718.750	639.5040	FI				
90	Spectrogram 1	1	639.809541320	639.809541320	23232.428	23232.428	23250.000	23250.000	-85.88	0.0000	0.000	23250.000	639.8080	FF				
91	Spectrogram 1	1	642.591505043	642.853920951	7350.885	24593.703	18656.250	17718.750	-83.16	0.2624	17242.818	18656.250	642.7520		SA	A	0	SB
92	Spectrogram 1	1	642.602751439	642.602751439	7804.644	7804.644	7781.250	7781.250	-82.21	0.0000	0.000	7781.250	642.6027	FI				
93	Spectrogram 1	1	642.842674555	642.842674555	23958.442	23958.442	24000.000	24000.000	-95.84	0.0000	0.000	24000.000	642.8427	FF				
94	Spectrogram 1	1	658.449283291	658.790423972	8076.899	26317.985	16500.000	17625.000	-79.77	0.3411	18241.086	16500.000	658.5387		SA	A	0	SB
95	Spectrogram 1	1	658.460529687	658.460529687	8893.664	8893.664	8906.250	8906.250	-89.79	0.0000	0.000	8906.250	658.4587	FI				
96	Spectrogram 1	1	658.782926375	658.782926375	25954.978	25954.978	25968.750	25968.750	-99.48	0.0000	0.000	25968.750	658.7840	FF				
97	Spectrogram 1	1	659.049091082	659.244028614	8893.664	25138.213	18000.000	17625.000	-81.00	0.1949	16244.549	18000.000	659.1200		SA	A	0	SB
98	Spectrogram 1	1	659.060337478	659.060337478	9710.429	9710.429	9750.000	9750.000	-71.08	0.0000	0.000	9750.000	659.0613	FI				
99	Spectrogram 1	1	659.232782218	659.232782218	24684.455	24684.455	24656.250	24656.250	-87.47	0.0000	0.000	24656.250	659.2320	FF				
100	Spectrogram 1	1	659.930058775	660.364919424	8076.899	26771.743	16500.000	17906.250	-82.67	0.4349	18694.845	16500.000	660.0267		SA	A	0	SB
101	Spectrogram 1	1	659.952551567	659.952551567	8530.657	8530.657	8531.250	8531.250	-83.43	0.0000	0.000	8531.250	659.9520	FI				
102	Spectrogram 1	1	660.357421826	660.357421826	25954.978	25954.978	25968.750	25968.750	-92.71	0.0000	0.000	25968.750	660.3573	FF				
103	Spectrogram 1	1	660.743548092	661.020959195	8621.409	24230.697	17625.000	17156.250	-79.00	0.2774	15609.288	17625.000	660.8640		SA	A	0	SB
104	Spectrogram 1	1	660.758543286	660.758543286	9438.174	9438.174	9468.750	9468.750	-66.98	0.0000	0.000	9468.750	660.7573	FI				
105	Spectrogram 1	1	661.013461598	661.013461598	23504.683	23504.683	23531.250	23531.250	-83.62	0.0000	0.000	23531.250	661.0133	FF				
106	Spectrogram 1	1	674.879429036	675.276801698	8076.899	21598.898	8156.250	12375.000	-86.44	0.3974	13521.999	8156.250	674.8960		NA	A	0	SB
107	Spectrogram 1	1	674.905670627	674.905670627	8530.657	8530.657	8531.250	8531.250	-75.19	0.0000	0.000	8531.250	674.9067	FI				
108	Spectrogram 1	1	675.258057705	675.258057705	21326.643	21326.643	21281.250	21281.250	-95.17	0.0000	0.000	21281.250	675.2587	FF				
109	Spectrogram 1	1	675.843266453	676.214397524	7260.134	23686.187	8812.500	12468.750	-84.02	0.3711	16426.053	8812.500	675.9147		SA	A	0	SB
110	Spectrogram 1	1	675.865759245	675.865759245	7623.140	7623.140	7593.750	7593.750	-76.92	0.0000	0.000	7593.750	675.8667	FI				
111	Spectrogram 1	1	676.206899926	676.206899926	23232.428	23232.428	23250.000	23250.000	-89.13	0.0000	0.000	23250.000	676.2080	FF				
112	Spectrogram 1	1	677.200331580	677.593955443	7804.644	25228.965	9656.250	11343.750	-82.89	0.3936	17424.321	9656.250	677.2587		SA	A	0	SB
113	Spectrogram 1	1	677.222824372	677.222824372	8258.402	8258.402	8250.000	8250.000	-90.79	0.0000	0.000	8250.000	677.2213	FI				
114	Spectrogram 1	1	677.578960248	677.578960248	24775.207	24775.207	24750.000	24750.000	-89.10	0.0000	0.000	24750.000	677.5787	FF				
115	Spectrogram 1	1	681.435066641	681.881173686	4900.590	32307.595	10031.250	12562.500	-84.59	0.4461	27407.005	10031.250	681.5573		SA	A	0	SB
116	Spectrogram 1	1	681.453810634	681.453810634	5898.859	5898.859	5906.250	5906.250	-87.39	0.0000	0.000	5906.250	681.4560	FI				
117	Spectrogram 1	1	681.881173686	681.881173686	31944.589	31944.589	31968.750	31968.750	-109.41	0.0000	0.000	31968.750	681.8827	FF				
118	Spectrogram 1	1	683.851323045	684.218705317	7986.147	20600.630	16687.500	15656.250	-83.33	0.3674	12614.482	16687.500	683.9680		SA	A	0	SB
119	Spectrogram 1	1	683.866318239	683.866318239	8530.657	8530.657	8531.250	8531.250	-74.74	0.0000	0.000	8531.250	683.8667	FI				
120	Spectrogram 1	1	684.207458920	684.207458920	18967.100	18967.100	18937.500	18937.500	-85.66	0.0000	0.000	18937.500	684.2080	FF				
121	Spectrogram 1	1	684.876378981	685.198775668	4991.342	28223.770	11156.250	10125.000	-83.65	0.3224	23232.428	11156.250	684.9707		SA	A	0	SB
122	Spectrogram 1	1	684.898871773	684.898871773	5535.852	5535.852	5531.250	5531.250	-76.23	0.0000	0.000	5531.250	684.9013	FI				
123	Spectrogram 1	1	685.172534077	685.172534077	27407.005	27407.005	27375.000	27375.000	-117.97	0.0000	0.000	27375.000	685.1733	FF				
124	Spectrogram 1	1	686.267183296	686.724536737	7260.134	23958.442	16593.750	13968.750	-85.10	0.4574	16698.308	16593.750	686.4320		SA	A	0	SB
125	Spectrogram 1	1	686.300922484	686.300922484	7713.892	7713.892	7687.500	7687.500	-88.48	0.0000	0.000	7687.500	686.2987	FI				
126	Spectrogram 1	1	686.720787938	686.720787938	23413.931	23413.931	23437.500	23437.500	-91.51	0.0000	0.000	23437.500	686.7200	FF				
127	Spectrogram 1	1	688.650495557	688.931655459	6080.362	27679.260	11062.500	12750.000	-83.57	0.2812	21598.898	11062.500	688.7147		SA	A	0	SB
128	Spectrogram 1	1	688.661741953	688.661741953	6806.375	6806.375	6843.750	6843.750	-89.68	0.0000	0.000	6843.750	688.6613	FI				
129	Spectrogram 1	1	688.920409063	688.920409063	26499.488	26499.488	26531.250	26531.250	-92.20	0.0000	0.000	26531.250	688.9227	FF				
130	Spectrogram 1	1	689.400255296	689.782632763	7623.140	25319.717	17906.250	16687.500	-84.51	0.3824	17696.576	17906.250	689.4773		SA	A	0	SB
131	Spectrogram 1	1	689.411501692	689.411501692	8712.161	8712.161	8718.750	8718.750	-79.14	0.0000	0.000	8718.750	689.4133	FI				
132	Spectrogram 1	1	689.778883964	689.778883964	24775.207	24775.207	24750.000	24750.000	-95.03	0.0000	0.000	24750.000	689.7813	FF				
133	Spectrogram 1	1	690.056295067	690.341203768	8349.154	24230.697	18656.250	17343.750	-82.34	0.2849	15881.543	18656.250	690.2133		SA	A	0	SB
134	Spectrogram 1	1	690.071290262	690.071290262	9619.677	9619.677	9656.250	9656.250	-84.71	0.0000	0.000	9656.250	690.0693	FI				
135	Spectrogram 1	1	690.329957372	690.329957372	23595.435	23595.435	23625.000	23625.000	-96.08	0.0000	0.000	23625.000	690.3307	FF				
136	Spectrogram 1	1	693.553792844	693.928672714	8258.402	19148.603	14437.500	13781.250	-83.99	0.3749	10890.201	14437.500	693.7547		SA	A	0	SB
137	Spectrogram 1	1	693.583783234	693.583783234	8712.161	8712.161	8718.750	8718.750	-72.43	0.0000	0.000	8718.750	693.5840	FI				
138	Spectrogram 1	1	693.921175116	693.921175116	18785.596	18785.596	18750.000	18750.000	-73.85	0.0000	0.000	18750.000	693.9200	FF				
139	Spectrogram 1	1	694.845010746	695.152412239	7441.637	24775.207	19406.250	15000.000	-85.75	0.3074	17333.569	19406.250	694.9760		SA	A	0	SB
140	Spectrogram 1	1	694.860005941	694.860005941	8530.657	8530.657	8531.250	8531.250	-79.12	0.0000	0.000	8531.250	694.8587	FI				
141	Spectrogram 1	1	695.144914642	695.144914642	24139.945	24139.945	24093.750	24093.750	-89.03	0.0000	0.000	24093.750	695.1467	FF				
142	Spectrogram 1	1	700.039039379	700.466402430	6715.624	23323.180	8812.500	11343.750	-86.21	0.4274	16607.556	8812.500	700.1120		SA	A	0	SB
143	Spectrogram 1	1	700.054034574	700.054034574	7441.637	7441.637	7406.250	7406.250	-101.59	0.0000	0.000	7406.250	700.0533	FI				
144	Spectrogram 1	1	700.447658437	700.447658437	22869.421	22869.421	22875.000	22875.000	-88.21	0.0000	0.000	22875.000	700.4480	FF				
145	Spectrogram 1	1	729.559215529	729.937844197	7895.396	22234.160	8906.250	15937.500	-81.19	0.3786	14338.764	8906.250	729.6107		SA	A	0	SB
146	Spectrogram 1	1	729.585457120	729.585457120	8349.154	8349.154	8343.750	8343.750	-68.32	0.0000	0.000	8343.750	729.5840	FI				
147	Spectrogram 1	1	729.937844197	729.937844197	21689.650	21689.650	21656.250	21656.250	-95.73	0.0000	0.000	21656.250	729.9360	FF				
148	Spectrogram 1	1	736.727541213	737.233629037	6806.375	22506.415	19875.000	15843.750	-84.57	0.5061	15700.039	19875.000	737.0613		SA	A	0	SB
149	Spectrogram 1	1	736.765029200	736.765029200	7260.134	7260.134	7218.750	7218.750	-74.98	0.0000	0.000	7218.750	736.7627	FI				
150	Spectrogram 1	1	737.218633842	737.218633842	21871.153	21871.153	21843.750	21843.750	-88.29	0.0000	0.000	21843.750	737.2160	FF				
151	Spectrogram 1	1	739.263756434	739.653631498	7895.396	22052.656	19312.500	18375.000	-82.00	0.3899	14157.261	19312.500	739.4720		SA	A	0	SB
152	Spectrogram 1	1	739.289998024	739.289998024	8439.906	8439.906	8437.500	8437.500	-75.19	0.0000	0.000	8437.500	739.2907	FI				
153	Spectrogram 1	1	739.634887504	739.634887504	21871.153	21871.153	21843.750	21843.750	-75.29	0.0000	0.000	21843.750	739.6373	FF				
154	Spectrogram 1	1	740.118482536	740.474618412	7804.644	23958.442	19500.000	19312.500	-82.83	0.3561	16153.798	19500.000	740.3413		SA	A	0	SB
155	Spectrogram 1	1	740.140975328	740.140975328	8349.154	8349.154	8343.750	8343.750	-77.72	0.0000	0.000	8343.750	740.1387	FI				
156	Spectrogram 1	1	740.467120814	740.467120814	23141.676	23141.676	23156.250	23156.250	-95.36	0.0000	0.000	23156.250	740.4693	FF				
157	Spectrogram 1	1	744.588165140	745.068011373	6806.375	22052.656	18656.250	17437.500	-84.40	0.4798	15246.281	18656.250	744.8693		SA	A	0	SB
158	Spectrogram 1	1	744.610657932	744.610657932	7169.382	7169.382	7125.000	7125.000	-81.91	0.0000	0.000	7125.000	744.6080	FI				
159	Spectrogram 1	1	745.064262574	745.064262574	21326.643	21326.643	21281.250	21281.250	-99.31	0.0000	0.000	21281.250	745.0667	FF				
160	Spectrogram 1	1	760.872902063	761.206545147	8439.906	21961.905	17812.500	14812.500	-87.81	0.3336	13521.999	17812.500	760.9813		SA	A	0	SB
161	Spectrogram 1	1	760.895394855	760.895394855	8893.664	8893.664	8906.250	8906.250	-71.12	0.0000	0.000	8906.250	760.8960	FI				
162	Spectrogram 1	1	761.202796348	761.202796348	21417.395	21417.395	21375.000	21375.000	-97.39	0.0000	0.000	21375.000	761.2053	FF				
163	Spectrogram 1	1	761.558932224	761.798855340	8621.409	22960.173	17437.500	15187.500	-84.72	0.2399	14338.764	17437.500	761.6640		SA	A	0	SB
164	Spectrogram 1	1	761.577676217	761.577676217	9165.919	9165.919	9187.500	9187.500	-75.99	0.0000	0.000	9187.500	761.5787	FI				
165	Spectrogram 1	1	761.798855340	761.798855340	22415.663	22415.663	22406.250	22406.250	-88.94	0.0000	0.000	22406.250	761.7973	FF				
166	Spectrogram 1	1	763.412866082	763.656537997	7350.885	22869.421	17625.000	17531.250	-78.97	0.2437	15518.536	17625.000	763.5520		SA	A	0	SB
167	Spectrogram 1	1	763.427861277	763.427861277	7895.396	7895.396	7875.000	7875.000	-72.77	0.0000	0.000	7875.000	763.4293	FI				
168	Spectrogram 1	1	763.649040399	763.649040399	22143.408	22143.408	22125.000	22125.000	-88.26	0.0000	0.000	22125.000	763.6480	FF				
169	Spectrogram 1	1	768.616870535	769.002996800	7441.637	22052.656	13218.750	13968.750	-82.88	0.3861	14611.019	13218.750	768.7413		SA	A	0	SB
170	Spectrogram 1	1	768.635614528	768.635614528	7804.644	7804.644	7781.250	7781.250	-73.45	0.0000	0.000	7781.250	768.6347	FI				
171	Spectrogram 1	1	768.995499203	768.995499203	21598.898	21598.898	21562.500	21562.500	-85.78	0.0000	0.000	21562.500	768.9973	FF				
172	Spectrogram 1	1	771.388423967	771.800791824	7078.630	23232.428	17250.000	14625.000	-83.14	0.4124	16153.798	17250.000	771.5787		SA	A	0	SB
173	Spectrogram 1	1	771.418414357	771.418414357	7350.885	7350.885	7312.500	7312.500	-75.40	0.0000	0.000	7312.500	771.4187	FI				
174	Spectrogram 1	1	771.797043025	771.797043025	22869.421	22869.421	22875.000	22875.000	-94.81	0.0000	0.000	22875.000	771.7973	FF				
175	Spectrogram 1	1	783.425072752	783.833691809	7350.885	24049.193	17906.250	15187.500	-84.51	0.4086	16698.308	17906.250	783.6267		SA	A	0	SB
176	Spectrogram 1	1	783.458811940	783.458811940	7623.140	7623.140	7593.750	7593.750	-82.87	0.0000	0.000	7593.750	783.4613	FI				
177	Spectrogram 1	1	783.826194212	783.826194212	23413.931	23413.931	23437.500	23437.500	-92.56	0.0000	0.000	23437.500	783.8240	FF				
178	Spectrogram 1	1	803.114921052	803.572274493	6987.879	22506.415	10312.500	12093.750	-84.32	0.4574	15518.536	10312.500	803.2320		SA	A	0	SB
179	Spectrogram 1	1	803.129916247	803.129916247	7441.637	7441.637	7406.250	7406.250	-79.73	0.0000	0.000	7406.250	803.1307	FI				
180	Spectrogram 1	1	803.549781701	803.549781701	22234.160	22234.160	22218.750	22218.750	-81.78	0.0000	0.000	22218.750	803.5520	FF				
181	Spectrogram 1	1	804.029627933	804.374517413	8076.899	23323.180	19500.000	15562.500	-86.32	0.3449	15246.281	19500.000	804.1813		SA	A	0	SB
