Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	3.133246756	3.615692533	7828.877	19893.048	16875.000	13875.000	-77.04	0.4824	12064.171	16875.000	3.4667		SA	A	0	SB
2	Spectrogram 1	1	3.175659571	3.175659571	7957.219	7957.219	7875.000	7875.000	-68.96	0.0000	0.000	7875.000	3.1760	FI				
3	Spectrogram 1	1	3.589184524	3.589184524	19122.995	19122.995	19125.000	19125.000	-70.90	0.0000	0.000	19125.000	3.5893	FF				
4	Spectrogram 1	1	8.187099918	8.510497637	11037.433	19764.706	18562.500	16125.000	-77.04	0.3234	8727.273	18562.500	8.4773		SA	A	0	SB
5	Spectrogram 1	1	8.213607928	8.213607928	11679.144	11679.144	11625.000	11625.000	-77.89	0.0000	0.000	11625.000	8.2133	FI				
6	Spectrogram 1	1	8.499894433	8.499894433	19508.021	19508.021	19500.000	19500.000	-81.40	0.0000	0.000	19500.000	8.4987	FF				
7	Spectrogram 1	1	11.023776886	11.426698635	7315.508	27336.898	9562.500	10875.000	-76.35	0.4029	20021.390	9562.500	11.1840		SA	A	0	SB
8	Spectrogram 1	1	11.076792906	11.076792906	7443.850	7443.850	7500.000	7500.000	-88.78	0.0000	0.000	7500.000	11.0773	FI				
9	Spectrogram 1	1	11.400190625	11.400190625	26310.160	26310.160	26250.000	26250.000	-88.88	0.0000	0.000	26250.000	11.4000	FF				
10	Spectrogram 1	1	33.859883013	34.299915975	8470.588	20663.102	14812.500	14812.500	-76.34	0.4400	12192.514	14812.500	34.0240		SA	A	0	SB
11	Spectrogram 1	1	33.891692625	33.891692625	9112.299	9112.299	9187.500	9187.500	-80.42	0.0000	0.000	9187.500	33.8907	FI				
12	Spectrogram 1	1	34.278709567	34.278709567	19636.364	19636.364	19687.500	19687.500	-72.14	0.0000	0.000	19687.500	34.2800	FF				
13	Spectrogram 1	1	41.166451657	41.452738163	8855.615	18737.968	10500.000	10687.500	-75.89	0.2863	9882.353	10500.000	41.2720		SA	A	0	SB
14	Spectrogram 1	1	41.198261269	41.198261269	9497.326	9497.326	9562.500	9562.500	-78.81	0.0000	0.000	9562.500	41.1973	FI				
15	Spectrogram 1	1	41.431531755	41.431531755	17326.203	17326.203	17250.000	17250.000	-86.96	0.0000	0.000	17250.000	41.4320	FF				
16	Spectrogram 1	1	92.787234417	93.280283399	7828.877	21561.497	15562.500	16125.000	-69.48	0.4930	13732.620	15562.500	93.0373		SA	A	0	SB
17	Spectrogram 1	1	92.819044029	92.819044029	8983.957	8983.957	9000.000	9000.000	-93.86	0.0000	0.000	9000.000	92.8187	FI				
18	Spectrogram 1	1	93.237870584	93.237870584	20534.759	20534.759	20625.000	20625.000	-67.85	0.0000	0.000	20625.000	93.2373	FF				
19	Spectrogram 1	1	93.614284322	93.889967624	6930.481	18096.257	11625.000	10687.500	-72.23	0.2757	11165.776	11625.000	93.8213		SA	A	0	SB
20	Spectrogram 1	1	93.646093934	93.646093934	8342.246	8342.246	8250.000	8250.000	-71.00	0.0000	0.000	8250.000	93.6453	FI				
21	Spectrogram 1	1	93.879364420	93.879364420	16812.834	16812.834	16875.000	16875.000	-76.14	0.0000	0.000	16875.000	93.8800	FF				
22	Spectrogram 1	1	124.108122357	124.447424882	7315.508	16427.807	11625.000	11812.500	-72.05	0.3393	9112.299	11625.000	124.2427		SA	A	0	SB
23	Spectrogram 1	1	124.129328765	124.129328765	7828.877	7828.877	7875.000	7875.000	-74.52	0.0000	0.000	7875.000	124.1307	FI				
24	Spectrogram 1	1	124.426218475	124.426218475	15016.043	15016.043	15000.000	15000.000	-64.57	0.0000	0.000	15000.000	124.4267	FF				
25	Spectrogram 1	1	167.721591551	168.262354951	7058.824	21561.497	17437.500	17250.000	-68.59	0.5408	14502.673	17437.500	168.1013		SA	A	0	SB
26	Spectrogram 1	1	167.758702765	167.758702765	7828.877	7828.877	7875.000	7875.000	-71.27	0.0000	0.000	7875.000	167.7600	FI				
27	Spectrogram 1	1	168.251751747	168.251751747	20278.075	20278.075	20250.000	20250.000	-71.67	0.0000	0.000	20250.000	168.2507	FF				
28	Spectrogram 1	1	168.511530242	169.004579224	6802.139	18994.652	9000.000	16125.000	-68.45	0.4930	12192.513	9000.000	168.7440		SA	A	0	SB
29	Spectrogram 1	1	168.548641456	168.548641456	7443.850	7443.850	7500.000	7500.000	-68.81	0.0000	0.000	7500.000	168.5493	FI				
30	Spectrogram 1	1	168.999277622	168.999277622	18352.941	18352.941	18375.000	18375.000	-59.56	0.0000	0.000	18375.000	169.0000	FF				
31	Spectrogram 1	1	223.631484175	224.166945973	7828.877	33112.299	17437.500	16687.500	-65.00	0.5355	25283.422	17437.500	224.0133		SA	A	0	SB
32	Spectrogram 1	1	223.657992185	223.657992185	8470.588	8470.588	8437.500	8437.500	-61.35	0.0000	0.000	8437.500	223.6587	FI				
33	Spectrogram 1	1	224.151041167	224.151041167	32085.561	32085.561	32062.500	32062.500	-97.48	0.0000	0.000	32062.500	224.1520	FF				
34	Spectrogram 1	1	250.593812697	251.139877698	8342.246	22074.866	10500.000	11812.500	-66.15	0.5461	13732.620	10500.000	250.7573		SA	A	0	SB
35	Spectrogram 1	1	250.630923911	250.630923911	8983.957	8983.957	9000.000	9000.000	-60.32	0.0000	0.000	9000.000	250.6320	FI				
36	Spectrogram 1	1	251.118671290	251.118671290	21176.471	21176.471	21187.500	21187.500	-84.15	0.0000	0.000	21187.500	251.1200	FF				
37	Spectrogram 1	1	251.495085029	251.929816390	8470.588	22203.209	12000.000	14062.500	-69.19	0.4347	13732.621	12000.000	251.6320		SA	A	0	SB
38	Spectrogram 1	1	251.526894641	251.526894641	9240.642	9240.642	9187.500	9187.500	-58.77	0.0000	0.000	9187.500	251.5280	FI				
39	Spectrogram 1	1	251.898006778	251.898006778	21048.128	21048.128	21000.000	21000.000	-76.16	0.0000	0.000	21000.000	251.8987	FF				
40	Spectrogram 1	1	288.829098929	289.269131891	7957.219	21048.128	16312.500	15937.500	-63.81	0.4400	13090.909	16312.500	289.1173		SA	A	0	SB
41	Spectrogram 1	1	288.839702133	288.839702133	8342.246	8342.246	8250.000	8250.000	-56.48	0.0000	0.000	8250.000	288.8400	FI				
42	Spectrogram 1	1	289.237322280	289.237322280	20149.733	20149.733	20062.500	20062.500	-82.48	0.0000	0.000	20062.500	289.2373	FF				
43	Spectrogram 1	1	317.401708718	317.852344884	7828.877	20919.786	17437.500	17062.500	-68.65	0.4506	13090.909	17437.500	317.7333		SA	A	0	SB
44	Spectrogram 1	1	317.412311922	317.412311922	8855.615	8855.615	8812.500	8812.500	-69.98	0.0000	0.000	8812.500	317.4133	FI				
45	Spectrogram 1	1	317.841741680	317.841741680	20149.733	20149.733	20062.500	20062.500	-59.45	0.0000	0.000	20062.500	317.8427	FF				
46	Spectrogram 1	1	318.154536196	318.642283576	7443.850	29647.059	14250.000	14625.000	-73.64	0.4877	22203.209	14250.000	318.3387		SA	A	0	SB
47	Spectrogram 1	1	318.191647410	318.191647410	7700.535	7700.535	7687.500	7687.500	-79.23	0.0000	0.000	7687.500	318.1920	FI				
48	Spectrogram 1	1	318.621077168	318.621077168	28363.636	28363.636	28312.500	28312.500	-84.02	0.0000	0.000	28312.500	318.6213	FF				
49	Spectrogram 1	1	353.198198820	353.643533384	9112.299	21433.155	16687.500	16500.000	-72.45	0.4453	12320.856	16687.500	353.4640		SA	A	0	SB
50	Spectrogram 1	1	353.251214840	353.251214840	9754.011	9754.011	9750.000	9750.000	-74.12	0.0000	0.000	9750.000	353.2507	FI				
51	Spectrogram 1	1	353.622326976	353.622326976	20534.759	20534.759	20625.000	20625.000	-86.35	0.0000	0.000	20625.000	353.6213	FF				
52	Spectrogram 1	1	356.119554611	356.374031504	4363.636	19379.679	6562.500	7500.000	-73.44	0.2545	15016.043	6562.500	356.3573		SA	A	0	SB
53	Spectrogram 1	1	356.135459416	356.135459416	5262.032	5262.032	5250.000	5250.000	-71.46	0.0000	0.000	5250.000	356.1360	FI				
54	Spectrogram 1	1	356.358126699	356.358126699	18481.283	18481.283	18562.500	18562.500	-78.51	0.0000	0.000	18562.500	356.3573	FF				
