Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	131.864228917	132.330769889	10139.037	20021.390	10500.000	15000.000	-85.40	0.4665	9882.353	10500.000	132.3173		SA	A	0	SB
2	Spectrogram 1	1	131.890736926	131.890736926	10909.091	10909.091	10875.000	10875.000	-81.11	0.0000	0.000	10875.000	131.8907	FI				
3	Spectrogram 1	1	132.304261879	132.304261879	18994.652	18994.652	18937.500	18937.500	-94.21	0.0000	0.000	18937.500	132.3040	FF				
4	Spectrogram 1	1	141.123978079	141.659439876	9368.984	18096.257	16312.500	12937.500	-85.17	0.5355	8727.273	16312.500	141.6427		SA	A	0	SB
5	Spectrogram 1	1	141.150486089	141.150486089	10524.064	10524.064	10500.000	10500.000	-87.95	0.0000	0.000	10500.000	141.1493	FI				
6	Spectrogram 1	1	141.643535070	141.643535070	17326.203	17326.203	17250.000	17250.000	-71.27	0.0000	0.000	17250.000	141.6427	FF				
7	Spectrogram 1	1	142.274425703	142.756871481	6673.797	18352.941	6750.000	11062.500	-85.30	0.4824	11679.144	6750.000	142.5893		NA	A	0	SB
8	Spectrogram 1	1	142.290330509	142.290330509	7957.219	7957.219	7875.000	7875.000	-84.24	0.0000	0.000	7875.000	142.2907	FI				
9	Spectrogram 1	1	142.735665073	142.735665073	17711.230	17711.230	17625.000	17625.000	-81.15	0.0000	0.000	17625.000	142.7360	FF				
10	Spectrogram 1	1	153.696470879	154.205424667	8342.246	19122.995	8437.500	12937.500	-85.41	0.5090	10780.749	8437.500	153.7040		NA	A	0	SB
11	Spectrogram 1	1	153.742774038	153.742774038	8983.957	8983.957	9000.000	9000.000	-97.89	0.0000	0.000	9000.000	153.7440	FI				
12	Spectrogram 1	1	154.193410204	154.193410204	17839.572	17839.572	17812.500	17812.500	-83.73	0.0000	0.000	17812.500	154.1947	FF				
13	Spectrogram 1	1	154.606935157	155.046968119	8085.561	18481.283	10687.500	12187.500	-85.63	0.4400	10395.722	10687.500	154.8187		SA	A	0	SB
14	Spectrogram 1	1	154.654649574	154.654649574	8983.957	8983.957	9000.000	9000.000	-77.41	0.0000	0.000	9000.000	154.6533	FI				
15	Spectrogram 1	1	155.036364915	155.036364915	17839.572	17839.572	17812.500	17812.500	-85.52	0.0000	0.000	17812.500	155.0373	FF				
16	Spectrogram 1	1	180.362002802	180.833845376	11037.433	19122.995	12750.000	15000.000	-84.72	0.4718	8085.562	12750.000	180.4133		SA	A	0	SB
