Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	9.210625016	9.613546764	10652.406	23486.631	14625.000	14437.500	-81.60	0.4029	12834.225	14625.000	9.3760			A	0	SB
2	Spectrogram 1	1	9.229180623	9.229180623	10909.091	10909.091	10875.000	10875.000	-80.00	0.0000	0.000	10875.000	9.2293	FI				
3	Spectrogram 1	1	9.602943560	9.602943560	22844.920	22844.920	22875.000	22875.000	-86.16	0.0000	0.000	22875.000	9.6027	FF				
4	Spectrogram 1	1	12.061302288	12.413858818	8598.930	18866.310	12187.500	12187.500	-81.22	0.3526	10267.380	12187.500	12.1867		SA	A	0	SB
5	Spectrogram 1	1	12.079857895	12.079857895	8855.615	8855.615	8812.500	8812.500	-79.40	0.0000	0.000	8812.500	12.0800	FI				
6	Spectrogram 1	1	12.400604813	12.400604813	18096.257	18096.257	18187.500	18187.500	-82.50	0.0000	0.000	18187.500	12.4000	FF				
7	Spectrogram 1	1	12.570256076	12.981130227	9240.642	20791.444	10312.500	12375.000	-82.72	0.4109	11550.802	10312.500	12.6560		SA	A	0	SB
8	Spectrogram 1	1	12.591462484	12.591462484	9882.353	9882.353	9937.500	9937.500	-77.27	0.0000	0.000	9937.500	12.5920	FI				
9	Spectrogram 1	1	12.967876223	12.967876223	20534.759	20534.759	20625.000	20625.000	-88.77	0.0000	0.000	20625.000	12.9680	FF				
10	Spectrogram 1	1	12.981130227	13.394655180	11294.118	32855.615	12562.500	14062.500	-86.07	0.4135	21561.497	12562.500	13.0240		SA	A	0	SB
11	Spectrogram 1	1	13.004987436	13.004987436	12192.513	12192.513	12187.500	12187.500	-69.75	0.0000	0.000	12187.500	13.0053	FI				
12	Spectrogram 1	1	13.386702777	13.386702777	31700.535	31700.535	31687.500	31687.500	-100.20	0.0000	0.000	31687.500	13.3867	FF				
13	Spectrogram 1	1	16.326503652	16.729425401	7828.877	20791.444	13125.000	12375.000	-81.12	0.4029	12962.567	13125.000	16.5627		SA	A	0	SB
14	Spectrogram 1	1	16.345059259	16.345059259	8598.930	8598.930	8625.000	8625.000	-79.82	0.0000	0.000	8625.000	16.3440	FI				
15	Spectrogram 1	1	16.708218993	16.708218993	19893.048	19893.048	19875.000	19875.000	-86.77	0.0000	0.000	19875.000	16.7093	FF				
16	Spectrogram 1	1	17.105839140	17.476951277	7572.193	21818.182	10500.000	12000.000	-82.59	0.3711	14245.989	10500.000	17.1520		SA	A	0	SB
17	Spectrogram 1	1	17.119093145	17.119093145	8598.930	8598.930	8625.000	8625.000	-71.99	0.0000	0.000	8625.000	17.1200	FI				
18	Spectrogram 1	1	17.463697272	17.463697272	20919.786	20919.786	21000.000	21000.000	-73.48	0.0000	0.000	21000.000	17.4640	FF				
19	Spectrogram 1	1	18.564813241	18.851099747	9754.011	19508.021	12187.500	13125.000	-82.22	0.2863	9754.010	12187.500	18.6133		SA	A	0	SB
20	Spectrogram 1	1	18.580718047	18.580718047	10780.749	10780.749	10687.500	10687.500	-79.83	0.0000	0.000	10687.500	18.5813	FI				
21	Spectrogram 1	1	18.837845742	18.837845742	18994.652	18994.652	18937.500	18937.500	-80.94	0.0000	0.000	18937.500	18.8373	FF				
22	Spectrogram 1	1	31.860998762	32.308984127	6032.086	30417.112	13125.000	12750.000	-82.21	0.4480	24385.026	13125.000	31.9867		SA	A	0	SB
23	Spectrogram 1	1	31.874252767	31.874252767	7572.193	7572.193	7500.000	7500.000	-66.30	0.0000	0.000	7500.000	31.8747	FI				
24	Spectrogram 1	1	32.301031724	32.301031724	29518.717	29518.717	29437.500	29437.500	-76.77	0.0000	0.000	29437.500	32.3013	FF				
25	Spectrogram 1	1	33.572027988	33.982902139	10524.064	24770.053	14812.500	14250.000	-82.98	0.4109	14245.989	14812.500	33.7280		SA	A	0	SB
26	Spectrogram 1	1	33.590583594	33.590583594	11550.802	11550.802	11625.000	11625.000	-75.42	0.0000	0.000	11625.000	33.5893	FI				
27	Spectrogram 1	1	33.964346532	33.964346532	24128.342	24128.342	24187.500	24187.500	-91.13	0.0000	0.000	24187.500	33.9653	FF				
28	Spectrogram 1	1	38.178566347	38.690170936	8983.957	20149.733	15562.500	12375.000	-82.37	0.5116	11165.776	15562.500	38.5573		SA	A	0	SB
29	Spectrogram 1	1	38.191820352	38.191820352	9240.642	9240.642	9187.500	9187.500	-81.85	0.0000	0.000	9187.500	38.1920	FI				
30	Spectrogram 1	1	38.668964528	38.668964528	19508.021	19508.021	19500.000	19500.000	-95.67	0.0000	0.000	19500.000	38.6693	FF				
31	Spectrogram 1	1	39.363700691	39.809035256	6417.112	27593.583	10500.000	11062.500	-82.34	0.4453	21176.471	10500.000	39.5733		SA	A	0	SB
32	Spectrogram 1	1	39.379605497	39.379605497	7572.193	7572.193	7500.000	7500.000	-79.10	0.0000	0.000	7500.000	39.3787	FI				
33	Spectrogram 1	1	39.795781251	39.795781251	26438.503	26438.503	26437.500	26437.500	-90.77	0.0000	0.000	26437.500	39.7947	FF				
34	Spectrogram 1	1	39.676495207	40.037004140	10010.695	21561.497	13125.000	13687.500	-83.04	0.3605	11550.802	13125.000	39.9307		NA	A	0	SB
35	Spectrogram 1	1	39.689749212	39.689749212	10780.749	10780.749	10687.500	10687.500	-73.88	0.0000	0.000	10687.500	39.6907	FI				
36	Spectrogram 1	1	40.023750135	40.023750135	20791.444	20791.444	20812.500	20812.500	-77.73	0.0000	0.000	20812.500	40.0240	FF				
37	Spectrogram 1	1	40.761092764	41.087141284	6032.086	26181.818	14625.000	11437.500	-82.40	0.3260	20149.732	14625.000	40.9440		SA	A	0	SB
38	Spectrogram 1	1	40.771695968	40.771695968	6545.455	6545.455	6562.500	6562.500	-94.66	0.0000	0.000	6562.500	40.7707	FI				
39	Spectrogram 1	1	41.079188881	41.079188881	25796.791	25796.791	25875.000	25875.000	-77.67	0.0000	0.000	25875.000	41.0800	FF				
40	Spectrogram 1	1	41.792674301	42.155834035	10139.037	28877.005	14062.500	13312.500	-85.76	0.3632	18737.968	14062.500	41.9280		SA	A	0	SB
41	Spectrogram 1	1	41.816531510	41.816531510	10652.406	10652.406	10687.500	10687.500	-79.61	0.0000	0.000	10687.500	41.8160	FI				
42	Spectrogram 1	1	42.137278428	42.137278428	28235.294	28235.294	28312.500	28312.500	-87.69	0.0000	0.000	28312.500	42.1360	FF				
43	Spectrogram 1	1	48.668330955	49.018236684	10267.380	21561.497	12375.000	12937.500	-83.25	0.3499	11294.117	12375.000	48.7547		SA	A	0	SB
44	Spectrogram 1	1	48.692188164	48.692188164	10909.091	10909.091	10875.000	10875.000	-74.69	0.0000	0.000	10875.000	48.6933	FI				
45	Spectrogram 1	1	49.002331878	49.002331878	20663.102	20663.102	20625.000	20625.000	-97.05	0.0000	0.000	20625.000	49.0027	FF				
46	Spectrogram 1	1	49.981317353	50.447858325	9240.642	30160.428	12937.500	12937.500	-84.04	0.4665	20919.786	12937.500	50.1333		SA	A	0	SB
47	Spectrogram 1	1	49.999872960	49.999872960	9497.326	9497.326	9562.500	9562.500	-76.20	0.0000	0.000	9562.500	50.0000	FI				
48	Spectrogram 1	1	50.439905922	50.439905922	29390.374	29390.374	29437.500	29437.500	-86.40	0.0000	0.000	29437.500	50.4400	FF				
49	Spectrogram 1	1	51.539601028	51.823236733	12962.567	21433.155	16687.500	15562.500	-83.19	0.2836	8470.588	16687.500	51.7147		SA	A	0	SB
50	Spectrogram 1	1	51.558156635	51.558156635	13090.909	13090.909	13125.000	13125.000	-82.41	0.0000	0.000	13125.000	51.5573	FI				
51	Spectrogram 1	1	51.812633529	51.812633529	20791.444	20791.444	20812.500	20812.500	-84.10	0.0000	0.000	20812.500	51.8133	FF				
52	Spectrogram 1	1	57.987867842	58.388138790	7187.166	27978.610	12375.000	11250.000	-80.93	0.4003	20791.444	12375.000	58.1680		SA	A	0	SB
53	Spectrogram 1	1	58.001121847	58.001121847	8342.246	8342.246	8250.000	8250.000	-76.73	0.0000	0.000	8250.000	58.0000	FI				
54	Spectrogram 1	1	58.380186387	58.380186387	27208.556	27208.556	27187.500	27187.500	-96.00	0.0000	0.000	27187.500	58.3813	FF				
55	Spectrogram 1	1	59.082648646	59.347728744	8085.561	22074.866	11062.500	11250.000	-78.99	0.2651	13989.305	11062.500	59.2507		SA	A	0	SB
