Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	200.876494433	201.264540815	10121.911	26965.404	11906.250	12843.750	-82.29	0.3880	16843.493	11906.250	200.9547		SA	A	0	SB
2	Spectrogram 1	1	200.897660599	200.897660599	10596.376	10596.376	10593.750	10593.750	-80.91	0.0000	0.000	10593.750	200.8960	FI				
3	Spectrogram 1	1	201.246902343	201.246902343	26570.016	26570.016	26531.250	26531.250	-75.05	0.0000	0.000	26531.250	201.2480	FF				
4	Spectrogram 1	1	207.844067681	208.475524975	9093.904	26253.707	11062.500	11156.250	-80.71	0.6315	17159.802	11062.500	208.0267		SA	A	0	SB
5	Spectrogram 1	1	207.851123070	207.851123070	9726.524	9726.524	9750.000	9750.000	-69.49	0.0000	0.000	9750.000	207.8507	FI				
6	Spectrogram 1	1	208.450831114	208.450831114	25146.623	25146.623	25125.000	25125.000	-83.55	0.0000	0.000	25125.000	208.4533	FF				
7	Spectrogram 1	1	309.699078173	310.252926191	9252.059	27202.636	12375.000	12281.250	-78.66	0.5538	17950.577	12375.000	309.8880		SA	A	0	SB
8	Spectrogram 1	1	309.709661257	309.709661257	9805.601	9805.601	9843.750	9843.750	-75.20	0.0000	0.000	9843.750	309.7120	FI				
9	Spectrogram 1	1	310.231760025	310.231760025	26570.016	26570.016	26531.250	26531.250	-67.64	0.0000	0.000	26531.250	310.2293	FF				
10	Spectrogram 1	1	346.910244533	347.368844803	10200.988	26411.862	13781.250	14343.750	-84.62	0.4586	16210.873	13781.250	347.0613		SA	A	0	SB
11	Spectrogram 1	1	346.927883005	346.927883005	10517.298	10517.298	10500.000	10500.000	-68.73	0.0000	0.000	10500.000	346.9280	FI				
12	Spectrogram 1	1	347.347678636	347.347678636	26253.707	26253.707	26250.000	26250.000	-100.67	0.0000	0.000	26250.000	347.3493	FF				
13	Spectrogram 1	1	367.626377856	367.908593407	5693.575	15420.099	13031.250	9843.750	-81.83	0.2822	9726.524	13031.250	367.7867		SA	A	0	SB
14	Spectrogram 1	1	367.629905551	367.629905551	6642.504	6642.504	6656.250	6656.250	-83.87	0.0000	0.000	6656.250	367.6320	FI				
15	Spectrogram 1	1	367.905065712	367.905065712	15103.789	15103.789	15093.750	15093.750	-78.01	0.0000	0.000	15093.750	367.9040	FF				
16	Spectrogram 1	1	390.273961684	390.711395787	10438.221	30049.423	11343.750	11437.500	-82.84	0.4374	19611.203	11343.750	390.4267		SA	A	0	SB
17	Spectrogram 1	1	390.298655545	390.298655545	10991.763	10991.763	10968.750	10968.750	-68.32	0.0000	0.000	10968.750	390.2987	FI				
