Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	1.615684026	1.945523451	9586.006	19591.837	12187.500	12843.750	-81.59	0.3298	10005.831	12187.500	1.7653		SA	A	0	SB
2	Spectrogram 1	1	1.626267109	1.626267109	9655.977	9655.977	9656.250	9656.250	-70.97	0.0000	0.000	9656.250	1.6267	FI				
3	Spectrogram 1	1	1.938468062	1.938468062	19381.924	19381.924	19406.250	19406.250	-74.39	0.0000	0.000	19406.250	1.9360	FF				
4	Spectrogram 1	1	2.174823586	2.508190705	9306.122	20431.487	12000.000	12843.750	-82.41	0.3334	11125.364	12000.000	2.3573		SA	A	0	SB
5	Spectrogram 1	1	2.185406669	2.185406669	9586.006	9586.006	9562.500	9562.500	-73.63	0.0000	0.000	9562.500	2.1867	FI				
6	Spectrogram 1	1	2.506426857	2.506426857	20011.662	20011.662	19968.750	19968.750	-76.06	0.0000	0.000	19968.750	2.5067	FF				
7	Spectrogram 1	1	2.843321671	3.229604205	8396.501	18192.420	16031.250	12281.250	-81.84	0.3863	9795.918	16031.250	3.1467		SA	A	0	SB
8	Spectrogram 1	1	2.852140907	2.852140907	8886.297	8886.297	8906.250	8906.250	-75.88	0.0000	0.000	8906.250	2.8533	FI				
9	Spectrogram 1	1	3.217257275	3.217257275	17842.566	17842.566	17812.500	17812.500	-70.59	0.0000	0.000	17812.500	3.2160	FF				
10	Spectrogram 1	1	61.140511381	61.475642347	11265.306	17912.536	15656.250	15375.000	-81.05	0.3351	6647.230	15656.250	61.3493		SA	A	0	SB
11	Spectrogram 1	1	61.151094464	61.151094464	11755.102	11755.102	11718.750	11718.750	-75.31	0.0000	0.000	11718.750	61.1520	FI				
12	Spectrogram 1	1	61.459767723	61.459767723	17422.741	17422.741	17437.500	17437.500	-71.16	0.0000	0.000	17437.500	61.4613	FF				
13	Spectrogram 1	1	98.086402434	98.585571189	13014.577	16862.974	14531.250	14625.000	-82.50	0.4992	3848.397	14531.250	98.4533		SA	A	0	SB
14	Spectrogram 1	1	98.100513211	98.100513211	13294.461	13294.461	13312.500	13312.500	-75.78	0.0000	0.000	13312.500	98.1013	FI				
15	Spectrogram 1	1	98.574988105	98.574988105	16303.207	16303.207	16312.500	16312.500	-80.45	0.0000	0.000	16312.500	98.5760	FF				
16	Spectrogram 1	1	68.536314559	68.984331745	12944.606	18192.420	15375.000	15375.000	-81.07	0.4480	5247.813	15375.000	68.8000		SA	A	0	SB
17	Spectrogram 1	1	68.545133795	68.545133795	13154.519	13154.519	13125.000	13125.000	-103.04	0.0000	0.000	13125.000	68.5440	FI				
18	Spectrogram 1	1	68.980804051	68.980804051	17772.595	17772.595	17812.500	17812.500	-85.13	0.0000	0.000	17812.500	68.9813	FF				
19	Spectrogram 1	1	126.996250686	127.488364053	12314.869	17982.507	14625.000	14531.250	-81.70	0.4921	5667.638	14625.000	127.2640		SA	A	0	SB
20	Spectrogram 1	1	127.005069922	127.005069922	12594.752	12594.752	12562.500	12562.500	-93.21	0.0000	0.000	12562.500	127.0027	FI				
21	Spectrogram 1	1	127.470725581	127.470725581	17842.566	17842.566	17812.500	17812.500	-69.91	0.0000	0.000	17812.500	127.4720	FF				
22	Spectrogram 1	1	182.983413148	183.389098002	6577.259	25189.504	15750.000	15562.500	-84.39	0.4057	18612.245	15750.000	183.1253		SA	A	0	SB
23	Spectrogram 1	1	182.999287773	182.999287773	6997.085	6997.085	7031.250	7031.250	-74.25	0.0000	0.000	7031.250	182.9973	FI				
24	Spectrogram 1	1	183.374987224	183.374987224	24979.592	24979.592	24937.500	24937.500	-82.27	0.0000	0.000	24937.500	183.3760	FF				
25	Spectrogram 1	1	181.709915476	182.002714110	5807.580	20921.283	16031.250	14343.750	-81.22	0.2928	15113.703	16031.250	181.9307		SA	A	0	SB
26	Spectrogram 1	1	181.716970865	181.716970865	6437.318	6437.318	6468.750	6468.750	-84.17	0.0000	0.000	6468.750	181.7173	FI				
27	Spectrogram 1	1	181.997422568	181.997422568	20781.341	20781.341	20812.500	20812.500	-76.71	0.0000	0.000	20812.500	182.0000	FF				
28	Spectrogram 1	1	283.898648092	284.297277557	8606.414	23370.262	17250.000	15000.000	-83.94	0.3986	14763.848	17250.000	284.1653		SA	A	0	SB
29	Spectrogram 1	1	283.910995023	283.910995023	9096.210	9096.210	9093.750	9093.750	-76.04	0.0000	0.000	9093.750	283.9093	FI				
30	Spectrogram 1	1	284.291986016	284.291986016	22740.525	22740.525	22781.250	22781.250	-81.97	0.0000	0.000	22781.250	284.2933	FF				
31	Spectrogram 1	1	342.193554657	342.544560248	6787.172	22250.729	11343.750	14156.250	-81.49	0.3510	15463.557	11343.750	342.2613		SA	A	0	SB
32	Spectrogram 1	1	342.204137740	342.204137740	7556.851	7556.851	7593.750	7593.750	-73.81	0.0000	0.000	7593.750	342.2027	FI				
33	Spectrogram 1	1	342.528685623	342.528685623	21481.050	21481.050	21468.750	21468.750	-69.36	0.0000	0.000	21468.750	342.5280	FF				
34	Spectrogram 1	1	341.172287134	341.526820419	8186.589	17842.566	14531.250	12750.000	-79.98	0.3545	9655.977	14531.250	341.4293		SA	A	0	SB
35	Spectrogram 1	1	341.188161759	341.188161759	8746.356	8746.356	8718.750	8718.750	-70.18	0.0000	0.000	8718.750	341.1893	FI				
36	Spectrogram 1	1	341.509181947	341.509181947	17632.653	17632.653	17625.000	17625.000	-82.49	0.0000	0.000	17625.000	341.5093	FF				
37	Spectrogram 1	1	615.699224922	616.080215915	8396.501	17982.507	10312.500	10781.250	-79.01	0.3810	9586.006	10312.500	615.8293		SA	A	0	SB
38	Spectrogram 1	1	615.715099547	615.715099547	8816.327	8816.327	8812.500	8812.500	-86.09	0.0000	0.000	8812.500	615.7173	FI				
39	Spectrogram 1	1	616.071396679	616.071396679	17632.653	17632.653	17625.000	17625.000	-69.48	0.0000	0.000	17625.000	616.0693	FF				
40	Spectrogram 1	1	614.995449893	615.417009372	8536.443	20081.633	14250.000	13312.500	-82.05	0.4216	11545.190	14250.000	615.2533		SA	A	0	SB
41	Spectrogram 1	1	615.009560671	615.009560671	8886.297	8886.297	8906.250	8906.250	-77.95	0.0000	0.000	8906.250	615.0080	FI				
42	Spectrogram 1	1	615.402898594	615.402898594	19661.808	19661.808	19687.500	19687.500	-71.60	0.0000	0.000	19687.500	615.4027	FF				
43	Spectrogram 1	1	616.720492445	617.112066522	6927.114	20221.574	13687.500	14062.500	-78.83	0.3916	13294.461	13687.500	616.8853		SA	A	0	SB
44	Spectrogram 1	1	616.736367070	616.736367070	7696.793	7696.793	7687.500	7687.500	-76.97	0.0000	0.000	7687.500	616.7360	FI				
45	Spectrogram 1	1	617.108538827	617.108538827	19801.749	19801.749	19781.250	19781.250	-86.69	0.0000	0.000	19781.250	617.1093	FF				
46	Spectrogram 1	1	666.145269735	666.580939991	6927.114	17632.653	15187.500	14906.250	-80.47	0.4357	10705.539	15187.500	666.4053		SA	A	0	SB
47	Spectrogram 1	1	666.159380513	666.159380513	7346.939	7346.939	7312.500	7312.500	-73.39	0.0000	0.000	7312.500	666.1600	FI				
48	Spectrogram 1	1	666.573884602	666.573884602	17492.711	17492.711	17531.250	17531.250	-73.70	0.0000	0.000	17531.250	666.5760	FF				
49	Spectrogram 1	1	697.511502646	697.917187500	8466.472	20361.516	16968.750	15375.000	-82.45	0.4057	11895.044	16968.750	697.8453		SA	A	0	SB
50	Spectrogram 1	1	697.520321882	697.520321882	8956.268	8956.268	9000.000	9000.000	-86.75	0.0000	0.000	9000.000	697.5200	FI				
51	Spectrogram 1	1	697.906604416	697.906604416	19871.720	19871.720	19875.000	19875.000	-82.80	0.0000	0.000	19875.000	697.9040	FF				
52	Spectrogram 1	1	712.903155393	713.199481720	5037.901	21830.904	15750.000	12937.500	-78.44	0.2963	16793.003	15750.000	713.0987		SA	A	0	SB
53	Spectrogram 1	1	712.911974628	712.911974628	5737.609	5737.609	5718.750	5718.750	-83.70	0.0000	0.000	5718.750	712.9120	FI				
54	Spectrogram 1	1	713.195954026	713.195954026	21341.108	21341.108	21375.000	21375.000	-73.02	0.0000	0.000	21375.000	713.1947	FF				
