Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	50.026411897	50.425041362	7315.068	15863.014	14343.750	12937.500	-74.05	0.3986	8547.945	14343.750	50.2773		SA	A	0	SB
2	Spectrogram 1	1	50.042286522	50.042286522	8136.986	8136.986	8156.250	8156.250	-82.29	0.0000	0.000	8156.250	50.0427	FI				
3	Spectrogram 1	1	50.410930584	50.410930584	15616.438	15616.438	15656.250	15656.250	-68.18	0.0000	0.000	15656.250	50.4107	FF				
4	Spectrogram 1	1	225.119665325	225.530641720	7726.027	24328.767	11062.500	12000.000	-77.97	0.4110	16602.740	11062.500	225.2480		SA	A	0	SB
5	Spectrogram 1	1	225.133776102	225.133776102	7808.219	7808.219	7781.250	7781.250	-64.61	0.0000	0.000	7781.250	225.1360	FI				
6	Spectrogram 1	1	225.521822484	225.521822484	23835.616	23835.616	23812.500	23812.500	-79.34	0.0000	0.000	23812.500	225.5200	FF				
7	Spectrogram 1	1	228.219494212	228.699260648	13643.836	24246.575	13968.750	15937.500	-77.19	0.4798	10602.740	13968.750	228.6240		SA	A	0	SB
8	Spectrogram 1	1	228.235368837	228.235368837	14219.178	14219.178	14250.000	14250.000	-77.38	0.0000	0.000	14250.000	228.2347	FI				
9	Spectrogram 1	1	228.690441412	228.690441412	24000.000	24000.000	24000.000	24000.000	-77.28	0.0000	0.000	24000.000	228.6880	FF				
10	Spectrogram 1	1	228.939143866	229.321898706	9586.006	23860.058	10312.500	11531.250	-77.97	0.3828	14274.052	10312.500	229.0080		SA	A	0	SB
11	Spectrogram 1	1	228.956782338	228.956782338	10145.773	10145.773	10125.000	10125.000	-63.39	0.0000	0.000	10125.000	228.9547	FI				
12	Spectrogram 1	1	229.314843317	229.314843317	23580.175	23580.175	23625.000	23625.000	-112.80	0.0000	0.000	23625.000	229.3173	FF				
13	Spectrogram 1	1	362.637476606	362.935566781	8046.647	24909.621	17343.750	15000.000	-75.37	0.2981	16862.974	17343.750	362.8640		SA	A	0	SB
14	Spectrogram 1	1	362.644531995	362.644531995	9096.210	9096.210	9093.750	9093.750	-78.86	0.0000	0.000	9093.750	362.6453	FI				
15	Spectrogram 1	1	362.924983698	362.924983698	24349.854	24349.854	24375.000	24375.000	-96.02	0.0000	0.000	24375.000	362.9227	FF				
16	Spectrogram 1	1	366.125158907	366.649021523	7696.793	28198.251	13593.750	13593.750	-82.07	0.5239	20501.458	13593.750	366.2667		SA	A	0	SB
17	Spectrogram 1	1	366.133978143	366.133978143	8046.647	8046.647	8062.500	8062.500	-77.08	0.0000	0.000	8062.500	366.1333	FI				
18	Spectrogram 1	1	366.636674592	366.636674592	27498.542	27498.542	27468.750	27468.750	-90.68	0.0000	0.000	27468.750	366.6347	FF				
19	Spectrogram 1	1	367.594885368	368.076415651	7346.939	20641.399	13687.500	13500.000	-79.94	0.4815	13294.461	13687.500	367.7120		SA	A	0	SB
20	Spectrogram 1	1	367.600176910	367.600176910	7696.793	7696.793	7687.500	7687.500	-75.98	0.0000	0.000	7687.500	367.6000	FI				
21	Spectrogram 1	1	368.067596415	368.067596415	18892.128	18892.128	18937.500	18937.500	-84.37	0.0000	0.000	18937.500	368.0693	FF				
22	Spectrogram 1	1	924.928510709	925.383583284	5667.638	15673.469	14812.500	14812.500	-74.74	0.4551	10005.831	14812.500	925.2427		SA	A	0	SB
23	Spectrogram 1	1	924.944385334	924.944385334	6297.376	6297.376	6281.250	6281.250	-74.23	0.0000	0.000	6281.250	924.9440	FI				
24	Spectrogram 1	1	925.371236354	925.371236354	14553.936	14553.936	14531.250	14531.250	-63.60	0.0000	0.000	14531.250	925.3707	FF				
25	Spectrogram 1	1	987.778603183	988.256605771	7486.880	16653.061	13687.500	12468.750	-76.61	0.4780	9166.181	13687.500	988.0427		SA	A	0	SB
26	Spectrogram 1	1	987.785658572	987.785658572	7906.706	7906.706	7875.000	7875.000	-80.98	0.0000	0.000	7875.000	987.7867	FI				
27	Spectrogram 1	1	988.244258841	988.244258841	16163.265	16163.265	16125.000	16125.000	-75.21	0.0000	0.000	16125.000	988.2453	FF				
28	Spectrogram 1	1	1006.735354538	1007.186899419	6787.172	16303.207	14156.250	14250.000	-73.60	0.4515	9516.035	14156.250	1007.0080		SA	A	0	SB
29	Spectrogram 1	1	1006.744173774	1006.744173774	7137.026	7137.026	7125.000	7125.000	-94.00	0.0000	0.000	7125.000	1006.7467	FI				
30	Spectrogram 1	1	1007.176316336	1007.176316336	15953.353	15953.353	15937.500	15937.500	-71.95	0.0000	0.000	15937.500	1007.1787	FF				
31	Spectrogram 1	1	1029.319134864	1029.827122855	7836.735	17842.566	14437.500	13218.750	-79.05	0.5080	10005.831	14437.500	1029.7547		SA	A	0	SB
32	Spectrogram 1	1	1029.326190253	1029.326190253	8046.647	8046.647	8062.500	8062.500	-74.02	0.0000	0.000	8062.500	1029.3280	FI				
33	Spectrogram 1	1	1029.811248230	1029.811248230	17352.770	17352.770	17343.750	17343.750	-70.12	0.0000	0.000	17343.750	1029.8133	FF				
34	Spectrogram 1	1	1032.422625575	1032.810671957	6927.114	21760.933	9656.250	12656.250	-75.16	0.3880	14833.819	9656.250	1032.4907		SA	A	0	SB
35	Spectrogram 1	1	1032.431444811	1032.431444811	7696.793	7696.793	7687.500	7687.500	-65.71	0.0000	0.000	7687.500	1032.4320	FI				
36	Spectrogram 1	1	1032.803616568	1032.803616568	21201.166	21201.166	21187.500	21187.500	-70.95	0.0000	0.000	21187.500	1032.8053	FF				
37	Spectrogram 1	1	1050.606372851	1050.969725372	6017.493	20221.574	14437.500	13500.000	-76.42	0.3634	14204.082	14437.500	1050.8533		SA	A	0	SB
38	Spectrogram 1	1	1050.615192087	1050.615192087	6297.376	6297.376	6281.250	6281.250	-70.04	0.0000	0.000	6281.250	1050.6133	FI				
39	Spectrogram 1	1	1050.955614595	1050.955614595	19801.749	19801.749	19781.250	19781.250	-66.28	0.0000	0.000	19781.250	1050.9547	FF				
40	Spectrogram 1	1	1173.462029157	1173.911810190	8536.443	19941.691	9843.750	13312.500	-79.49	0.4498	11405.248	9843.750	1173.5467		SA	A	0	SB
41	Spectrogram 1	1	1173.469084546	1173.469084546	8886.297	8886.297	8906.250	8906.250	-74.06	0.0000	0.000	8906.250	1173.4667	FI				
42	Spectrogram 1	1	1173.904754802	1173.904754802	19801.749	19801.749	19781.250	19781.250	-75.91	0.0000	0.000	19781.250	1173.9040	FF				
43	Spectrogram 1	1	1173.851839386	1174.276926559	6927.114	16163.265	15187.500	12281.250	-75.92	0.4251	9236.152	15187.500	1174.1760		SA	A	0	SB
44	Spectrogram 1	1	1173.855367080	1173.855367080	7416.910	7416.910	7406.250	7406.250	-76.25	0.0000	0.000	7406.250	1173.8560	FI				
45	Spectrogram 1	1	1174.269871170	1174.269871170	15183.673	15183.673	15187.500	15187.500	-72.55	0.0000	0.000	15187.500	1174.2720	FF				
46	Spectrogram 1	1	1175.407074649	1175.823342586	7836.735	20921.283	13875.000	13593.750	-74.99	0.4163	13084.548	13875.000	1175.6107		SA	A	0	SB
47	Spectrogram 1	1	1175.422949274	1175.422949274	8326.531	8326.531	8343.750	8343.750	-85.73	0.0000	0.000	8343.750	1175.4240	FI				
48	Spectrogram 1	1	1175.809231809	1175.809231809	20501.458	20501.458	20531.250	20531.250	-66.63	0.0000	0.000	20531.250	1175.8080	FF				
49	Spectrogram 1	1	1176.858720887	1177.349070406	8046.647	21061.224	13500.000	13781.250	-74.94	0.4903	13014.577	13500.000	1177.1520		SA	A	0	SB
50	Spectrogram 1	1	1176.874595512	1176.874595512	8536.443	8536.443	8531.250	8531.250	-69.79	0.0000	0.000	8531.250	1176.8747	FI				
51	Spectrogram 1	1	1177.340251170	1177.340251170	20711.370	20711.370	20718.750	20718.750	-64.16	0.0000	0.000	20718.750	1177.3387	FF				
52	Spectrogram 1	1	1680.127925720	1680.584762142	8606.414	19801.749	10125.000	12656.250	-79.32	0.4568	11195.335	10125.000	1680.2720		SA	A	0	SB
53	Spectrogram 1	1	1680.134981109	1680.134981109	8816.327	8816.327	8812.500	8812.500	-78.38	0.0000	0.000	8812.500	1680.1333	FI				
54	Spectrogram 1	1	1680.579470600	1680.579470600	19311.953	19311.953	19312.500	19312.500	-75.12	0.0000	0.000	19312.500	1680.5813	FF				
55	Spectrogram 1	1	1812.492108562	1812.779615654	9096.210	22460.641	16781.250	16781.250	-75.57	0.2875	13364.431	16781.250	1812.6293		SA	A	0	SB
56	Spectrogram 1	1	1812.499163951	1812.499163951	9725.948	9725.948	9750.000	9750.000	-81.00	0.0000	0.000	9750.000	1812.5013	FI				
57	Spectrogram 1	1	1812.774324113	1812.774324113	22180.758	22180.758	22218.750	22218.750	-72.82	0.0000	0.000	22218.750	1812.7733	FF				
58	Spectrogram 1	1	1816.628168112	1817.056782979	12524.781	18542.274	15187.500	15187.500	-75.47	0.4286	6017.493	15187.500	1816.8800		SA	A	0	SB
59	Spectrogram 1	1	1816.638751195	1816.638751195	12874.636	12874.636	12843.750	12843.750	-68.14	0.0000	0.000	12843.750	1816.6400	FI				
60	Spectrogram 1	1	1817.051491438	1817.051491438	18192.420	18192.420	18187.500	18187.500	-78.23	0.0000	0.000	18187.500	1817.0507	FF				
