Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	0.495641060	0.793731236	5775.148	18272.189	17625.000	11343.750	-78.04	0.2981	12497.041	17625.000	0.7787		SA	A	0	SB
2	Spectrogram 1	1	0.504460296	0.504460296	6059.172	6059.172	6093.750	6093.750	-72.05	0.0000	0.000	6093.750	0.5067	FI				
3	Spectrogram 1	1	0.784912000	0.784912000	17325.444	17325.444	17343.750	17343.750	-93.17	0.0000	0.000	17343.750	0.7840	FF				
4	Spectrogram 1	1	56.568325833	57.025162255	10603.550	23763.314	14156.250	14156.250	-83.62	0.4568	13159.763	14156.250	56.7253		SA	A	0	SB
5	Spectrogram 1	1	56.582436610	56.582436610	10792.899	10792.899	10781.250	10781.250	-81.66	0.0000	0.000	10781.250	56.5813	FI				
6	Spectrogram 1	1	57.003996089	57.003996089	23479.290	23479.290	23437.500	23437.500	-86.23	0.0000	0.000	23437.500	57.0027	FF				
7	Spectrogram 1	1	155.513828278	155.868361563	8331.361	22721.893	13312.500	12937.500	-82.32	0.3545	14390.533	13312.500	155.6693		SA	A	0	SB
8	Spectrogram 1	1	155.524411361	155.524411361	8899.408	8899.408	8906.250	8906.250	-87.51	0.0000	0.000	8906.250	155.5253	FI				
9	Spectrogram 1	1	155.854250786	155.854250786	22532.544	22532.544	22500.000	22500.000	-91.38	0.0000	0.000	22500.000	155.8560	FF				
10	Spectrogram 1	1	187.559303997	187.994974253	10319.527	23005.917	14062.500	13968.750	-82.92	0.4357	12686.391	14062.500	187.7653		SA	A	0	SB
11	Spectrogram 1	1	187.575178622	187.575178622	10792.899	10792.899	10781.250	10781.250	-81.94	0.0000	0.000	10781.250	187.5733	FI				
12	Spectrogram 1	1	187.987918865	187.987918865	21964.497	21964.497	21937.500	21937.500	-83.33	0.0000	0.000	21937.500	187.9893	FF				
13	Spectrogram 1	1	188.541766882	188.869842460	11076.923	20923.077	14531.250	14437.500	-81.67	0.3281	9846.154	14531.250	188.7093		SA	A	0	SB
14	Spectrogram 1	1	188.543530730	188.543530730	11644.970	11644.970	11625.000	11625.000	-92.96	0.0000	0.000	11625.000	188.5440	FI				
15	Spectrogram 1	1	188.869842460	188.869842460	20544.379	20544.379	20531.250	20531.250	-79.31	0.0000	0.000	20531.250	188.8693	FF				
16	Spectrogram 1	1	210.200187111	210.595288881	10130.178	22248.521	14156.250	14250.000	-80.14	0.3951	12118.343	14156.250	210.3573		SA	A	0	SB
17	Spectrogram 1	1	210.214297888	210.214297888	10603.550	10603.550	10593.750	10593.750	-80.34	0.0000	0.000	10593.750	210.2133	FI				
18	Spectrogram 1	1	210.586469645	210.586469645	21775.148	21775.148	21750.000	21750.000	-83.55	0.0000	0.000	21750.000	210.5867	FF				
19	Spectrogram 1	1	211.772283773	212.119761669	10035.503	21301.775	13781.250	13875.000	-80.35	0.3475	11266.272	13781.250	211.9093		SA	A	0	SB
20	Spectrogram 1	1	211.782866856	211.782866856	10414.201	10414.201	10406.250	10406.250	-85.15	0.0000	0.000	10406.250	211.7813	FI				
21	Spectrogram 1	1	212.110942433	212.110942433	20923.077	20923.077	20906.250	20906.250	-93.38	0.0000	0.000	20906.250	212.1120	FF				
22	Spectrogram 1	1	227.367888599	227.748879592	9940.828	22437.870	13875.000	14343.750	-80.67	0.3810	12497.041	13875.000	227.5093		SA	A	0	SB
23	Spectrogram 1	1	227.374943988	227.374943988	10603.550	10603.550	10593.750	10593.750	-91.12	0.0000	0.000	10593.750	227.3760	FI				
24	Spectrogram 1	1	227.741824204	227.741824204	21964.497	21964.497	21937.500	21937.500	-86.37	0.0000	0.000	21937.500	227.7440	FF				
25	Spectrogram 1	1	239.918735221	240.289143131	10130.178	20165.680	13875.000	14062.500	-78.09	0.3704	10035.503	13875.000	240.0373		SA	A	0	SB
26	Spectrogram 1	1	239.929318304	239.929318304	10698.225	10698.225	10687.500	10687.500	-88.47	0.0000	0.000	10687.500	239.9307	FI				
27	Spectrogram 1	1	240.276796201	240.276796201	19597.633	19597.633	19593.750	19593.750	-82.40	0.0000	0.000	19593.750	240.2773	FF				
28	Spectrogram 1	1	245.759501587	246.062883303	10792.899	19502.959	14437.500	14250.000	-77.59	0.3034	8710.059	14437.500	245.8933		SA	A	0	SB
29	Spectrogram 1	1	245.759501587	245.759501587	11455.621	11455.621	11437.500	11437.500	-77.88	0.0000	0.000	11437.500	245.7600	FI				
30	Spectrogram 1	1	246.054064068	246.054064068	18934.911	18934.911	18937.500	18937.500	-81.15	0.0000	0.000	18937.500	246.0533	FF				
31	Spectrogram 1	1	246.482678935	246.835448373	10224.852	21017.751	13687.500	13968.750	-81.88	0.3528	10792.899	13687.500	246.6080		SA	A	0	SB
32	Spectrogram 1	1	246.500317407	246.500317407	10414.201	10414.201	10406.250	10406.250	-75.57	0.0000	0.000	10406.250	246.5013	FI				
33	Spectrogram 1	1	246.831920678	246.831920678	20355.030	20355.030	20343.750	20343.750	-90.33	0.0000	0.000	20343.750	246.8320	FF				
34	Spectrogram 1	1	268.768302021	269.172223028	8520.710	25088.757	14531.250	13312.500	-82.79	0.4039	16568.047	14531.250	268.9067		SA	A	0	SB
35	Spectrogram 1	1	268.782412799	268.782412799	9467.456	9467.456	9468.750	9468.750	-76.10	0.0000	0.000	9468.750	268.7840	FI				
36	Spectrogram 1	1	269.163403792	269.163403792	24710.059	24710.059	24750.000	24750.000	-89.24	0.0000	0.000	24750.000	269.1627	FF				
37	Spectrogram 1	1	296.585316431	297.061555172	10224.852	24615.385	14156.250	14250.000	-80.43	0.4762	14390.533	14156.250	296.7733		SA	A	0	SB
38	Spectrogram 1	1	296.597663361	296.597663361	10508.876	10508.876	10500.000	10500.000	-76.89	0.0000	0.000	10500.000	296.5973	FI				
39	Spectrogram 1	1	297.047444395	297.047444395	24142.012	24142.012	24187.500	24187.500	-82.88	0.0000	0.000	24187.500	297.0453	FF				
40	Spectrogram 1	1	297.457101436	297.823981651	9372.781	22532.544	14343.750	13875.000	-79.58	0.3669	13159.763	14343.750	297.6533		SA	A	0	SB
41	Spectrogram 1	1	297.465920672	297.465920672	10130.178	10130.178	10125.000	10125.000	-73.43	0.0000	0.000	10125.000	297.4667	FI				
42	Spectrogram 1	1	297.823981651	297.823981651	21585.799	21585.799	21562.500	21562.500	-80.54	0.0000	0.000	21562.500	297.8240	FF				
43	Spectrogram 1	1	315.350982418	315.890719659	9467.456	22343.195	14625.000	14156.250	-76.87	0.5397	12875.740	14625.000	315.6213		SA	A	0	SB
44	Spectrogram 1	1	315.358037807	315.358037807	9656.805	9656.805	9656.250	9656.250	-75.31	0.0000	0.000	9656.250	315.3600	FI				
45	Spectrogram 1	1	315.878372728	315.878372728	21680.473	21680.473	21656.250	21656.250	-79.00	0.0000	0.000	21656.250	315.8773	FF				
46	Spectrogram 1	1	316.729710084	317.115992619	9562.130	23384.615	14437.500	14437.500	-79.48	0.3863	13822.485	14437.500	316.9227		SA	A	0	SB
47	Spectrogram 1	1	316.738529320	316.738529320	9846.154	9846.154	9843.750	9843.750	-71.19	0.0000	0.000	9843.750	316.7360	FI				
48	Spectrogram 1	1	317.112464924	317.112464924	22721.893	22721.893	22687.500	22687.500	-95.20	0.0000	0.000	22687.500	317.1147	FF				
49	Spectrogram 1	1	514.140189865	514.454154665	10224.852	24899.408	17437.500	17156.250	-79.85	0.3140	14674.556	17437.500	514.3520		SA	A	0	SB
50	Spectrogram 1	1	514.152536796	514.152536796	10887.574	10887.574	10875.000	10875.000	-87.06	0.0000	0.000	10875.000	514.1547	FI				
51	Spectrogram 1	1	514.445335429	514.445335429	24142.012	24142.012	24187.500	24187.500	-82.70	0.0000	0.000	24187.500	514.4480	FF				
52	Spectrogram 1	1	522.915584320	523.134301371	9088.757	16662.722	13781.250	13781.250	-76.64	0.2187	7573.964	13781.250	523.0507		SA	A	0	SB
53	Spectrogram 1	1	522.927931250	522.927931250	9467.456	9467.456	9468.750	9468.750	-68.81	0.0000	0.000	9468.750	522.9280	FI				
54	Spectrogram 1	1	523.129009830	523.129009830	16189.349	16189.349	16218.750	16218.750	-77.62	0.0000	0.000	16218.750	523.1307	FF				
55	Spectrogram 1	1	580.374840185	580.690568832	7668.639	17136.095	13218.750	12281.250	-73.72	0.3157	9467.456	13218.750	580.6027		SA	A	0	SB
56	Spectrogram 1	1	580.388950963	580.388950963	8142.012	8142.012	8156.250	8156.250	-77.01	0.0000	0.000	8156.250	580.3893	FI				
57	Spectrogram 1	1	580.683513444	580.683513444	16568.047	16568.047	16593.750	16593.750	-69.01	0.0000	0.000	16593.750	580.6827	FF				
58	Spectrogram 1	1	579.912712221	580.193163925	9372.781	16284.024	12750.000	13218.750	-78.27	0.2805	6911.243	12750.000	580.0267		SA	A	0	SB
59	Spectrogram 1	1	579.921531457	579.921531457	10035.503	10035.503	10031.250	10031.250	-81.64	0.0000	0.000	10031.250	579.9200	FI				
60	Spectrogram 1	1	580.180816994	580.180816994	15715.976	15715.976	15750.000	15750.000	-69.16	0.0000	0.000	15750.000	580.1813	FF				
61	Spectrogram 1	1	593.929550934	594.202947248	7384.615	17798.817	11250.000	11812.500	-79.80	0.2734	10414.201	11250.000	594.0160		SA	A	0	SB
62	Spectrogram 1	1	593.938370170	593.938370170	8142.012	8142.012	8156.250	8156.250	-94.45	0.0000	0.000	8156.250	593.9360	FI				
63	Spectrogram 1	1	594.190600318	594.190600318	17420.118	17420.118	17437.500	17437.500	-80.38	0.0000	0.000	17437.500	594.1920	FF				
64	Spectrogram 1	1	600.129756189	600.576009528	8520.710	24804.734	16125.000	14531.250	-77.69	0.4463	16284.024	16125.000	600.3840		SA	A	0	SB
65	Spectrogram 1	1	600.133283884	600.133283884	9656.805	9656.805	9656.250	9656.250	-79.33	0.0000	0.000	9656.250	600.1333	FI				
66	Spectrogram 1	1	600.561898751	600.561898751	24426.036	24426.036	24468.750	24468.750	-92.58	0.0000	0.000	24468.750	600.5600	FF				
67	Spectrogram 1	1	600.921723578	601.253326850	8331.361	23100.592	15000.000	14156.250	-75.18	0.3316	14769.231	15000.000	601.1147		SA	A	0	SB
68	Spectrogram 1	1	600.930542814	600.930542814	9183.432	9183.432	9187.500	9187.500	-89.82	0.0000	0.000	9187.500	600.9280	FI				
69	Spectrogram 1	1	601.242743766	601.242743766	22153.846	22153.846	22125.000	22125.000	-84.60	0.0000	0.000	22125.000	601.2427	FF				
70	Spectrogram 1	1	638.611346341	638.987045793	9751.479	20733.728	13312.500	13875.000	-75.25	0.3757	10982.249	13312.500	638.7573		SA	A	0	SB
71	Spectrogram 1	1	638.618401730	638.618401730	10130.178	10130.178	10125.000	10125.000	-71.40	0.0000	0.000	10125.000	638.6187	FI				
72	Spectrogram 1	1	638.979990404	638.979990404	19881.657	19881.657	19875.000	19875.000	-77.86	0.0000	0.000	19875.000	638.9813	FF				
73	Spectrogram 1	1	696.202739280	696.578438732	8615.385	19881.657	14531.250	14437.500	-76.05	0.3757	11266.272	14531.250	696.4053		SA	A	0	SB
74	Spectrogram 1	1	696.213322364	696.213322364	9751.479	9751.479	9750.000	9750.000	-99.97	0.0000	0.000	9750.000	696.2133	FI				
75	Spectrogram 1	1	696.576674885	696.576674885	19218.935	19218.935	19218.750	19218.750	-78.05	0.0000	0.000	19218.750	696.5760	FF				
76	Spectrogram 1	1	879.626769025	879.986593852	8142.012	17041.420	13312.500	13312.500	-76.29	0.3598	8899.408	13312.500	879.8240		SA	A	0	SB
