Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
31	Spectrogram 1	1	31.529954852	31.739852668	7569.231	21784.615	16593.750	16218.750	-78.61	0.2099	14215.384	16593.750	31.6213		SA	A	0	SB
32	Spectrogram 1	1	31.535246394	31.535246394	8123.077	8123.077	8156.250	8156.250	-72.38	0.0000	0.000	8156.250	31.5360	FI				
33	Spectrogram 1	1	31.731033432	31.731033432	21138.462	21138.462	21093.750	21093.750	-76.36	0.0000	0.000	21093.750	31.7333	FF				
34	Spectrogram 1	1	46.889204155	47.303708245	10338.462	18276.923	15937.500	14625.000	-78.97	0.4145	7938.461	15937.500	47.0987		SA	A	0	SB
35	Spectrogram 1	1	46.894495697	46.894495697	10892.308	10892.308	10875.000	10875.000	-66.72	0.0000	0.000	10875.000	46.8960	FI				
36	Spectrogram 1	1	47.294889009	47.294889009	17261.538	17261.538	17250.000	17250.000	-87.39	0.0000	0.000	17250.000	47.2960	FF				
37	Spectrogram 1	1	50.516031933	50.725929748	7661.538	22061.538	16500.000	14531.250	-83.16	0.2099	14400.000	16500.000	50.6080		SA	A	0	SB
38	Spectrogram 1	1	50.521323474	50.521323474	8215.385	8215.385	8250.000	8250.000	-75.34	0.0000	0.000	8250.000	50.5227	FI				
39	Spectrogram 1	1	50.713582818	50.713582818	21692.308	21692.308	21656.250	21656.250	-82.82	0.0000	0.000	21656.250	50.7147	FF				
40	Spectrogram 1	1	49.721266333	50.054633452	7753.846	17169.231	16875.000	16781.250	-69.47	0.3334	9415.385	16875.000	49.9307		SA	A	0	SB
41	Spectrogram 1	1	49.731849416	49.731849416	8307.692	8307.692	8343.750	8343.750	-83.83	0.0000	0.000	8343.750	49.7333	FI				
42	Spectrogram 1	1	50.038758827	50.038758827	16984.615	16984.615	16968.750	16968.750	-76.59	0.0000	0.000	16968.750	50.0373	FF				
43	Spectrogram 1	1	51.742280417	52.211463770	5353.846	27507.692	15562.500	15843.750	-76.82	0.4692	22153.846	15562.500	51.9093		SA	A	0	SB
44	Spectrogram 1	1	51.751099653	51.751099653	6092.308	6092.308	6093.750	6093.750	-88.30	0.0000	0.000	6093.750	51.7493	FI				
45	Spectrogram 1	1	52.206172228	52.206172228	26584.615	26584.615	26625.000	26625.000	-81.51	0.0000	0.000	26625.000	52.2080	FF				
46	Spectrogram 1	1	52.461930071	52.758256399	5907.692	21784.615	10593.750	14437.500	-81.07	0.2963	15876.923	10593.750	52.5333		SA	A	0	SB
47	Spectrogram 1	1	52.470749307	52.470749307	6369.231	6369.231	6375.000	6375.000	-72.68	0.0000	0.000	6375.000	52.4693	FI				
48	Spectrogram 1	1	52.738854080	52.738854080	21323.077	21323.077	21281.250	21281.250	-71.78	0.0000	0.000	21281.250	52.7413	FF				
49	Spectrogram 1	1	56.118941702	56.381754933	7107.692	21138.462	15468.750	13312.500	-81.07	0.2628	14030.770	15468.750	56.2400		SA	A	0	SB
50	Spectrogram 1	1	56.125997091	56.125997091	7661.538	7661.538	7687.500	7687.500	-70.16	0.0000	0.000	7687.500	56.1280	FI				
51	Spectrogram 1	1	56.374699545	56.374699545	20676.923	20676.923	20718.750	20718.750	-75.49	0.0000	0.000	20718.750	56.3733	FF				
52	Spectrogram 1	1	58.483981277	58.864972270	7938.462	21230.769	15375.000	15375.000	-79.48	0.3810	13292.307	15375.000	58.6880		SA	A	0	SB
53	Spectrogram 1	1	58.498092055	58.498092055	8256.560	8256.560	8250.000	8250.000	-83.53	0.0000	0.000	8250.000	58.4960	FI				
54	Spectrogram 1	1	58.854389187	58.854389187	20991.254	20991.254	21000.000	21000.000	-65.92	0.0000	0.000	21000.000	58.8533	FF				
55	Spectrogram 1	1	59.431167218	59.683397366	6927.114	20991.254	20343.750	13593.750	-81.54	0.2522	14064.140	20343.750	59.6320		SA	A	0	SB
56	Spectrogram 1	1	59.441750301	59.441750301	7276.968	7276.968	7312.500	7312.500	-73.59	0.0000	0.000	7312.500	59.4400	FI				
57	Spectrogram 1	1	59.674578131	59.674578131	20571.429	20571.429	20531.250	20531.250	-67.94	0.0000	0.000	20531.250	59.6747	FF				
58	Spectrogram 1	1	60.363185802	60.673622907	6787.172	21411.079	17718.750	16312.500	-77.65	0.3104	14623.907	17718.750	60.6293		NA	A	0	SB
59	Spectrogram 1	1	60.375532732	60.375532732	7206.997	7206.997	7218.750	7218.750	-71.65	0.0000	0.000	7218.750	60.3733	FI				
60	Spectrogram 1	1	60.664803671	60.664803671	21201.166	21201.166	21187.500	21187.500	-67.89	0.0000	0.000	21187.500	60.6667	FF				
61	Spectrogram 1	1	60.513112813	60.737121406	10775.510	23650.146	17718.750	17156.250	-76.22	0.2240	12874.636	17718.750	60.6293		SA	A	0	SB
62	Spectrogram 1	1	60.520168202	60.520168202	11195.335	11195.335	11156.250	11156.250	-78.98	0.0000	0.000	11156.250	60.5227	FI				
63	Spectrogram 1	1	60.731829865	60.731829865	22950.437	22950.437	22968.750	22968.750	-80.72	0.0000	0.000	22968.750	60.7307	FF				
64	Spectrogram 1	1	60.890576112	61.014045415	19451.895	35965.015	24750.000	24656.250	-88.43	0.1235	16513.120	24750.000	60.9387		SA	A	0	SB
65	Spectrogram 1	1	60.897631501	60.897631501	20081.633	20081.633	20062.500	20062.500	-81.29	0.0000	0.000	20062.500	60.8960	FI				
66	Spectrogram 1	1	61.012281568	61.012281568	35615.160	35615.160	35625.000	35625.000	-95.89	0.0000	0.000	35625.000	61.0133	FF				
67	Spectrogram 1	1	60.909978431	61.061669289	11055.394	24000.000	17718.750	16500.000	-78.77	0.1517	12944.606	17718.750	61.0080		SA	A	0	SB
68	Spectrogram 1	1	60.917033820	60.917033820	11195.335	11195.335	11156.250	11156.250	-79.87	0.0000	0.000	11156.250	60.9173	FI				
69	Spectrogram 1	1	61.056377748	61.056377748	23440.233	23440.233	23437.500	23437.500	-78.56	0.0000	0.000	23437.500	61.0560	FF				
70	Spectrogram 1	1	61.812140258	62.254865903	7276.968	24209.913	20531.250	15937.500	-86.20	0.4427	16932.945	20531.250	62.0960		SA	A	0	SB
71	Spectrogram 1	1	61.828014883	61.828014883	7626.822	7626.822	7593.750	7593.750	-91.34	0.0000	0.000	7593.750	61.8293	FI				
72	Spectrogram 1	1	62.247810514	62.247810514	23790.087	23790.087	23812.500	23812.500	-79.80	0.0000	0.000	23812.500	62.2453	FF				
73	Spectrogram 1	1	63.319815970	63.700806963	10355.685	27568.513	17062.500	16687.500	-82.61	0.3810	17212.828	17062.500	63.4560		SA	A	0	SB
74	Spectrogram 1	1	63.337454442	63.337454442	10775.510	10775.510	10781.250	10781.250	-72.60	0.0000	0.000	10781.250	63.3387	FI				
75	Spectrogram 1	1	63.691987727	63.691987727	27148.688	27148.688	27187.500	27187.500	-79.38	0.0000	0.000	27187.500	63.6907	FF				
76	Spectrogram 1	1	64.485718963	64.773226055	5667.638	21970.845	21187.500	13593.750	-82.67	0.2875	16303.207	21187.500	64.7413		SA	A	0	SB
77	Spectrogram 1	1	64.494538199	64.494538199	6297.376	6297.376	6281.250	6281.250	-79.72	0.0000	0.000	6281.250	64.4960	FI				
78	Spectrogram 1	1	64.755587583	64.755587583	21620.991	21620.991	21656.250	21656.250	-72.77	0.0000	0.000	21656.250	64.7573	FF				
79	Spectrogram 1	1	65.452307223	65.856228230	10985.423	27638.484	12093.750	15281.250	-85.38	0.4039	16653.061	12093.750	65.5040		SA	A	0	SB
80	Spectrogram 1	1	65.466418000	65.466418000	11265.306	11265.306	11250.000	11250.000	-72.16	0.0000	0.000	11250.000	65.4667	FI				
81	Spectrogram 1	1	65.843881299	65.843881299	27358.601	27358.601	27375.000	27375.000	-82.40	0.0000	0.000	27375.000	65.8453	FF				
82	Spectrogram 1	1	78.745319876	78.979911553	7626.822	21201.166	14343.750	13593.750	-81.82	0.2346	13574.344	14343.750	78.8587		SA	A	0	SB
83	Spectrogram 1	1	78.757666807	78.757666807	8186.589	8186.589	8156.250	8156.250	-73.39	0.0000	0.000	8156.250	78.7573	FI				
84	Spectrogram 1	1	78.969328469	78.969328469	20781.341	20781.341	20812.500	20812.500	-90.88	0.0000	0.000	20812.500	78.9707	FF				
85	Spectrogram 1	1	81.530149600	81.789435137	5947.522	21481.050	15468.750	11906.250	-82.77	0.2593	15533.528	15468.750	81.6693		SA	A	0	SB
86	Spectrogram 1	1	81.537204988	81.537204988	6507.289	6507.289	6468.750	6468.750	-80.19	0.0000	0.000	6468.750	81.5360	FI				
87	Spectrogram 1	1	81.784143595	81.784143595	21341.108	21341.108	21375.000	21375.000	-81.42	0.0000	0.000	21375.000	81.7867	FF				
88	Spectrogram 1	1	85.745576790	86.068360826	5947.522	21620.991	15093.750	14156.250	-82.77	0.3228	15673.469	15093.750	85.9040		SA	A	0	SB
89	Spectrogram 1	1	85.757923721	85.757923721	6437.318	6437.318	6468.750	6468.750	-80.65	0.0000	0.000	6468.750	85.7600	FI				
90	Spectrogram 1	1	86.057777743	86.057777743	20991.254	20991.254	21000.000	21000.000	-71.88	0.0000	0.000	21000.000	86.0587	FF				
91	Spectrogram 1	1	85.655620584	85.932544592	8186.589	19032.070	15000.000	14250.000	-80.63	0.2769	10845.481	15000.000	85.6747		NA	A	0	SB
92	Spectrogram 1	1	85.667967514	85.667967514	8326.531	8326.531	8343.750	8343.750	-76.55	0.0000	0.000	8343.750	85.6693	FI				
93	Spectrogram 1	1	85.913142273	85.913142273	18542.274	18542.274	18562.500	18562.500	-76.25	0.0000	0.000	18562.500	85.9147	FF				
94	Spectrogram 1	1	106.433567958	106.724602744	6577.259	13854.227	7406.250	9093.750	-78.31	0.2910	7276.968	7406.250	106.5013		SA	A	0	SB
95	Spectrogram 1	1	106.442387194	106.442387194	6787.172	6787.172	6750.000	6750.000	-83.60	0.0000	0.000	6750.000	106.4427	FI				
96	Spectrogram 1	1	106.717547356	106.717547356	13574.344	13574.344	13593.750	13593.750	-94.12	0.0000	0.000	13593.750	106.7200	FF				
97	Spectrogram 1	1	114.404648094	114.872067599	11335.277	19941.691	12656.250	15187.500	-79.32	0.4674	8606.414	12656.250	114.4640		SA	A	0	SB
98	Spectrogram 1	1	114.411703483	114.411703483	11405.248	11405.248	11437.500	11437.500	-72.85	0.0000	0.000	11437.500	114.4107	FI				
99	Spectrogram 1	1	114.870303752	114.870303752	19661.808	19661.808	19687.500	19687.500	-78.74	0.0000	0.000	19687.500	114.8693	FF				
100	Spectrogram 1	1	115.198379329	115.471775644	6997.085	20921.283	19312.500	14625.000	-81.37	0.2734	13924.198	19312.500	115.3920		SA	A	0	SB
101	Spectrogram 1	1	115.208962413	115.208962413	7416.910	7416.910	7406.250	7406.250	-74.21	0.0000	0.000	7406.250	115.2107	FI				
102	Spectrogram 1	1	115.459428714	115.459428714	20501.458	20501.458	20531.250	20531.250	-81.35	0.0000	0.000	20531.250	115.4613	FF				
103	Spectrogram 1	1	117.232271375	117.583276966	5247.813	17912.536	14343.750	12000.000	-83.72	0.3510	12664.723	14343.750	117.4400		SA	A	0	SB
104	Spectrogram 1	1	117.241090611	117.241090611	5597.668	5597.668	5625.000	5625.000	-76.15	0.0000	0.000	5625.000	117.2427	FI				
105	Spectrogram 1	1	117.577985425	117.577985425	17702.624	17702.624	17718.750	17718.750	-80.21	0.0000	0.000	17718.750	117.5787	FF				
106	Spectrogram 1	1	133.161956071	133.433588538	7276.968	21341.108	15656.250	14062.500	-83.18	0.2716	14064.140	15656.250	133.2747		SA	A	0	SB
107	Spectrogram 1	1	133.170775307	133.170775307	7976.676	7976.676	7968.750	7968.750	-81.37	0.0000	0.000	7968.750	133.1733	FI	FI			
108	Spectrogram 1	1	133.424769303	133.424769303	21201.166	21201.166	21187.500	21187.500	-85.51	0.0000	0.000	21187.500	133.4240	FF				
109	Spectrogram 1	1	134.008602722	134.232611316	3918.367	18052.478	14718.750	12281.250	-81.24	0.2240	14134.111	14718.750	134.1760		SA	A	0	SB
110	Spectrogram 1	1	134.017421958	134.017421958	4688.047	4688.047	4687.500	4687.500	-80.50	0.0000	0.000	4687.500	134.0160	FI				
111	Spectrogram 1	1	134.230847468	134.230847468	17912.536	17912.536	17906.250	17906.250	-75.79	0.0000	0.000	17906.250	134.2293	FF				
112	Spectrogram 1	1	135.596831301	135.868463768	7906.706	20921.283	10593.750	13593.750	-84.01	0.2716	13014.577	10593.750	135.6427		SA	A	0	SB
113	Spectrogram 1	1	135.602122842	135.602122842	8606.414	8606.414	8625.000	8625.000	-87.72	0.0000	0.000	8625.000	135.6000	FI				
114	Spectrogram 1	1	135.856116838	135.856116838	20641.399	20641.399	20625.000	20625.000	-75.80	0.0000	0.000	20625.000	135.8560	FF				
115	Spectrogram 1	1	136.719951701	137.042735737	6927.114	15953.353	12562.500	11343.750	-83.15	0.3228	9026.239	12562.500	136.9760		SA	A	0	SB
116	Spectrogram 1	1	136.737590173	136.737590173	7137.026	7137.026	7125.000	7125.000	-78.53	0.0000	0.000	7125.000	136.7360	FI				
117	Spectrogram 1	1	137.035680348	137.035680348	15533.528	15533.528	15562.500	15562.500	-79.42	0.0000	0.000	15562.500	137.0347	FF				
118	Spectrogram 1	1	140.399024251	140.600102831	8466.472	16862.974	14718.750	13687.500	-76.52	0.2011	8396.502	14718.750	140.5173		SA	A	0	SB
119	Spectrogram 1	1	140.411371182	140.411371182	8746.356	8746.356	8718.750	8718.750	-72.11	0.0000	0.000	8718.750	140.4107	FI				
120	Spectrogram 1	1	140.593047442	140.593047442	16583.090	16583.090	16593.750	16593.750	-65.14	0.0000	0.000	16593.750	140.5920	FF				
121	Spectrogram 1	1	140.055074049	140.303776503	12034.985	18122.449	16875.000	16593.750	-77.06	0.2487	6087.464	16875.000	140.2133		SA	A	0	SB
122	Spectrogram 1	1	140.063893285	140.063893285	12454.810	12454.810	12468.750	12468.750	-76.36	0.0000	0.000	12468.750	140.0640	FI				
123	Spectrogram 1	1	140.298484962	140.298484962	17842.566	17842.566	17812.500	17812.500	-85.79	0.0000	0.000	17812.500	140.2987	FF				
124	Spectrogram 1	1	140.661837483	140.864679910	11055.394	22880.466	18468.750	17156.250	-78.40	0.2028	11825.072	18468.750	140.7733		SA	A	0	SB
125	Spectrogram 1	1	140.668892871	140.668892871	11545.190	11545.190	11531.250	11531.250	-74.10	0.0000	0.000	11531.250	140.6667	FI				
126	Spectrogram 1	1	140.859388368	140.859388368	22600.583	22600.583	22593.750	22593.750	-83.71	0.0000	0.000	22593.750	140.8587	FF				
127	Spectrogram 1	1	140.820583730	141.039300781	12314.869	17982.507	16218.750	15843.750	-78.69	0.2187	5667.638	16218.750	140.9120		SA	A	0	SB
128	Spectrogram 1	1	140.832930660	140.832930660	12454.810	12454.810	12468.750	12468.750	-64.95	0.0000	0.000	12468.750	140.8320	FI				
129	Spectrogram 1	1	141.032245393	141.032245393	17702.624	17702.624	17718.750	17718.750	-74.99	0.0000	0.000	17718.750	141.0347	FF				
130	Spectrogram 1	1	141.946298407	142.230277805	10005.831	19241.983	13687.500	13968.750	-78.23	0.2840	9236.152	13687.500	142.0267		SA	A	0	SB
131	Spectrogram 1	1	141.956881490	141.956881490	10565.598	10565.598	10593.750	10593.750	-74.90	0.0000	0.000	10593.750	141.9573	FI				
132	Spectrogram 1	1	142.219694722	142.219694722	18892.128	18892.128	18937.500	18937.500	-67.25	0.0000	0.000	18937.500	142.2187	FF				
133	Spectrogram 1	1	142.307887081	142.448994857	8186.589	19801.749	15562.500	14812.500	-80.05	0.1411	11615.160	15562.500	142.3893		SA	A	0	SB
134	Spectrogram 1	1	142.316706317	142.316706317	8466.472	8466.472	8437.500	8437.500	-69.38	0.0000	0.000	8437.500	142.3147	FI				
135	Spectrogram 1	1	142.445467162	142.445467162	19311.953	19311.953	19312.500	19312.500	-81.42	0.0000	0.000	19312.500	142.4480	FF				
136	Spectrogram 1	1	158.594394458	159.008898548	9446.064	17632.653	10125.000	11906.250	-83.80	0.4145	8186.589	10125.000	158.6400		SA	A	0	SB
137	Spectrogram 1	1	158.604977541	158.604977541	9795.918	9795.918	9750.000	9750.000	-82.04	0.0000	0.000	9750.000	158.6027	FI				
138	Spectrogram 1	1	159.003607006	159.003607006	16932.945	16932.945	16968.750	16968.750	-78.87	0.0000	0.000	16968.750	159.0027	FF				
139	Spectrogram 1	1	159.072397047	159.254073307	8676.385	17632.653	15656.250	14156.250	-83.27	0.1817	8956.268	15656.250	159.1840		SA	A	0	SB
140	Spectrogram 1	1	159.082980130	159.082980130	9236.152	9236.152	9281.250	9281.250	-77.11	0.0000	0.000	9281.250	159.0827	FI				
141	Spectrogram 1	1	159.236434835	159.236434835	17352.770	17352.770	17343.750	17343.750	-75.61	0.0000	0.000	17343.750	159.2373	FF				
142	Spectrogram 1	1	160.261803191	160.542254895	9446.064	14413.994	11062.500	11437.500	-81.02	0.2805	4967.930	11062.500	160.3733		SA	A	0	SB
143	Spectrogram 1	1	160.275913969	160.275913969	9586.006	9586.006	9562.500	9562.500	-75.89	0.0000	0.000	9562.500	160.2773	FI				
144	Spectrogram 1	1	160.535199506	160.535199506	14204.082	14204.082	14250.000	14250.000	-75.84	0.0000	0.000	14250.000	160.5333	FF				
145	Spectrogram 1	1	194.207848053	194.456550507	9236.152	15533.528	10312.500	10875.000	-81.61	0.2487	6297.376	10312.500	194.2827		SA	A	0	SB
146	Spectrogram 1	1	194.216667289	194.216667289	9376.093	9376.093	9375.000	9375.000	-97.13	0.0000	0.000	9375.000	194.2187	FI				
147	Spectrogram 1	1	194.447731271	194.447731271	15043.732	15043.732	15000.000	15000.000	-80.13	0.0000	0.000	15000.000	194.4480	FF				
148	Spectrogram 1	1	200.404450326	200.803079791	14693.878	20851.312	15187.500	16781.250	-84.36	0.3986	6157.434	15187.500	200.5973		NA	A	0	SB
149	Spectrogram 1	1	200.409741867	200.409741867	15113.703	15113.703	15093.750	15093.750	-75.95	0.0000	0.000	15093.750	200.4107	FI				
150	Spectrogram 1	1	200.799552096	200.799552096	20221.574	20221.574	20250.000	20250.000	-79.14	0.0000	0.000	20250.000	200.8000	FF				
151	Spectrogram 1	1	203.660160185	203.864766459	5457.726	18122.449	11343.750	11437.500	-81.76	0.2046	12664.723	11343.750	203.7653		SA	A	0	SB
152	Spectrogram 1	1	203.676034809	203.676034809	5807.580	5807.580	5812.500	5812.500	-70.50	0.0000	0.000	5812.500	203.6747	FI				
153	Spectrogram 1	1	203.854183376	203.854183376	17912.536	17912.536	17906.250	17906.250	-75.21	0.0000	0.000	17906.250	203.8560	FF				
154	Spectrogram 1	1	204.435528948	204.689522944	5247.813	19032.070	14343.750	13125.000	-82.48	0.2540	13784.257	14343.750	204.6080		SA	A	0	SB
155	Spectrogram 1	1	204.453167420	204.453167420	5387.755	5387.755	5343.750	5343.750	-80.37	0.0000	0.000	5343.750	204.4533	FI				
156	Spectrogram 1	1	204.682467555	204.682467555	18682.216	18682.216	18656.250	18656.250	-85.69	0.0000	0.000	18656.250	204.6827	FF				
157	Spectrogram 1	1	226.721677583	227.009184675	8186.589	20151.603	15000.000	14906.250	-78.85	0.2875	11965.014	15000.000	226.8693		SA	A	0	SB
158	Spectrogram 1	1	226.732260666	226.732260666	8816.327	8816.327	8812.500	8812.500	-76.05	0.0000	0.000	8812.500	226.7307	FI				
159	Spectrogram 1	1	227.003893134	227.003893134	20081.633	20081.633	20062.500	20062.500	-78.51	0.0000	0.000	20062.500	227.0027	FF				
160	Spectrogram 1	1	229.585489010	229.931203060	12384.840	17982.507	15656.250	15468.750	-77.70	0.3457	5597.667	15656.250	229.9093		NA	A	0	SB
161	Spectrogram 1	1	229.592544399	229.592544399	12874.636	12874.636	12843.750	12843.750	-80.03	0.0000	0.000	12843.750	229.5947	FI				
162	Spectrogram 1	1	229.922383824	229.922383824	18052.478	18052.478	18093.750	18093.750	-89.67	0.0000	0.000	18093.750	229.9200	FF				
163	Spectrogram 1	1	230.510516528	230.856230577	7906.706	16303.207	9843.750	10875.000	-83.73	0.3457	8396.501	9843.750	230.7520		SA	A	0	SB
164	Spectrogram 1	1	230.517571917	230.517571917	8466.472	8466.472	8437.500	8437.500	-86.67	0.0000	0.000	8437.500	230.5173	FI				
165	Spectrogram 1	1	230.849175189	230.849175189	15953.353	15953.353	15937.500	15937.500	-81.83	0.0000	0.000	15937.500	230.8480	FF				
166	Spectrogram 1	1	230.872105202	231.186070002	8676.385	22250.729	10875.000	13312.500	-83.62	0.3140	13574.344	10875.000	230.9280		SA	A	0	SB
167	Spectrogram 1	1	230.882688285	230.882688285	8956.268	8956.268	9000.000	9000.000	-78.73	0.0000	0.000	9000.000	230.8853	FI				
168	Spectrogram 1	1	231.171959224	231.171959224	21900.875	21900.875	21937.500	21937.500	-72.04	0.0000	0.000	21937.500	231.1733	FF				
169	Spectrogram 1	1	231.249568501	231.508854038	12174.927	18752.187	12562.500	15093.750	-81.85	0.2593	6577.260	12562.500	231.2747		SA	A	0	SB
170	Spectrogram 1	1	231.258387737	231.258387737	12244.898	12244.898	12281.250	12281.250	-66.38	0.0000	0.000	12281.250	231.2587	FI				
171	Spectrogram 1	1	231.498270955	231.498270955	18262.391	18262.391	18281.250	18281.250	-78.72	0.0000	0.000	18281.250	231.4987	FF				
172	Spectrogram 1	1	237.963883719	238.339583170	8956.268	13574.344	13125.000	11343.750	-81.85	0.3757	4618.076	13125.000	238.1440		NA	A	0	SB
173	Spectrogram 1	1	237.974466802	237.974466802	9096.210	9096.210	9093.750	9093.750	-91.13	0.0000	0.000	9093.750	237.9733	FI				
174	Spectrogram 1	1	238.327236240	238.327236240	13014.577	13014.577	13031.250	13031.250	-78.75	0.0000	0.000	13031.250	238.3253	FF				
175	Spectrogram 1	1	275.839515209	276.266366229	7416.910	22110.787	17718.750	14625.000	-77.34	0.4269	14693.877	17718.750	276.0853		SA	A	0	SB
176	Spectrogram 1	1	275.853625986	275.853625986	7976.676	7976.676	7968.750	7968.750	-77.05	0.0000	0.000	7968.750	275.8560	FI				
177	Spectrogram 1	1	276.254019298	276.254019298	21551.020	21551.020	21562.500	21562.500	-79.68	0.0000	0.000	21562.500	276.2560	FF				
178	Spectrogram 1	1	276.438547127	276.662555721	8396.501	24419.825	19781.250	17625.000	-79.02	0.2240	16023.324	19781.250	276.6240		SA	A	0	SB
179	Spectrogram 1	1	276.449130211	276.449130211	8816.327	8816.327	8812.500	8812.500	-71.45	0.0000	0.000	8812.500	276.4480	FI				
180	Spectrogram 1	1	276.651972637	276.651972637	24139.942	24139.942	24093.750	24093.750	-75.83	0.0000	0.000	24093.750	276.6507	FF				
181	Spectrogram 1	1	307.811315361	308.209944826	11545.190	19661.808	16968.750	16687.500	-78.73	0.3986	8116.618	16968.750	307.9947		SA	A	0	SB
