Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	pf_check	modulacao	PI	sobreposicao
55	Spectrogram 1	1	297.106.856.592	297.477.987.662	12834.2	34909.1	26.062.500	22.312.500	-82.64	0.3711	22.074.866	26.062.500	2.973.188		SA	A	0	SB
56	Spectrogram 1	1	297.121.851.786	297.121.851.786	13732.6	13732.6	13.687.500	13.687.500	-84.35	0.0000	0.000	13.687.500	2.971.206	FI				
57	Spectrogram 1	1	297.466.741.266	297.466.741.266	33497.3	33497.3	33.468.750	33.468.750	-83.99	0.0000	0.000	33.468.750	2.974.659	FF				
58	Spectrogram 1	1	323.451.051.745	323.653.486.874	12064.2	18096.3	16.218.750	15.000.000	-78.49	0.2024	6.032.086	16.218.750	3.235.801		SA	A	0	SB
59	Spectrogram 1	1	323.473.544.537	323.473.544.537	12577.5	12577.5	12.562.500	12.562.500	-73.54	0.0000	0.000	12.562.500	3.234.746	FI				
60	Spectrogram 1	1	323.649.738.076	323.649.738.076	17582.9	17582.9	17.625.000	17.625.000	-81.72	0.0000	0.000	17.625.000	3.236.505	FF				
61	Spectrogram 1	1	328.109.835.529	328.383.497.833	10010.7	20663.1	14.906.250	15.093.750	-77.61	0.2737	10.652.406	14.906.250	3.282.203		SA	A	0	SB
62	Spectrogram 1	1	328.128.579.522	328.128.579.522	10395.7	10395.7	10.406.250	10.406.250	-69.27	0.0000	0.000	10.406.250	3.281.276	FI				
63	Spectrogram 1	1	328.372.251.437	328.372.251.437	18738.0	18738.0	18.750.000	18.750.000	-80.09	0.0000	0.000	18.750.000	3.283.738	FF				
64	Spectrogram 1	1	328.825.856.079	329.035.788.806	7315.5	18096.3	16.875.000	15.093.750	-75.34	0.2099	10.780.749	16.875.000	3.289.942		SA	A	0	SB
65	Spectrogram 1	1	328.829.604.878	328.829.604.878	8085.6	8085.6	8.062.500	8.062.500	-86.00	0.0000	0.000	8.062.500	3.288.311	FI				
66	Spectrogram 1	1	329.024.542.410	329.024.542.410	17582.9	17582.9	17.625.000	17.625.000	-66.12	0.0000	0.000	17.625.000	3.290.230	FF				
67	Spectrogram 1	1	329.695.577.376	329.957.993.285	7828.9	19123.0	13.593.750	13.125.000	-78.59	0.2624	11.294.118	13.593.750	3.297.585		SA	A	0	SB
68	Spectrogram 1	1	329.710.572.571	329.710.572.571	8598.9	8598.9	8.625.000	8.625.000	-74.08	0.0000	0.000	8.625.000	3.297.105	FI				
69	Spectrogram 1	1	329.950.495.687	329.950.495.687	18609.6	18609.6	18.656.250	18.656.250	-74.40	0.0000	0.000	18.656.250	3.299.504	FF				
70	Spectrogram 1	1	332.624.542.035	332.853.218.756	11294.1	18738.0	16.687.500	15.468.750	-74.05	0.2287	7.443.850	16.687.500	3.327.965		SA	A	0	SB
71	Spectrogram 1	1	332.639.537.230	332.639.537.230	11550.8	11550.8	11.531.250	11.531.250	-75.74	0.0000	0.000	11.531.250	3.326.398	FI				
72	Spectrogram 1	1	332.853.218.756	332.853.218.756	18224.6	18224.6	18.187.500	18.187.500	-81.82	0.0000	0.000	18.187.500	3.328.541	FF				
73	Spectrogram 1	1	345.634.196.022	345.772.901.574	9625.7	15786.1	12.375.000	12.468.750	-78.06	0.1387	6.160.428	12.375.000	3.457.673		NA	A	0	SB
74	Spectrogram 1	1	345.647.953.670	345.647.953.670	9812.2	9812.2	9.843.750	9.843.750	-81.28	0.0000	0.000	9.843.750	3.456.490	FI				
75	Spectrogram 1	1	345.766.040.829	345.766.040.829	15513.8	15513.8	15.468.750	15.468.750	-88.76	0.0000	0.000	15.468.750	3.457.673	FF				
76	Spectrogram 1	1	345.884.127.988	346.054.698.329	9414.4	15911.6	13.125.000	12.562.500	-77.56	0.1706	6.497.238	13.125.000	3.459.751		SA	A	0	SB
77	Spectrogram 1	1	345.891.625.586	345.891.625.586	9679.6	9679.6	9.656.250	9.656.250	-73.42	0.0000	0.000	9.656.250	3.458.920	FI				
78	Spectrogram 1	1	346.043.451.933	346.043.451.933	15513.8	15513.8	15.468.750	15.468.750	-74.61	0.0000	0.000	15.468.750	3.460.423	FF				
79	Spectrogram 1	1	346.343.506.168	346.500.955.713	11270.7	16574.6	12.187.500	13.500.000	-78.23	0.1574	5.303.867	12.187.500	3.463.813		SA	A	0	SB
80	Spectrogram 1	1	346.349.129.366	346.349.129.366	12729.3	12729.3	12.750.000	12.750.000	-75.46	0.0000	0.000	12.750.000	3.463.493	FI				
81	Spectrogram 1	1	346.491.583.717	346.491.583.717	15911.6	15911.6	15.937.500	15.937.500	-68.01	0.0000	0.000	15.937.500	3.464.900	FF				
82	Spectrogram 1	1	357.701.011.070	357.873.455.810	9547.0	16574.6	11.062.500	12.000.000	-80.32	0.1724	7.027.624	11.062.500	3.577.531		SA	A	0	SB
83	Spectrogram 1	1	357.710.383.067	357.710.383.067	9679.6	9679.6	9.656.250	9.656.250	-80.20	0.0000	0.000	9.656.250	3.577.115	FI				
84	Spectrogram 1	1	357.867.832.612	357.867.832.612	15779.0	15779.0	15.750.000	15.750.000	-71.12	0.0000	0.000	15.750.000	3.578.682	FF				
85	Spectrogram 1	1	370.311.962.373	370.692.465.440	10475.1	38187.8	27.656.250	24.375.000	-82.53	0.3805	27.712.707	27.656.250	3.705.383		SA	A	0	SB
86	Spectrogram 1	1	370.325.083.168	370.325.083.168	11535.9	11535.9	11.531.250	11.531.250	-94.79	0.0000	0.000	11.531.250	3.703.241	FI				
87	Spectrogram 1	1	370.686.842.242	370.686.842.242	37259.7	37259.7	37.218.750	37.218.750	-87.66	0.0000	0.000	37.218.750	3.706.854	FF				
88	Spectrogram 1	1	373.589.087.033	373.862.749.338	19359.1	33944.8	25.593.750	25.312.500	-80.88	0.2737	14.585.635	25.593.750	3.736.915		SA	A	0	SB
89	Spectrogram 1	1	373.594.710.231	373.594.710.231	20154.7	20154.7	20.156.250	20.156.250	-73.46	0.0000	0.000	20.156.250	3.735.955	FI				
90	Spectrogram 1	1	373.860.874.938	373.860.874.938	33679.6	33679.6	33.656.250	33.656.250	-89.15	0.0000	0.000	33.656.250	3.738.610	FF				
91	Spectrogram 1	1	379.695.652.877	379.946.822.390	10872.9	19226.5	15.468.750	15.750.000	-73.02	0.2512	8.353.591	15.468.750	3.798.027		SA	A	0	SB
92	Spectrogram 1	1	379.705.024.874	379.705.024.874	11933.7	11933.7	11.906.250	11.906.250	-68.59	0.0000	0.000	11.906.250	3.797.036	FI				
93	Spectrogram 1	1	379.937.450.393	379.937.450.393	18563.5	18563.5	18.562.500	18.562.500	-73.19	0.0000	0.000	18.562.500	3.799.370	FF				
94	Spectrogram 1	1	380.471.654.207	380.634.726.950	14320.4	19624.3	14.906.250	16.125.000	-72.16	0.1631	5.303.867	14.906.250	3.804.998		SA	A	0	SB
95	Spectrogram 1	1	380.490.398.201	380.490.398.201	14453.0	14453.0	14.437.500	14.437.500	-73.65	0.0000	0.000	14.437.500	3.804.903	FI				
96	Spectrogram 1	1	380.629.103.752	380.629.103.752	19359.1	19359.1	19.312.500	19.312.500	-71.50	0.0000	0.000	19.312.500	3.806.278	FF				
97	Spectrogram 1	1	382.002.659.339	382.278.196.043	8486.2	17370.2	16.312.500	15.000.000	-74.42	0.2755	8.883.978	16.312.500	3.822.043		SA	A	0	SB
98	Spectrogram 1	1	382.015.780.134	382.015.780.134	9016.6	9016.6	9.000.000	9.000.000	-78.51	0.0000	0.000	9.000.000	3.820.157	FI				
99	Spectrogram 1	1	382.272.572.845	382.272.572.845	5701.7	16574.6	6.000.000	10.125.000	-79.48	0.0000	10.872.928	6.000.000	3.822.715	FF				
100	Spectrogram 1	1	397.274.889.427	397.595.411.715	12198.9	18828.7	18.000.000	16.125.000	-74.90	0.3205	6.629.834	18.000.000	3.975.447		SA	A	0	SB
101	Spectrogram 1	1	397.286.135.823	397.286.135.823	12198.9	12198.9	12.187.500	12.187.500	-88.82	0.0000	0.000	12.187.500	3.972.857	FI				
102	Spectrogram 1	1	397.584.165.319	397.584.165.319	18298.3	18298.3	18.281.250	18.281.250	-74.43	0.0000	0.000	18.281.250	3.975.831	FF				
103	Spectrogram 1	1	411.887.027.553	412.419.356.968	8751.4	20552.5	12.750.000	13.687.500	-77.30	0.5323	11.801.105	12.750.000	4.120.249		SA	A	0	SB
104	Spectrogram 1	1	411.896.399.550	411.896.399.550	9547.0	9547.0	9.562.500	9.562.500	-82.08	0.0000	0.000	9.562.500	4.118.970	FI				
105	Spectrogram 1	1	412.408.110.572	412.408.110.572	20287.3	20287.3	20.250.000	20.250.000	-74.06	0.0000	0.000	20.250.000	4.124.087	FF				
106	Spectrogram 1	1	410.993.759.728	411.451.113.168	9240.6	21048.1	9.375.000	12.656.250	-79.47	0.4574	11.807.487	9.375.000	4.110.495		NA	A	0	SB
107	Spectrogram 1	1	411.005.006.124	411.005.006.124	9497.3	9497.3	9.468.750	9.468.750	-80.46	0.0000	0.000	9.468.750	4.110.048	FI				
108	Spectrogram 1	1	411.445.489.970	411.445.489.970	20534.8	20534.8	20.531.250	20.531.250	-78.54	0.0000	0.000	20.531.250	4.114.461	FF				
109	Spectrogram 1	1	413.863.990.745	414.130.155.453	9240.6	16042.8	11.718.750	11.812.500	-73.02	0.2662	6.802.139	11.718.750	4.140.300		SA	A	0	SB
110	Spectrogram 1	1	413.878.985.940	413.878.985.940	9625.7	9625.7	9.656.250	9.656.250	-81.19	0.0000	0.000	9.656.250	4.138.797	FI				
111	Spectrogram 1	1	414.128.281.053	414.128.281.053	15657.8	15657.8	15.656.250	15.656.250	-58.96	0.0000	0.000	15.656.250	4.141.291	FF				
112	Spectrogram 1	1	1.007.024.109.571	1.007.387.743.044	11165.8	19636.4	15.750.000	13.968.750	-78.08	0.3636	8.470.588	15.750.000	10.072.787		SA	A	0	SB
113	Spectrogram 1	1	1.007.042.853.564	1.007.042.853.564	11807.5	11807.5	11.812.500	11.812.500	-65.05	0.0000	0.000	11.812.500	10.070.421	FI				
114	Spectrogram 1	1	1.007.380.245.447	1.007.380.245.447	18866.3	18866.3	18.843.750	18.843.750	-84.25	0.0000	0.000	18.843.750	10.073.811	FF				
