Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	4.366375523	4.620852417	9025.895	13632.862	11625.000	11718.750	-76.00	0.2545	4606.967	11625.000	4.4747		NA	A	0	SB
2	Spectrogram 1	1	4.387581931	4.387581931	9495.994	9495.994	9468.750	9468.750	-70.65	0.0000	0.000	9468.750	4.3893	FI				
3	Spectrogram 1	1	4.604947611	4.604947611	13256.783	13256.783	13218.750	13218.750	-68.29	0.0000	0.000	13218.750	4.6027	FF				
4	Spectrogram 1	1	8.914543925	9.184925625	9119.915	14102.961	11437.500	11625.000	-77.58	0.2704	4983.046	11437.500	9.0880		SA	A	0	SB
5	Spectrogram 1	1	8.933099532	8.933099532	9307.954	9307.954	9281.250	9281.250	-71.38	0.0000	0.000	9281.250	8.9333	FI				
6	Spectrogram 1	1	9.176973222	9.176973222	13632.862	13632.862	13593.750	13593.750	-68.85	0.0000	0.000	13593.750	9.1787	FF				
7	Spectrogram 1	1	10.108858567	10.336827451	8931.875	13632.862	12281.250	11718.750	-76.85	0.2280	4700.987	12281.250	10.2880		SA	A	0	SB
8	Spectrogram 1	1	10.119461771	10.119461771	9213.934	9213.934	9187.500	9187.500	-72.63	0.0000	0.000	9187.500	10.1173	FI				
9	Spectrogram 1	1	10.323573446	10.323573446	13444.823	13444.823	13406.250	13406.250	-66.06	0.0000	0.000	13406.250	10.3253	FF				
10	Spectrogram 1	1	11.023384904	11.251353788	8743.836	14102.961	12375.000	11906.250	-76.55	0.2280	5359.125	12375.000	11.2160		SA	A	0	SB
11	Spectrogram 1	1	11.036638909	11.036638909	9119.915	9119.915	9093.750	9093.750	-65.96	0.0000	0.000	9093.750	11.0347	FI				
12	Spectrogram 1	1	11.246052186	11.246052186	13726.882	13726.882	13687.500	13687.500	-65.32	0.0000	0.000	13687.500	11.2480	FF				
13	Spectrogram 1	1	17.830541371	18.148637488	8743.836	14102.961	12375.000	11250.000	-76.58	0.3181	5359.125	12375.000	18.0800		SA	A	0	SB
14	Spectrogram 1	1	17.849096977	17.849096977	9025.895	9025.895	9000.000	9000.000	-79.08	0.0000	0.000	9000.000	17.8507	FI				
15	Spectrogram 1	1	18.138034284	18.138034284	13914.921	13914.921	13875.000	13875.000	-78.47	0.0000	0.000	13875.000	18.1387	FF				
16	Spectrogram 1	1	19.562355685	19.835388186	9401.974	13632.862	11437.500	11343.750	-79.14	0.2730	4230.888	11437.500	19.7333		SA	A	0	SB
17	Spectrogram 1	1	19.577645522	19.577645522	9684.033	9684.033	9656.250	9656.250	-68.65	0.0000	0.000	9656.250	19.5787	FI				
18	Spectrogram 1	1	19.821519212	19.821519212	13256.783	13256.783	13218.750	13218.750	-81.05	0.0000	0.000	13218.750	19.8240	FF				
19	Spectrogram 1	1	55.498926716	55.856784848	8555.796	14196.980	8625.000	10781.250	-76.83	0.3579	5641.184	8625.000	55.6907		SA	A	0	SB
20	Spectrogram 1	1	55.514831522	55.514831522	8931.875	8931.875	8906.250	8906.250	-68.56	0.0000	0.000	8906.250	55.5147	FI				
21	Spectrogram 1	1	55.851483246	55.851483246	14008.941	14008.941	13968.750	13968.750	-68.13	0.0000	0.000	13968.750	55.8507	FF				
22	Spectrogram 1	1	71.748366215	72.191049978	8931.875	23034.836	9468.750	11625.000	-79.14	0.4427	14102.961	9468.750	71.7867		SA	A	0	SB
23	Spectrogram 1	1	71.766921822	71.766921822	9401.974	9401.974	9375.000	9375.000	-70.95	0.0000	0.000	9375.000	71.7653	FI				
24	Spectrogram 1	1	72.183097575	72.183097575	22470.717	22470.717	22500.000	22500.000	-83.06	0.0000	0.000	22500.000	72.1813	FF				
25	Spectrogram 1	1	139.079003650	139.452766588	8555.796	13726.882	12093.750	11625.000	-76.78	0.3738	5171.086	12093.750	139.3973		SA	A	0	SB
26	Spectrogram 1	1	139.089606854	139.089606854	8837.855	8837.855	8812.500	8812.500	-82.75	0.0000	0.000	8812.500	139.0880	FI				
27	Spectrogram 1	1	139.447464986	139.447464986	13256.783	13256.783	13218.750	13218.750	-62.82	0.0000	0.000	13218.750	139.4453	FF				
28	Spectrogram 1	1	140.119767528	140.443165247	7991.678	13632.862	11812.500	10406.250	-78.15	0.3234	5641.184	11812.500	140.3840		SA	A	0	SB
29	Spectrogram 1	1	140.133021533	140.133021533	8273.737	8273.737	8250.000	8250.000	-83.34	0.0000	0.000	8250.000	140.1333	FI				
30	Spectrogram 1	1	140.432562043	140.432562043	13162.763	13162.763	13125.000	13125.000	-69.26	0.0000	0.000	13125.000	140.4320	FF				
31	Spectrogram 1	1	140.777166171	141.286119958	13162.763	17299.632	14062.500	14718.750	-78.53	0.5090	4136.868	14062.500	140.9653		SA	A	0	SB
32	Spectrogram 1	1	140.803674180	140.803674180	13350.803	13350.803	13312.500	13312.500	-73.00	0.0000	0.000	13312.500	140.8053	FI				
33	Spectrogram 1	1	141.272865953	141.272865953	16923.553	16923.553	16968.750	16968.750	-74.00	0.0000	0.000	16968.750	141.2747	FF				
34	Spectrogram 1	1	146.890818454	147.238073382	8179.717	13538.842	13218.750	11156.250	-75.28	0.3473	5359.125	13218.750	147.2213		SA	A	0	SB
35	Spectrogram 1	1	146.909374061	146.909374061	8555.796	8555.796	8531.250	8531.250	-70.46	0.0000	0.000	8531.250	146.9120	FI				
36	Spectrogram 1	1	147.227470179	147.227470179	13256.783	13256.783	13218.750	13218.750	-65.54	0.0000	0.000	13218.750	147.2267	FF				
37	Spectrogram 1	1	211.748046867	212.092650994	8461.776	14102.961	10875.000	11343.750	-77.50	0.3446	5641.184	10875.000	211.9200		SA	A	0	SB
38	Spectrogram 1	1	211.766602474	211.766602474	8743.836	8743.836	8718.750	8718.750	-72.64	0.0000	0.000	8718.750	211.7653	FI				
39	Spectrogram 1	1	212.084698591	212.084698591	13538.842	13538.842	13500.000	13500.000	-69.32	0.0000	0.000	13500.000	212.0853	FF				
40	Spectrogram 1	1	225.804821342	226.141473066	9025.895	13820.902	10781.250	11250.000	-78.05	0.3367	4795.007	10781.250	225.9733		SA	A	0	SB
41	Spectrogram 1	1	225.815424546	225.815424546	9213.934	9213.934	9187.500	9187.500	-82.55	0.0000	0.000	9187.500	225.8133	FI				
