Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
24	Spectrogram 1	1	699.339093893	699.339093893	13434.402	13434.402	13406.250	13406.250	-70.80	0.0000	0.000	13406.250	699.3387	FF				
25	Spectrogram 1	1	976.854247468	977.133626610	13014.577	18542.274	15281.250	15093.750	-82.44	0.2794	5527.697	15281.250	977.0400		SA	A	0	SB
26	Spectrogram 1	1	976.864225295	976.864225295	13224.490	13224.490	13218.750	13218.750	-81.94	0.0000	0.000	13218.750	976.8640	FI				
27	Spectrogram 1	1	977.128637696	977.128637696	17842.566	17842.566	17812.500	17812.500	-80.77	0.0000	0.000	17812.500	977.1307	FF				
28	Spectrogram 1	1	1469.668940814	1470.212732357	12454.810	27428.571	15937.500	14812.500	-84.26	0.5438	14973.761	15937.500	1470.0320		SA	A	0	SB
29	Spectrogram 1	1	1469.683907554	1469.683907554	13014.577	13014.577	13031.250	13031.250	-77.75	0.0000	0.000	13031.250	1469.6853	FI				
30	Spectrogram 1	1	1470.200260074	1470.200260074	26938.776	26938.776	26906.250	26906.250	-88.06	0.0000	0.000	26906.250	1470.2027	FF				
31	Spectrogram 1	1	1564.678137228	1565.117161593	8186.589	22460.641	12000.000	12000.000	-84.34	0.4390	14274.052	12000.000	1564.9547		SA	A	0	SB
32	Spectrogram 1	1	1564.695598425	1564.695598425	8676.385	8676.385	8718.750	8718.750	-93.06	0.0000	0.000	8718.750	1564.6933	FI				
33	Spectrogram 1	1	1565.109678223	1565.109678223	21690.962	21690.962	21656.250	21656.250	-88.67	0.0000	0.000	21656.250	1565.1093	FF				
34	Spectrogram 1	1	1566.284567290	1566.721097199	8186.589	22110.787	12375.000	12281.250	-83.80	0.4365	13924.198	12375.000	1566.5547		SA	A	0	SB
35	Spectrogram 1	1	1566.297039574	1566.297039574	8676.385	8676.385	8718.750	8718.750	-70.78	0.0000	0.000	8718.750	1566.2987	FI				
36	Spectrogram 1	1	1566.718602742	1566.718602742	21690.962	21690.962	21656.250	21656.250	-85.88	0.0000	0.000	21656.250	1566.7200	FF				
