Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF- Check	modulacao	PI	sobreposicao
28	Spectrogram 1	1	331.726787514	332.064179397	9058.800	20941.200	10687.500	12093.750	-80.27	0.3374	11882.400	10687.500	331.8187		SA	A	0	SB
29	Spectrogram 1	1	331.747405907	331.747405907	9411.800	9411.800	9375.000	9375.000	-76.10	0.0000	0.000	9375.000	331.7493	FI				
30	Spectrogram 1	1	332.054807400	332.054807400	20470.600	20470.600	20437.500	20437.500	-111.20	0.0000	0.000	20437.500	332.0533	FF				
31	Spectrogram 1	1	332.313474510	332.495291247	8823.500	18823.500	11250.000	12562.500	-78.71	0.1818	10000.000	11250.000	332.3893		SA	A	0	SB
32	Spectrogram 1	1	332.332218504	332.332218504	9058.800	9058.800	9093.750	9093.750	-77.24	0.0000	0.000	9093.750	332.3307	FI				
33	Spectrogram 1	1	332.489668049	332.489668049	18117.600	18117.600	18093.750	18093.750	-89.30	0.0000	0.000	18093.750	332.4907	FF				
34	Spectrogram 1	1	339.369236768	339.798474219	7411.800	18117.600	10312.500	10406.250	-78.48	0.4292	10705.800	10312.500	339.5520		SA	A	0	SB
35	Spectrogram 1	1	339.384231963	339.384231963	7764.700	7764.700	7781.250	7781.250	-77.28	0.0000	0.000	7781.250	339.3867	FI				
36	Spectrogram 1	1	339.781604625	339.781604625	17529.400	17529.400	17531.250	17531.250	-82.19	0.0000	0.000	17531.250	339.7813	FF				
37	Spectrogram 1	1	338.922480650	339.269735578	7882.353	27764.706	16312.500	12375.000	-81.99	0.3473	19882.353	16312.500	339.0400		SA	A	0	SB
38	Spectrogram 1	1	338.930433053	338.930433053	8705.882	8705.882	8718.750	8718.750	-70.87	0.0000	0.000	8718.750	338.9280	FI				
39	Spectrogram 1	1	339.251179971	339.251179971	27058.824	27058.824	27093.750	27093.750	-81.44	0.0000	0.000	27093.750	339.2533	FF				
40	Spectrogram 1	1	354.308635822	354.685049561	10352.941	25647.059	15000.000	14812.500	-79.55	0.3764	15294.118	15000.000	354.5173		SA	A	0	SB
41	Spectrogram 1	1	354.327191429	354.327191429	11058.824	11058.824	11062.500	11062.500	-74.31	0.0000	0.000	11062.500	354.3253	FI				
42	Spectrogram 1	1	354.674446357	354.674446357	25058.824	25058.824	25031.250	25031.250	-76.75	0.0000	0.000	25031.250	354.6720	FF				
43	Spectrogram 1	1	402.322832543	402.731055893	10705.882	37764.706	15937.500	18843.750	-81.91	0.4082	27058.824	15937.500	402.4213		SA	A	0	SB
44	Spectrogram 1	1	402.338737348	402.338737348	11882.353	11882.353	11906.250	11906.250	-74.14	0.0000	0.000	11906.250	402.3413	FI				
45	Spectrogram 1	1	402.725754291	402.725754291	36705.882	36705.882	36750.000	36750.000	-94.32	0.0000	0.000	36750.000	402.7253	FF				
46	Spectrogram 1	1	423.494874772	423.887193317	10117.647	28235.294	23625.000	16312.500	-84.88	0.3923	18117.647	23625.000	423.7973		SA	A	0	SB
47	Spectrogram 1	1	423.508128777	423.508128777	11058.824	11058.824	11062.500	11062.500	-78.98	0.0000	0.000	11062.500	423.5093	FI				
48	Spectrogram 1	1	423.876590113	423.876590113	27647.059	27647.059	27656.250	27656.250	-98.42	0.0000	0.000	27656.250	423.8773	FF				
49	Spectrogram 1	1	428.284127473	428.734763639	7764.706	28117.647	16218.750	16312.500	-83.03	0.4506	20352.941	16218.750	428.4267		SA	A	0	SB
50	Spectrogram 1	1	428.302683080	428.302683080	8352.941	8352.941	8343.750	8343.750	-73.88	0.0000	0.000	8343.750	428.3040	FI				
51	Spectrogram 1	1	428.718858833	428.718858833	26588.235	26588.235	26625.000	26625.000	-99.70	0.0000	0.000	26625.000	428.7200	FF				
52	Spectrogram 1	1	436.756409930	437.302474932	8470.588	28470.588	21000.000	15937.500	-83.50	0.5461	20000.000	21000.000	437.0667		SA	A	0	SB
53	Spectrogram 1	1	436.764362333	436.764362333	9294.118	9294.118	9281.250	9281.250	-76.27	0.0000	0.000	9281.250	436.7627	FI				
54	Spectrogram 1	1	437.294522529	437.294522529	26823.529	26823.529	26812.500	26812.500	-90.20	0.0000	0.000	26812.500	437.2960	FF				
55	Spectrogram 1	1	441.305863330	441.663721462	8823.529	23411.765	18843.750	15000.000	-83.30	0.3579	14588.236	18843.750	441.4507		SA	A	0	SB
56	Spectrogram 1	1	441.321768136	441.321768136	10470.588	10470.588	10500.000	10500.000	-69.27	0.0000	0.000	10500.000	441.3227	FI				
57	Spectrogram 1	1	441.661070661	441.661070661	22705.882	22705.882	22687.500	22687.500	-80.03	0.0000	0.000	22687.500	441.6587	FF				
58	Spectrogram 1	1	448.919669869	449.404766448	8705.882	28705.882	20531.250	17156.250	-83.00	0.4851	20000.000	20531.250	449.1467		SA	A	0	SB
59	Spectrogram 1	1	448.932923874	448.932923874	9529.412	9529.412	9562.500	9562.500	-78.51	0.0000	0.000	9562.500	448.9333	FI				
60	Spectrogram 1	1	449.391512443	449.391512443	28235.294	28235.294	28218.750	28218.750	-81.79	0.0000	0.000	28218.750	449.3920	FF				
61	Spectrogram 1	1	449.928820509	450.358250268	8705.882	29294.118	10781.250	14062.500	-83.27	0.4294	20588.236	10781.250	449.9573		SA	A	0	SB
62	Spectrogram 1	1	449.939423713	449.939423713	9529.412	9529.412	9562.500	9562.500	-71.48	0.0000	0.000	9562.500	449.9413	FI				
63	Spectrogram 1	1	450.352948666	450.352948666	29058.824	29058.824	29062.500	29062.500	-92.24	0.0000	0.000	29062.500	450.3520	FF				
64	Spectrogram 1	1	509.248028534	509.531664239	7901.720	29955.774	23062.500	12375.000	-86.98	0.2836	22054.054	23062.500	509.4773		SA	A	0	SB
65	Spectrogram 1	1	509.263933340	509.263933340	8255.528	8255.528	8250.000	8250.000	-88.22	0.0000	0.000	8250.000	509.2640	FI				
66	Spectrogram 1	1	509.531664239	509.531664239	28658.477	28658.477	28687.500	28687.500	-99.30	0.0000	0.000	28687.500	509.5307	FF				
67	Spectrogram 1	1	510.181110479	510.369317348	8137.592	25828.010	21187.500	17437.500	-82.32	0.1882	17690.418	21187.500	510.2827		SA	A	0	SB
68	Spectrogram 1	1	510.194364483	510.194364483	8845.209	8845.209	8812.500	8812.500	-70.38	0.0000	0.000	8812.500	510.1920	FI				
69	Spectrogram 1	1	510.361364945	510.361364945	25002.457	25002.457	25031.250	25031.250	-81.38	0.0000	0.000	25031.250	510.3627	FF				
70	Spectrogram 1	1	533.630828840	533.853496122	8845.209	24058.968	9843.750	11812.500	-85.05	0.2227	15213.759	9843.750	533.6480		SA	A	0	SB
71	Spectrogram 1	1	533.641432044	533.641432044	9434.889	9434.889	9468.750	9468.750	-69.75	0.0000	0.000	9468.750	533.6427	FI				
72	Spectrogram 1	1	533.842892918	533.842892918	23587.224	23587.224	23625.000	23625.000	-90.32	0.0000	0.000	23625.000	533.8453	FF				
73	Spectrogram 1	1	534.211354254	534.428719934	6235.294	14470.588	11718.750	11062.500	-78.30	0.2174	8235.294	11718.750	534.3733		SA	A	0	SB
74	Spectrogram 1	1	534.227259060	534.227259060	6823.529	6823.529	6843.750	6843.750	-84.79	0.0000	0.000	6843.750	534.2293	FI				
75	Spectrogram 1	1	534.423418332	534.423418332	13882.353	13882.353	13875.000	13875.000	-69.68	0.0000	0.000	13875.000	534.4213	FF				
76	Spectrogram 1	1	534.836943285	535.064912169	7411.765	18117.647	9562.500	10312.500	-75.03	0.2280	10705.882	9562.500	534.8747		SA	A	0	SB
77	Spectrogram 1	1	534.850197289	534.850197289	8117.647	8117.647	8156.250	8156.250	-61.15	0.0000	0.000	8156.250	534.8480	FI				
78	Spectrogram 1	1	535.059610567	535.059610567	16823.529	16823.529	16781.250	16781.250	-87.82	0.0000	0.000	16781.250	535.0613	FF				
79	Spectrogram 1	1	163.734031924	164.245636512	9882.353	30941.176	16687.500	14625.000	-89.25	0.5116	21058.823	16687.500	163.8773		SA	A	0	SB
80	Spectrogram 1	1	163.736682725	163.736682725	10352.941	10352.941	10312.500	10312.500	-70.67	0.0000	0.000	10312.500	163.7387	FI				
81	Spectrogram 1	1	164.232382507	164.232382507	29882.353	29882.353	29906.250	29906.250	-93.50	0.0000	0.000	29906.250	164.2347	FF				
82	Spectrogram 1	1	255.281711013	255.734997980	7647.059	30235.294	15843.750	15562.500	-91.09	0.4533	22588.235	15843.750	255.3867		SA	A	0	SB
83	Spectrogram 1	1	255.284361814	255.284361814	9176.471	9176.471	9187.500	9187.500	-85.13	0.0000	0.000	9187.500	255.2853	FI				
84	Spectrogram 1	1	255.724394776	255.724394776	28470.588	28470.588	28500.000	28500.000	-87.05	0.0000	0.000	28500.000	255.7227	FF				
85	Spectrogram 1	1	281.223842178	281.433255455	8352.941	17058.824	13875.000	12562.500	-86.03	0.2094	8705.883	13875.000	281.3707		SA	A	0	SB
86	Spectrogram 1	1	281.237096183	281.237096183	8588.235	8588.235	8625.000	8625.000	-84.42	0.0000	0.000	8625.000	281.2373	FI				
87	Spectrogram 1	1	281.417350650	281.417350650	16588.235	16588.235	16593.750	16593.750	-77.05	0.0000	0.000	16593.750	281.4187	FF				
88	Spectrogram 1	1	290.436299842	290.852475595	9058.824	31529.412	12187.500	14906.250	-90.81	0.4162	22470.588	12187.500	290.7413		NA	A	0	SB
89	Spectrogram 1	1	290.449553847	290.449553847	9764.706	9764.706	9750.000	9750.000	-77.84	0.0000	0.000	9750.000	290.4480	FI				
90	Spectrogram 1	1	290.844523192	290.844523192	30588.235	30588.235	30562.500	30562.500	-86.49	0.0000	0.000	30562.500	290.8427	FF				
91	Spectrogram 1	1	511.646234189	511.948425501	8352.941	22352.941	11437.500	11437.500	-82.68	0.3022	14000.000	11437.500	511.7333		SA	A	0	SB
92	Spectrogram 1	1	511.656837393	511.656837393	8705.882	8705.882	8718.750	8718.750	-69.76	0.0000	0.000	8718.750	511.6587	FI				
93	Spectrogram 1	1	511.943123899	511.943123899	21764.706	21764.706	21750.000	21750.000	-93.25	0.0000	0.000	21750.000	511.9413	FF				
94	Spectrogram 1	1	539.017747068	539.192699932	6235.294	14705.882	10593.750	10406.250	-78.50	0.1750	8470.588	10593.750	539.1040		SA	A	0	SB
95	Spectrogram 1	1	539.023048670	539.023048670	6588.235	6588.235	6562.500	6562.500	-71.27	0.0000	0.000	6562.500	539.0240	FI				
96	Spectrogram 1	1	539.179445927	539.179445927	14117.647	14117.647	14156.250	14156.250	-85.50	0.0000	0.000	14156.250	539.1787	FF				
97	Spectrogram 1	1	617.077157501	617.427063230	12235.294	24117.647	23531.250	17625.000	-88.73	0.3499	11882.353	23531.250	617.4133		SA	A	0	SB
98	Spectrogram 1	1	617.090411506	617.090411506	12588.235	12588.235	12562.500	12562.500	-83.19	0.0000	0.000	12562.500	617.0880	FI				
99	Spectrogram 1	1	617.416460026	617.416460026	23411.765	23411.765	23437.500	23437.500	-72.52	0.0000	0.000	23437.500	617.4187	FF				
100	Spectrogram 1	1	617.838349166	618.188254895	9882.353	18588.235	13218.750	13218.750	-83.74	0.3499	8705.882	13218.750	618.0640		SA	A	0	SB
101	Spectrogram 1	1	617.856904773	617.856904773	10000.000	10000.000	10031.250	10031.250	-77.18	0.0000	0.000	10031.250	617.8560	FI				
102	Spectrogram 1	1	618.180302492	618.180302492	18588.235	18588.235	18562.500	18562.500	-80.32	0.0000	0.000	18562.500	618.1813	FF				
103	Spectrogram 1	1	618.511652614	618.829748732	12352.941	23882.353	23343.750	15656.250	-90.34	0.3181	11529.412	23343.750	618.7893		SA	A	0	SB
104	Spectrogram 1	1	618.524906619	618.524906619	12941.176	12941.176	12937.500	12937.500	-86.04	0.0000	0.000	12937.500	618.5227	FI				
105	Spectrogram 1	1	618.824447130	618.824447130	23529.412	23529.412	23531.250	23531.250	-90.17	0.0000	0.000	23531.250	618.8267	FF				
106	Spectrogram 1	1	619.329130155	619.819528336	5647.059	10352.941	7781.250	7593.750	-80.03	0.4904	4705.882	7781.250	619.6320		SA	A	0	SB
107	Spectrogram 1	1	619.342384160	619.342384160	5882.353	5882.353	5906.250	5906.250	-82.63	0.0000	0.000	5906.250	619.3440	FI				
108	Spectrogram 1	1	619.800972729	619.800972729	9882.353	9882.353	9843.750	9843.750	-87.46	0.0000	0.000	9843.750	619.8027	FF				
109	Spectrogram 1	1	622.185114478	622.482004187	12470.588	23529.412	13312.500	14812.500	-89.96	0.2969	11058.824	13312.500	622.3520		NA	A	0	SB
110	Spectrogram 1	1	622.206320886	622.206320886	12823.529	12823.529	12843.750	12843.750	-83.14	0.0000	0.000	12843.750	622.2080	FI				
111	Spectrogram 1	1	622.466099381	622.466099381	23058.824	23058.824	23062.500	23062.500	-83.70	0.0000	0.000	23062.500	622.4640	FF				
112	Spectrogram 1	1	622.487305789	623.065180402	12705.882	23176.471	14343.750	14531.250	-91.37	0.5779	10470.589	14343.750	622.7520		SA	A	0	SB
113	Spectrogram 1	1	622.503210595	622.503210595	12941.176	12941.176	12937.500	12937.500	-90.98	0.0000	0.000	12937.500	622.5013	FI				
114	Spectrogram 1	1	623.046624796	623.046624796	22705.882	22705.882	22687.500	22687.500	-92.33	0.0000	0.000	22687.500	623.0453	FF				
115	Spectrogram 1	1	648.119467821	648.445516341	11764.706	15882.353	12750.000	13406.250	-86.69	0.3260	4117.647	12750.000	648.3787		NA	A	0	SB
116	Spectrogram 1	1	648.138023428	648.138023428	12235.294	12235.294	12281.250	12281.250	-81.29	0.0000	0.000	12281.250	648.1387	FI				
117	Spectrogram 1	1	648.442865540	648.442865540	15294.118	15294.118	15281.250	15281.250	-88.57	0.0000	0.000	15281.250	648.4427	FF				
118	Spectrogram 1	1	675.702865725	676.089882667	12117.647	16588.235	13500.000	13406.250	-85.77	0.3870	4470.588	13500.000	675.9093		SA	A	0	SB
119	Spectrogram 1	1	675.716119729	675.716119729	12588.235	12588.235	12562.500	12562.500	-77.43	0.0000	0.000	12562.500	675.7173	FI				
120	Spectrogram 1	1	676.084581065	676.084581065	15764.706	15764.706	15750.000	15750.000	-92.89	0.0000	0.000	15750.000	676.0853	FF				
121	Spectrogram 1	1	685.607416923	686.121672313	12588.235	15882.353	13031.250	13781.250	-87.52	0.5143	3294.118	13031.250	685.7387		SA	A	0	SB
122	Spectrogram 1	1	685.618020127	685.618020127	13058.824	13058.824	13031.250	13031.250	-85.27	0.0000	0.000	13031.250	685.6160	FI				
123	Spectrogram 1	1	686.111069109	686.111069109	15176.471	15176.471	15187.500	15187.500	-84.32	0.0000	0.000	15187.500	686.1120	FF				
124	Spectrogram 1	1	686.646530906	686.999087437	6117.647	10352.941	7875.000	7875.000	-80.19	0.3526	4235.294	7875.000	686.8960		SA	A	0	SB
125	Spectrogram 1	1	686.657134110	686.657134110	6588.235	6588.235	6562.500	6562.500	-76.88	0.0000	0.000	6562.500	686.6560	FI				
126	Spectrogram 1	1	686.996436636	686.996436636	10000.000	10000.000	10031.250	10031.250	-82.70	0.0000	0.000	10031.250	686.9973	FF				
127	Spectrogram 1	1	735.167259645	735.742483457	8352.941	32588.235	16406.250	15093.750	-85.05	0.5752	24235.294	16406.250	735.3600		SA	A	0	SB
128	Spectrogram 1	1	735.175212048	735.175212048	9529.412	9529.412	9562.500	9562.500	-81.57	0.0000	0.000	9562.500	735.1733	FI				
129	Spectrogram 1	1	735.729229452	735.729229452	31529.412	31529.412	31500.000	31500.000	-92.09	0.0000	0.000	31500.000	735.7280	FF				
130	Spectrogram 1	1	736.161310012	736.649057391	8470.588	22117.647	9187.500	9843.750	-83.36	0.4877	13647.059	9187.500	736.3040		SA	A	0	SB
131	Spectrogram 1	1	736.171913215	736.171913215	9294.118	9294.118	9281.250	9281.250	-67.03	0.0000	0.000	9281.250	736.1707	FI				
132	Spectrogram 1	1	736.641104989	736.641104989	19529.412	19529.412	19500.000	19500.000	-94.07	0.0000	0.000	19500.000	736.6400	FF				
133	Spectrogram 1	1	778.739886721	779.142808470	5764.706	10588.235	8156.250	7968.750	-73.52	0.4029	4823.529	8156.250	779.0027		SA	A	0	SB
134	Spectrogram 1	1	778.761093129	778.761093129	6352.941	6352.941	6375.000	6375.000	-72.15	0.0000	0.000	6375.000	778.7627	FI				
135	Spectrogram 1	1	779.129554465	779.129554465	10000.000	10000.000	10031.250	10031.250	-70.12	0.0000	0.000	10031.250	779.1307	FF				
136	Spectrogram 1	1	780.387064968	780.816494727	5529.412	10823.529	7218.750	7312.500	-78.05	0.4294	5294.117	7218.750	780.5813		SA	A	0	SB
137	Spectrogram 1	1	780.397668172	780.397668172	6117.647	6117.647	6093.750	6093.750	-65.71	0.0000	0.000	6093.750	780.4000	FI				
138	Spectrogram 1	1	780.803240722	780.803240722	10117.647	10117.647	10125.000	10125.000	-81.68	0.0000	0.000	10125.000	780.8053	FF				
139	Spectrogram 1	1	796.409138293	796.931346086	5176.471	10235.294	6562.500	7593.750	-78.06	0.5222	5058.823	6562.500	796.5067		SA	A	0	SB
140	Spectrogram 1	1	796.425043099	796.425043099	5529.412	5529.412	5531.250	5531.250	-83.21	0.0000	0.000	5531.250	796.4267	FI				
141	Spectrogram 1	1	796.926044484	796.926044484	9882.353	9882.353	9843.750	9843.750	-76.83	0.0000	0.000	9843.750	796.9280	FF				
142	Spectrogram 1	1	797.845872423	798.240841769	5529.412	11058.824	8625.000	7500.000	-79.74	0.3950	5529.412	8625.000	798.1227		SA	A	0	SB
143	Spectrogram 1	1	797.861777229	797.861777229	5764.706	5764.706	5718.750	5718.750	-98.66	0.0000	0.000	5718.750	797.8613	FI				
144	Spectrogram 1	1	798.232889366	798.232889366	10588.235	10588.235	10593.750	10593.750	-77.92	0.0000	0.000	10593.750	798.2347	FF				
145	Spectrogram 1	1	877.795962090	878.087550198	8470.588	17764.706	11250.000	14531.250	-83.46	0.2916	9294.118	11250.000	877.8667		SA	A	0	SB
146	Spectrogram 1	1	877.798612891	877.798612891	9176.471	9176.471	9187.500	9187.500	-87.57	0.0000	0.000	9187.500	877.7973	FI				
147	Spectrogram 1	1	878.079597795	878.079597795	17647.059	17647.059	17625.000	17625.000	-77.26	0.0000	0.000	17625.000	878.0800	FF				
148	Spectrogram 1	1	880.917629221	881.177407717	7058.824	18352.941	11156.250	12843.750	-84.84	0.2598	11294.117	11156.250	880.9867		SA	A	0	SB
149	Spectrogram 1	1	880.933534027	880.933534027	7294.118	7294.118	7312.500	7312.500	-88.27	0.0000	0.000	7312.500	880.9333	FI				
150	Spectrogram 1	1	881.174756916	881.174756916	17882.353	17882.353	17906.250	17906.250	-84.73	0.0000	0.000	17906.250	881.1733	FF				
151	Spectrogram 1	1	890.681077085	890.954109586	11529.412	20941.176	13031.250	14062.500	-91.38	0.2730	9411.764	13031.250	890.7200		SA	A	0	SB
152	Spectrogram 1	1	890.696981891	890.696981891	12117.647	12117.647	12093.750	12093.750	-102.94	0.0000	0.000	12093.750	890.6987	FI				
153	Spectrogram 1	1	890.948807984	890.948807984	20235.294	20235.294	20250.000	20250.000	-92.45	0.0000	0.000	20250.000	890.9493	FF				
154	Spectrogram 1	1	892.762795767	893.218733535	7647.059	21764.706	8625.000	12468.750	-88.42	0.4559	14117.647	8625.000	893.0933		NA	A	0	SB
155	Spectrogram 1	1	892.770748170	892.770748170	8235.294	8235.294	8250.000	8250.000	-76.79	0.0000	0.000	8250.000	892.7733	FI				
156	Spectrogram 1	1	893.210781132	893.210781132	20941.176	20941.176	20906.250	20906.250	-98.72	0.0000	0.000	20906.250	893.2107	FF				
157	Spectrogram 1	1	896.182353513	896.434179606	6705.882	20235.294	8062.500	11437.500	-87.70	0.2518	13529.412	8062.500	896.2133		SA	A	0	SB
158	Spectrogram 1	1	896.198258319	896.198258319	7294.118	7294.118	7312.500	7312.500	-74.35	0.0000	0.000	7312.500	896.1973	FI				
159	Spectrogram 1	1	896.428878004	896.428878004	19529.412	19529.412	19500.000	19500.000	-83.53	0.0000	0.000	19500.000	896.4267	FF				
160	Spectrogram 1	1	915.593418531	916.109534932	8342.246	26823.529	11531.250	11625.000	-79.66	0.5161	18481.283	11531.250	915.9200		SA	A	0	SB
161	Spectrogram 1	1	915.601370934	915.601370934	10000.000	10000.000	10031.250	10031.250	-75.79	0.0000	0.000	10031.250	915.6000	FI				
162	Spectrogram 1	1	916.091769115	916.091769115	25058.824	25058.824	25031.250	25031.250	-86.12	0.0000	0.000	25031.250	916.0907	FF				
163	Spectrogram 1	1	918.571143325	918.822969418	6470.588	17764.706	11343.750	10968.750	-85.14	0.2518	11294.118	11343.750	918.6667		SA	A	0	SB
164	Spectrogram 1	1	918.584397330	918.584397330	7058.824	7058.824	7031.250	7031.250	-88.72	0.0000	0.000	7031.250	918.5867	FI				
165	Spectrogram 1	1	918.812366214	918.812366214	17294.118	17294.118	17250.000	17250.000	-74.93	0.0000	0.000	17250.000	918.8107	FF				
166	Spectrogram 1	1	919.239145171	919.623511313	6352.941	21176.471	9468.750	10500.000	-85.65	0.3844	14823.530	9468.750	919.3333		SA	A	0	SB
167	Spectrogram 1	1	919.260351579	919.260351579	6588.235	6588.235	6562.500	6562.500	-77.87	0.0000	0.000	6562.500	919.2587	FI				
168	Spectrogram 1	1	919.618209711	919.618209711	20117.647	20117.647	20156.250	20156.250	-95.57	0.0000	0.000	20156.250	919.6160	FF				
169	Spectrogram 1	1	920.585173843	920.895317557	6352.941	20000.000	11343.750	11437.500	-84.75	0.3101	13647.059	11343.750	920.7093		SA	A	0	SB
170	Spectrogram 1	1	920.601078648	920.601078648	6470.588	6470.588	6468.750	6468.750	-81.85	0.0000	0.000	6468.750	920.6027	FI				
171	Spectrogram 1	1	920.890015955	920.890015955	18941.176	18941.176	18937.500	18937.500	-89.29	0.0000	0.000	18937.500	920.8907	FF				
172	Spectrogram 1	1	921.271731296	921.637541831	6352.941	23411.765	11812.500	11906.250	-87.16	0.3658	17058.824	11812.500	921.3867		SA	A	0	SB
173	Spectrogram 1	1	921.282334500	921.282334500	6941.176	6941.176	6937.500	6937.500	-75.37	0.0000	0.000	6937.500	921.2800	FI				
174	Spectrogram 1	1	921.637541831	921.637541831	22470.588	22470.588	22500.000	22500.000	-100.80	0.0000	0.000	22500.000	921.6373	FF				
175	Spectrogram 1	1	929.667949529	930.036410865	6705.882	18588.235	10312.500	11718.750	-85.46	0.3685	11882.353	10312.500	929.7547		SA	A	0	SB
176	Spectrogram 1	1	929.683854335	929.683854335	7294.118	7294.118	7312.500	7312.500	-77.08	0.0000	0.000	7312.500	929.6853	FI				
177	Spectrogram 1	1	930.031109263	930.031109263	17882.353	17882.353	17906.250	17906.250	-90.90	0.0000	0.000	17906.250	930.0320	FF				
178	Spectrogram 1	1	933.573258291	933.833036787	5647.059	19058.824	10406.250	12375.000	-85.49	0.2598	13411.765	10406.250	933.6587		SA	A	0	SB
179	Spectrogram 1	1	933.586512296	933.586512296	6470.588	6470.588	6468.750	6468.750	-71.73	0.0000	0.000	6468.750	933.5840	FI				
180	Spectrogram 1	1	933.830385986	933.830385986	17647.059	17647.059	17625.000	17625.000	-74.27	0.0000	0.000	17625.000	933.8293	FF				
181	Spectrogram 1	1	934.312831764	934.535499046	8823.529	18470.588	13031.250	13031.250	-86.68	0.2227	9647.059	13031.250	934.4160		SA	A	0	SB
