Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
19	Spectrogram 1	1	24.587325685	24.834746398	11807.487	27721.925	16687.500	16687.500	-88.28	0.2474	15914.438	16687.500	24.6880		SA	A	0	SB
20	Spectrogram 1	1	24.606069678	24.606069678	12449.198	12449.198	12375.000	12375.000	-90.28	0.0000	0.000	12375.000	24.6053	FI				
21	Spectrogram 1	1	24.819751204	24.819751204	26695.187	26695.187	26625.000	26625.000	-83.84	0.0000	0.000	26625.000	24.8187	FF				
22	Spectrogram 1	1	25.400815001	25.704467695	13090.909	19379.679	14437.500	14625.000	-86.84	0.3037	6288.770	14437.500	25.5333		SA	A	0	SB
23	Spectrogram 1	1	25.419558995	25.419558995	14245.989	14245.989	14250.000	14250.000	-93.27	0.0000	0.000	14250.000	25.4187	FI				
24	Spectrogram 1	1	25.689472501	25.689472501	18866.310	18866.310	18937.500	18937.500	-86.26	0.0000	0.000	18937.500	25.6907	FF				
25	Spectrogram 1	1	97.274588711	97.780676535	10267.380	30673.797	15375.000	14812.500	-85.09	0.5061	20406.417	15375.000	97.5440		SA	A	0	SB
26	Spectrogram 1	1	97.297081504	97.297081504	11550.802	11550.802	11625.000	11625.000	-82.51	0.0000	0.000	11625.000	97.2960	FI				
27	Spectrogram 1	1	97.761932542	97.761932542	30288.770	30288.770	30375.000	30375.000	-109.62	0.0000	0.000	30375.000	97.7627	FF				
28	Spectrogram 1	1	111.055609120	111.449232983	11165.775	29775.401	13875.000	15750.000	-85.14	0.3936	18609.626	13875.000	111.0880		SA	A	0	SB
29	Spectrogram 1	1	111.074353114	111.074353114	12705.882	12705.882	12750.000	12750.000	-68.69	0.0000	0.000	12750.000	111.0747	FI				
30	Spectrogram 1	1	111.430488990	111.430488990	29133.690	29133.690	29062.500	29062.500	-86.06	0.0000	0.000	29062.500	111.4293	FF				
31	Spectrogram 1	1	135.827866423	136.127770318	8855.615	17069.519	15375.000	15375.000	-70.70	0.2999	8213.904	15375.000	136.0960		SA	A	0	SB
32	Spectrogram 1	1	135.839112819	135.839112819	9882.353	9882.353	9937.500	9937.500	-75.18	0.0000	0.000	9937.500	135.8400	FI				
33	Spectrogram 1	1	136.116523922	136.116523922	15786.096	15786.096	15750.000	15750.000	-69.92	0.0000	0.000	15750.000	136.1173	FF				
34	Spectrogram 1	1	137.854255987	138.142913486	11935.829	17967.914	15375.000	14812.500	-75.03	0.2887	6032.085	15375.000	137.9333		SA	A	0	SB
35	Spectrogram 1	1	137.872999980	137.872999980	12705.882	12705.882	12750.000	12750.000	-65.46	0.0000	0.000	12750.000	137.8720	FI				
36	Spectrogram 1	1	138.124169493	138.124169493	13475.936	13475.936	13500.000	13500.000	-84.69	0.0000	0.000	13500.000	138.1253	FF				
37	Spectrogram 1	1	138.206643064	138.555281343	10524.064	20406.417	14812.500	14250.000	-76.49	0.3486	9882.353	14812.500	138.5413		SA	A	0	SB
38	Spectrogram 1	1	138.229135856	138.229135856	11165.775	11165.775	11250.000	11250.000	-80.37	0.0000	0.000	11250.000	138.2293	FI				
39	Spectrogram 1	1	138.547783745	138.547783745	18352.941	18352.941	18375.000	18375.000	-90.85	0.0000	0.000	18375.000	138.5467	FF				
40	Spectrogram 1	1	138.367841408	138.693986894	8470.588	16941.176	15000.000	15000.000	-73.48	0.3261	8470.588	15000.000	138.5600		SA	A	0	SB
41	Spectrogram 1	1	138.382836603	138.382836603	8855.615	8855.615	8812.500	8812.500	-69.60	0.0000	0.000	8812.500	138.3840	FI				
42	Spectrogram 1	1	138.693986894	138.693986894	16042.781	16042.781	16125.000	16125.000	-65.83	0.0000	0.000	16125.000	138.6933	FF				
43	Spectrogram 1	1	138.825194848	139.110103549	10139.037	16427.807	15187.500	15000.000	-71.35	0.2849	6288.770	15187.500	139.0480		SA	A	0	SB
44	Spectrogram 1	1	138.847687641	138.847687641	10780.749	10780.749	10687.500	10687.500	-77.32	0.0000	0.000	10687.500	138.8480	FI				
45	Spectrogram 1	1	139.098857153	139.098857153	15914.439	15914.439	15937.500	15937.500	-62.84	0.0000	0.000	15937.500	139.0987	FF				
46	Spectrogram 1	1	172.850896730	173.278259782	6288.770	19379.679	7312.500	9000.000	-77.56	0.4274	13090.909	7312.500	172.9120		SA	A	0	SB
47	Spectrogram 1	1	172.877138321	172.877138321	6802.139	6802.139	6750.000	6750.000	-66.03	0.0000	0.000	6750.000	172.8773	FI				
48	Spectrogram 1	1	173.278259782	173.278259782	17582.888	17582.888	17625.000	17625.000	-78.29	0.0000	0.000	17625.000	173.2773	FF				
49	Spectrogram 1	1	182.484593624	182.941947064	6288.770	19508.021	6562.500	10875.000	-80.07	0.4574	13219.251	6562.500	182.8693		SA	A	0	SB
50	Spectrogram 1	1	182.499588818	182.499588818	7187.166	7187.166	7125.000	7125.000	-78.34	0.0000	0.000	7125.000	182.4987	FI				
51	Spectrogram 1	1	182.923203071	182.923203071	18481.283	18481.283	18562.500	18562.500	-97.67	0.0000	0.000	18562.500	182.9227	FF				
52	Spectrogram 1	1	193.018414085	193.209602819	10139.037	21176.471	13875.000	14625.000	-75.23	0.1912	11037.434	13875.000	193.0987		SA	A	0	SB
53	Spectrogram 1	1	193.040906877	193.040906877	11165.775	11165.775	11250.000	11250.000	-94.72	0.0000	0.000	11250.000	193.0400	FI				
54	Spectrogram 1	1	193.202105221	193.202105221	19764.706	19764.706	19687.500	19687.500	-91.34	0.0000	0.000	19687.500	193.2027	FF				
55	Spectrogram 1	1	195.379673508	195.750804578	10780.749	19379.679	13687.500	14812.500	-81.59	0.3711	8598.930	13687.500	195.4560		SA	A	0	SB
56	Spectrogram 1	1	195.398417501	195.398417501	11165.775	11165.775	11250.000	11250.000	-76.46	0.0000	0.000	11250.000	195.3973	FI				
57	Spectrogram 1	1	195.732060585	195.732060585	16556.150	16556.150	16500.000	16500.000	-68.16	0.0000	0.000	16500.000	195.7333	FF				
58	Spectrogram 1	1	256.584661779	256.955792849	7700.535	17197.861	8250.000	11062.500	-78.13	0.3711	9497.326	8250.000	256.5893		SA	A	0	SB
59	Spectrogram 1	1	256.599656974	256.599656974	8855.615	8855.615	8812.500	8812.500	-70.38	0.0000	0.000	8812.500	256.6000	FI				
60	Spectrogram 1	1	256.940797655	256.940797655	14502.674	14502.674	14437.500	14437.500	-85.28	0.0000	0.000	14437.500	256.9413	FF				
61	Spectrogram 1	1	261.450083152	261.952422176	11037.433	27465.241	13875.000	14062.500	-84.00	0.5023	16427.808	13875.000	261.5253		SA	A	0	SB
62	Spectrogram 1	1	261.472575944	261.472575944	12192.513	12192.513	12187.500	12187.500	-77.44	0.0000	0.000	12187.500	261.4720	FI				
63	Spectrogram 1	1	261.929929384	261.929929384	26438.503	26438.503	26437.500	26437.500	-103.30	0.0000	0.000	26437.500	261.9307	FF				
64	Spectrogram 1	1	389.649746403	390.242056597	7700.535	29903.743	9937.500	11437.500	-81.08	0.5923	22203.208	9937.500	389.8987		SA	A	0	SB
65	Spectrogram 1	1	389.683485591	389.683485591	8470.588	8470.588	8437.500	8437.500	-76.68	0.0000	0.000	8437.500	389.6827	FI				
66	Spectrogram 1	1	390.227061402	390.227061402	28748.663	28748.663	28687.500	28687.500	-78.07	0.0000	0.000	28687.500	390.2267	FF				
67	Spectrogram 1	1	550.880406565	551.311518415	12577.540	22203.209	14625.000	15187.500	-77.25	0.4311	9625.669	14625.000	551.0000		SA	A	0	SB
68	Spectrogram 1	1	550.895401760	550.895401760	13090.909	13090.909	13125.000	13125.000	-72.85	0.0000	0.000	13125.000	550.8960	FI				
69	Spectrogram 1	1	551.296523220	551.296523220	21561.497	21561.497	21562.500	21562.500	-83.55	0.0000	0.000	21562.500	551.2960	FF				
70	Spectrogram 1	1	551.881335817	552.151249323	12192.513	20663.102	14437.500	14437.500	-74.31	0.2699	8470.589	14437.500	552.0427		SA	A	0	SB
71	Spectrogram 1	1	551.907577407	551.907577407	13219.251	13219.251	13312.500	13312.500	-66.68	0.0000	0.000	13312.500	551.9067	FI				
72	Spectrogram 1	1	552.140002926	552.140002926	19636.364	19636.364	19687.500	19687.500	-84.65	0.0000	0.000	19687.500	552.1413	FF				
73	Spectrogram 1	1	569.302363120	569.692238184	12064.171	25283.422	13687.500	14625.000	-77.39	0.3899	13219.251	13687.500	569.3493		SA	A	0	SB
74	Spectrogram 1	1	569.321107114	569.321107114	12577.540	12577.540	12562.500	12562.500	-75.00	0.0000	0.000	12562.500	569.3200	FI				
75	Spectrogram 1	1	569.673494191	569.673494191	24385.027	24385.027	24375.000	24375.000	-85.51	0.0000	0.000	24375.000	569.6747	FF				
76	Spectrogram 1	1	995.528929454	995.783847765	12577.540	20021.390	12750.000	14437.500	-76.71	0.2549	7443.850	12750.000	995.6693		SA	A	0	SB
77	Spectrogram 1	1	995.547673447	995.547673447	13475.936	13475.936	13500.000	13500.000	-71.15	0.0000	0.000	13500.000	995.5467	FI				
78	Spectrogram 1	1	995.772601369	995.772601369	19122.995	19122.995	19125.000	19125.000	-90.82	0.0000	0.000	19125.000	995.7733	FF				
79	Spectrogram 1	1	1006.955802852	1007.311938728	12064.171	22074.866	15000.000	14437.500	-76.34	0.3561	10010.695	15000.000	1007.0613		SA	A	0	SB
80	Spectrogram 1	1	1006.978295644	1006.978295644	13090.909	13090.909	13125.000	13125.000	-71.03	0.0000	0.000	13125.000	1006.9787	FI				
81	Spectrogram 1	1	1007.296943533	1007.296943533	20919.786	20919.786	21000.000	21000.000	-93.15	0.0000	0.000	21000.000	1007.2960	FF				
82	Spectrogram 1	1	1044.576515078	1044.966390142	9882.353	22331.551	14625.000	13687.500	-81.55	0.3899	12449.198	14625.000	1044.7787		SA	A	0	SB
83	Spectrogram 1	1	1044.595259072	1044.595259072	11294.118	11294.118	11250.000	11250.000	-77.33	0.0000	0.000	11250.000	1044.5947	FI				
84	Spectrogram 1	1	1044.951394948	1044.951394948	21818.182	21818.182	21750.000	21750.000	-92.90	0.0000	0.000	21750.000	1044.9520	FF				
85	Spectrogram 1	1	1120.844192148	1121.132849648	10139.037	21689.840	14812.500	14625.000	-82.13	0.2887	11550.803	14812.500	1120.9920		SA	A	0	SB
86	Spectrogram 1	1	1120.855438545	1120.855438545	11550.802	11550.802	11625.000	11625.000	-87.40	0.0000	0.000	11625.000	1120.8560	FI				
87	Spectrogram 1	1	1121.125352050	1121.125352050	20791.444	20791.444	20812.500	20812.500	-86.80	0.0000	0.000	20812.500	1121.1253	FF				
88	Spectrogram 1	1	1121.676425458	1121.953836562	12449.198	21818.182	13875.000	14437.500	-84.91	0.2774	9368.984	13875.000	1121.7040		SA	A	0	SB
89	Spectrogram 1	1	1121.691420653	1121.691420653	13604.278	13604.278	13687.500	13687.500	-71.71	0.0000	0.000	13687.500	1121.6907	FI				
90	Spectrogram 1	1	1121.946338964	1121.946338964	21176.471	21176.471	21187.500	21187.500	-87.90	0.0000	0.000	21187.500	1121.9467	FF				
91	Spectrogram 1	1	1187.498114375	1187.974211809	12192.513	16427.807	14250.000	14250.000	-81.35	0.4761	4235.294	14250.000	1187.7707		SA	A	0	SB
92	Spectrogram 1	1	1187.520607168	1187.520607168	12705.882	12705.882	12750.000	12750.000	-76.56	0.0000	0.000	12750.000	1187.5200	FI				
93	Spectrogram 1	1	1187.959216615	1187.959216615	15914.439	15914.439	15937.500	15937.500	-90.45	0.0000	0.000	15937.500	1187.9600	FF				
94	Spectrogram 1	1	1188.783952327	1189.196320184	11935.829	16042.781	12000.000	13312.500	-81.08	0.4124	4106.952	12000.000	1189.0693		NA	A	0	SB
95	Spectrogram 1	1	1188.795198723	1188.795198723	12834.225	12834.225	12750.000	12750.000	-93.53	0.0000	0.000	12750.000	1188.7947	FI				
96	Spectrogram 1	1	1189.177576190	1189.177576190	15401.070	15401.070	15375.000	15375.000	-88.27	0.0000	0.000	15375.000	1189.1787	FF				
97	Spectrogram 1	1	1190.153023319	1190.554144780	12064.171	16556.150	12937.500	13125.000	-84.04	0.4011	4491.979	12937.500	1190.2693		SA	A	0	SB
98	Spectrogram 1	1	1190.175516112	1190.175516112	12705.882	12705.882	12750.000	12750.000	-73.61	0.0000	0.000	12750.000	1190.1760	FI				
99	Spectrogram 1	1	1190.546647182	1190.546647182	15529.412	15529.412	15562.500	15562.500	-94.18	0.0000	0.000	15562.500	1190.5467	FF				
100	Spectrogram 1	1	1209.172672759	1209.618779804	12320.856	16556.150	12937.500	13875.000	-84.84	0.4461	4235.294	12937.500	1209.3893		SA	A	0	SB
101	Spectrogram 1	1	1209.210160746	1209.210160746	13090.909	13090.909	13125.000	13125.000	-87.59	0.0000	0.000	13125.000	1209.2107	FI				
102	Spectrogram 1	1	1209.603784609	1209.603784609	15914.439	15914.439	15937.500	15937.500	-87.31	0.0000	0.000	15937.500	1209.6027	FF				
103	Spectrogram 1	1	1210.608462659	1211.017081717	12320.856	16299.465	12750.000	13875.000	-84.10	0.4086	3978.609	12750.000	1210.6480		SA	A	0	SB
104	Spectrogram 1	1	1210.642201847	1210.642201847	13219.251	13219.251	13312.500	13312.500	-93.38	0.0000	0.000	13312.500	1210.6427	FI				
105	Spectrogram 1	1	1211.005835321	1211.005835321	15657.754	15657.754	15750.000	15750.000	-80.91	0.0000	0.000	15750.000	1211.0053	FF				
106	Spectrogram 1	1	1211.851342330	1212.256212589	12192.513	16684.492	13500.000	13500.000	-82.96	0.4049	4491.979	13500.000	1212.1867		NA	A	0	SB
107	Spectrogram 1	1	1211.873835122	1211.873835122	12962.567	12962.567	12937.500	12937.500	-73.81	0.0000	0.000	12937.500	1211.8747	FI				
108	Spectrogram 1	1	1212.237468595	1212.237468595	16042.781	16042.781	16125.000	16125.000	-78.32	0.0000	0.000	16125.000	1212.2373	FF				
109	Spectrogram 1	1	1213.032170117	1213.545755538	11422.460	22588.235	18187.500	16875.000	-85.48	0.5136	11165.775	18187.500	1213.3253		SA	A	0	SB
110	Spectrogram 1	1	1213.062160507	1213.062160507	12064.171	12064.171	12000.000	12000.000	-82.81	0.0000	0.000	12000.000	1213.0613	FI				
111	Spectrogram 1	1	1213.530760343	1213.530760343	21048.128	21048.128	21000.000	21000.000	-79.01	0.0000	0.000	21000.000	1213.5307	FF				
112	Spectrogram 1	1	1459.523262999	1459.856906082	7443.850	21561.497	8062.500	11062.500	-83.46	0.3336	14117.647	8062.500	1459.6960		NA	A	0	SB
113	Spectrogram 1	1	1459.545755791	1459.545755791	8213.904	8213.904	8250.000	8250.000	-76.46	0.0000	0.000	8250.000	1459.5467	FI				
114	Spectrogram 1	1	1459.853157284	1459.853157284	20791.444	20791.444	20812.500	20812.500	-94.38	0.0000	0.000	20812.500	1459.8533	FF				
115	Spectrogram 1	1	1473.041069060	1473.340972955	9112.299	22203.209	18000.000	16125.000	-81.18	0.2999	13090.910	18000.000	1473.2800		SA	A	0	SB
116	Spectrogram 1	1	1473.074808248	1473.074808248	9497.326	9497.326	9562.500	9562.500	-77.54	0.0000	0.000	9562.500	1473.0747	FI				
117	Spectrogram 1	1	1473.322228962	1473.322228962	21433.155	21433.155	21375.000	21375.000	-78.48	0.0000	0.000	21375.000	1473.3227	FF				
118	Spectrogram 1	1	1474.703376973	1474.894565706	10652.406	19893.048	16312.500	15937.500	-83.44	0.1912	9240.642	16312.500	1474.7707		SA	A	0	SB
119	Spectrogram 1	1	1474.714623369	1474.714623369	11422.460	11422.460	11437.500	11437.500	-72.11	0.0000	0.000	11437.500	1474.7147	FI				
120	Spectrogram 1	1	1474.887068109	1474.887068109	18737.968	18737.968	18750.000	18750.000	-83.91	0.0000	0.000	18750.000	1474.8880	FF				
121	Spectrogram 1	1	1488.032919982	1488.509017416	10395.722	21433.155	13125.000	14812.500	-81.60	0.4761	11037.433	13125.000	1488.0693		SA	A	0	SB
122	Spectrogram 1	1	1488.051663976	1488.051663976	11294.118	11294.118	11250.000	11250.000	-70.13	0.0000	0.000	11250.000	1488.0507	FI				
123	Spectrogram 1	1	1488.490273423	1488.490273423	20406.417	20406.417	20437.500	20437.500	-87.64	0.0000	0.000	20437.500	1488.4907	FF				
124	Spectrogram 1	1	1565.587271110	1565.864682213	8855.615	22459.893	13312.500	13500.000	-85.35	0.2774	13604.278	13312.500	1565.6427		SA	A	0	SB
125	Spectrogram 1	1	1565.606015103	1565.606015103	10139.037	10139.037	10125.000	10125.000	-94.61	0.0000	0.000	10125.000	1565.6053	FI				
126	Spectrogram 1	1	1565.845938220	1565.845938220	21689.840	21689.840	21750.000	21750.000	-94.45	0.0000	0.000	21750.000	1565.8453	FF				
