Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	14.420443429	14.949024045	8470.588	31187.166	11625.000	11625.000	-88.71	0.5286	22716.578	11625.000	14.6667		SA	A	0	SB
2	Spectrogram 1	1	14.442936222	14.442936222	8727.273	8727.273	8812.500	8812.500	-84.14	0.0000	0.000	8812.500	14.4427	FI				
3	Spectrogram 1	1	14.945275247	14.945275247	29133.690	29133.690	29062.500	29062.500	-109.65	0.0000	0.000	29062.500	14.9440	FF				
4	Spectrogram 1	1	19.505759642	19.985605875	8342.246	31700.535	15000.000	12750.000	-84.91	0.4798	23358.289	15000.000	19.7307		SA	A	0	SB
5	Spectrogram 1	1	19.546996427	19.546996427	8855.615	8855.615	8812.500	8812.500	-77.70	0.0000	0.000	8812.500	19.5467	FI				
6	Spectrogram 1	1	19.963113082	19.963113082	31058.824	31058.824	31125.000	31125.000	-104.49	0.0000	0.000	31125.000	19.9627	FF				
7	Spectrogram 1	1	34.790456816	35.187829477	8342.246	20919.786	12375.000	11062.500	-86.25	0.3974	12577.540	12375.000	34.8240		SA	A	0	SB
8	Spectrogram 1	1	34.827944802	34.827944802	8727.273	8727.273	8812.500	8812.500	-71.07	0.0000	0.000	8812.500	34.8267	FI				
9	Spectrogram 1	1	35.176583081	35.176583081	19636.364	19636.364	19687.500	19687.500	-94.52	0.0000	0.000	19687.500	35.1760	FF				
10	Spectrogram 1	1	66.493182308	66.800583801	9754.011	27465.241	10687.500	13125.000	-89.22	0.3074	17711.230	10687.500	66.4933		SA	A	0	SB
11	Spectrogram 1	1	66.511926301	66.511926301	10267.380	10267.380	10312.500	10312.500	-83.13	0.0000	0.000	10312.500	66.5120	FI				
12	Spectrogram 1	1	66.789337405	66.789337405	26438.503	26438.503	26437.500	26437.500	-98.10	0.0000	0.000	26437.500	66.7893	FF				
13	Spectrogram 1	1	68.124259349	68.641593569	8598.930	35807.487	13312.500	11250.000	-88.16	0.5173	27208.557	13312.500	68.3547		SA	A	0	SB
14	Spectrogram 1	1	68.135505745	68.135505745	8983.957	8983.957	9000.000	9000.000	-73.26	0.0000	0.000	9000.000	68.1360	FI				
15	Spectrogram 1	1	68.637844770	68.637844770	33882.353	33882.353	33937.500	33937.500	-106.76	0.0000	0.000	33937.500	68.6373	FF				
16	Spectrogram 1	1	69.087700613	69.518812463	8342.246	27721.925	12000.000	11250.000	-86.88	0.4311	19379.679	12000.000	69.2853		SA	A	0	SB
