Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF- Check	modulacao	PI	sobreposicao
18	Spectrogram 1	1	361.666544525	361.666544525	14470.600	14470.600	14437.500	14437.500	-74.47	0.0000	0.000	14437.500	361.6640	FF				
19	Spectrogram 1	1	398.124127431	398.397159932	9882.400	17411.800	11343.750	12375.000	-83.30	0.2730	7529.400	11343.750	398.1920		SA	A	0	SB
20	Spectrogram 1	1	398.150635441	398.150635441	10235.300	10235.300	10218.750	10218.750	-70.84	0.0000	0.000	10218.750	398.1493	FI				
21	Spectrogram 1	1	398.389207529	398.389207529	16705.900	16705.900	16687.500	16687.500	-82.11	0.0000	0.000	16687.500	398.3893	FF				
22	Spectrogram 1	1	424.637588049	424.963636569	9176.500	14941.200	10687.500	11437.500	-86.57	0.3260	5764.700	10687.500	424.7040		SA	A	0	SB
23	Spectrogram 1	1	424.650842054	424.650842054	9411.800	9411.800	9375.000	9375.000	-85.28	0.0000	0.000	9375.000	424.6507	FI				
24	Spectrogram 1	1	424.955684166	424.955684166	14705.900	14705.900	14718.750	14718.750	-102.16	0.0000	0.000	14718.750	424.9547	FF				
25	Spectrogram 1	1	470.284600459	470.531124950	9529.400	15647.100	10687.500	11718.750	-88.96	0.2465	6117.700	10687.500	470.3253		SA	A	0	SB
26	Spectrogram 1	1	470.300505265	470.300505265	9882.400	9882.400	9843.750	9843.750	-85.04	0.0000	0.000	9843.750	470.2987	FI				
27	Spectrogram 1	1	470.523172547	470.523172547	14352.900	14352.900	14343.750	14343.750	-86.17	0.0000	0.000	14343.750	470.5227	FF				
28	Spectrogram 1	1	504.228161517	504.509146421	10941.200	14588.200	13500.000	12843.750	-86.67	0.2810	3647.000	13500.000	504.3733		SA	A	0	SB
29	Spectrogram 1	1	504.241415522	504.241415522	11176.500	11176.500	11156.250	11156.250	-81.84	0.0000	0.000	11156.250	504.2400	FI				
30	Spectrogram 1	1	504.501194018	504.501194018	14235.300	14235.300	14250.000	14250.000	-78.68	0.0000	0.000	14250.000	504.5013	FF				
31	Spectrogram 1	1	519.455392745	519.834457284	9294.100	14352.900	12843.750	12000.000	-83.69	0.3791	5058.800	12843.750	519.6480		SA	A	0	SB
32	Spectrogram 1	1	519.463345148	519.463345148	10000.000	10000.000	10031.250	10031.250	-80.93	0.0000	0.000	10031.250	519.4613	FI				
33	Spectrogram 1	1	519.807949275	519.807949275	14000.000	14000.000	13968.750	13968.750	-77.33	0.0000	0.000	13968.750	519.8080	FF				
34	Spectrogram 1	1	520.555475150	520.799348840	9529.400	16117.600	13125.000	12562.500	-85.61	0.2439	6588.200	13125.000	520.7040		SA	A	0	SB
35	Spectrogram 1	1	520.568729155	520.568729155	10000.000	10000.000	10031.250	10031.250	-72.85	0.0000	0.000	10031.250	520.5707	FI				
36	Spectrogram 1	1	520.794047238	520.794047238	15294.100	15294.100	15281.250	15281.250	-88.69	0.0000	0.000	15281.250	520.7947	FF				
37	Spectrogram 1	1	532.841702774	533.202211707	10000.000	17176.500	13500.000	12375.000	-86.30	0.3605	7176.500	13500.000	533.1040		SA	A	0	SB
38	Spectrogram 1	1	532.860258381	532.860258381	10941.200	10941.200	10968.750	10968.750	-75.28	0.0000	0.000	10968.750	532.8587	FI				
39	Spectrogram 1	1	533.194259304	533.194259304	16352.900	16352.900	16312.500	16312.500	-83.32	0.0000	0.000	16312.500	533.1947	FF				
40	Spectrogram 1	1	557.555048669	557.817477966	10352.900	20470.600	13125.000	13406.250	-87.40	0.2624	10117.700	13125.000	557.6320		SA	A	0	SB
41	Spectrogram 1	1	557.568302674	557.568302674	10941.200	10941.200	10968.750	10968.750	-92.33	0.0000	0.000	10968.750	557.5680	FI				
42	Spectrogram 1	1	557.798922359	557.798922359	19647.100	19647.100	19687.500	19687.500	-94.29	0.0000	0.000	19687.500	557.7973	FF				
43	Spectrogram 1	1	557.928811607	558.101113670	8941.200	16941.200	10031.250	10875.000	-86.37	0.1723	8000.000	10031.250	557.9573		SA	A	0	SB
44	Spectrogram 1	1	557.944716413	557.944716413	9294.100	9294.100	9281.250	9281.250	-78.57	0.0000	0.000	9281.250	557.9467	FI				
45	Spectrogram 1	1	558.085208865	558.085208865	16235.300	16235.300	16218.750	16218.750	-92.77	0.0000	0.000	16218.750	558.0853	FF				
46	Spectrogram 1	1	640.775687572	641.183910923	12470.588	23529.412	16312.500	15375.000	-90.09	0.4082	11058.824	16312.500	641.0027		SA	A	0	SB
47	Spectrogram 1	1	640.834005194	640.834005194	12470.588	12470.588	12468.750	12468.750	-83.12	0.0000	0.000	12468.750	640.8320	FI				
48	Spectrogram 1	1	641.168006117	641.168006117	22470.588	22470.588	22500.000	22500.000	-98.01	0.0000	0.000	22500.000	641.1680	FF				
49	Spectrogram 1	1	1598.845266082	1599.227643548	6117.647	32705.882	10593.750	11718.750	-80.18	0.3824	26588.235	10593.750	1598.9653		SA	A	0	SB
50	Spectrogram 1	1	1598.864010075	1598.864010075	7058.824	7058.824	7031.250	7031.250	-84.57	0.0000	0.000	7031.250	1598.8640	FI				
51	Spectrogram 1	1	1599.223894750	1599.223894750	31529.412	31529.412	31500.000	31500.000	-79.53	0.0000	0.000	31500.000	1599.2213	FF				
52	Spectrogram 1	1	1660.364738820	1660.679637910	8588.235	12941.176	11437.500	11531.250	-65.22	0.3149	4352.941	11437.500	1660.5280		SA	A	0	SB
53	Spectrogram 1	1	1660.379734014	1660.379734014	8823.529	8823.529	8812.500	8812.500	-75.70	0.0000	0.000	8812.500	1660.3787	FI				
54	Spectrogram 1	1	1660.660893916	1660.660893916	12588.235	12588.235	12562.500	12562.500	-80.05	0.0000	0.000	12562.500	1660.6613	FF				
55	Spectrogram 1	1	1707.588337174	1707.970714641	5529.412	18823.529	12375.000	11812.500	-73.00	0.3824	13294.117	12375.000	1707.9253		SA	A	0	SB
56	Spectrogram 1	1	1707.622076362	1707.622076362	5882.353	5882.353	5906.250	5906.250	-77.08	0.0000	0.000	5906.250	1707.6213	FI				
57	Spectrogram 1	1	1707.959468245	1707.959468245	15764.706	15764.706	15750.000	15750.000	-76.51	0.0000	0.000	15750.000	1707.9573	FF				
58	Spectrogram 1	1	1714.258717902	1714.529099602	9764.706	18000.000	17343.750	15468.750	-80.25	0.2704	8235.294	17343.750	1714.4800		SA	A	0	SS
59	Spectrogram 1	1	1714.269321106	1714.269321106	10000.000	10000.000	10031.250	10031.250	-86.52	0.0000	0.000	10031.250	1714.2667	FI				
60	Spectrogram 1	1	1714.513194796	1714.513194796	17882.353	17882.353	17906.250	17906.250	-77.17	0.0000	0.000	17906.250	1714.5120	FF				
