Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF- Check	modulacao	PI	sobreposicao
17	Spectrogram 1	1	861.701647497	861.701647497	18470.600	18470.600	18468.750	18468.750	-83.54	0.0000	0.000	18468.750	861.7013	FI				
18	Spectrogram 1	1	862.072778568	862.072778568	20705.900	20705.900	20718.750	20718.750	-100.18	0.0000	0.000	20718.750	862.0747	FF				
19	Spectrogram 1	1	864.648115668	865.004251543	17647.100	22588.200	19218.750	19218.750	-85.84	0.3561	4941.100	19218.750	864.9013		SA	A	0	SB
20	Spectrogram 1	1	864.666859661	864.666859661	18235.300	18235.300	18281.250	18281.250	-80.35	0.0000	0.000	18281.250	864.6667	FI				
21	Spectrogram 1	1	865.000502745	865.000502745	21647.100	21647.100	21656.250	21656.250	-94.52	0.0000	0.000	21656.250	865.0027	FF				
22	Spectrogram 1	1	876.194956106	876.588579969	16522.600	22552.800	19125.000	19031.250	-77.00	0.3936	6030.200	19125.000	876.4640		SA	A	0	SB
23	Spectrogram 1	1	876.206202502	876.206202502	17849.200	17849.200	17812.500	17812.500	-83.82	0.0000	0.000	17812.500	876.2080	FI				
24	Spectrogram 1	1	876.573584774	876.573584774	21829.100	21829.100	21843.750	21843.750	-84.88	0.0000	0.000	21843.750	876.5760	FF				
25	Spectrogram 1	1	890.656596632	891.057718093	16884.400	21226.100	19312.500	19031.250	-85.96	0.4011	4341.700	19312.500	891.0133		SA	A	0	SB
26	Spectrogram 1	1	890.671591827	890.671591827	18211.100	18211.100	18187.500	18187.500	-113.30	0.0000	0.000	18187.500	890.6720	FI				
27	Spectrogram 1	1	891.050220495	891.050220495	20502.500	20502.500	20531.250	20531.250	-78.17	0.0000	0.000	20531.250	891.0507	FF				
28	Spectrogram 1	1	892.373546434	892.763421498	15196.000	21226.100	18750.000	18750.000	-84.83	0.3899	6030.100	18750.000	892.5333		SA	A	0	SB
29	Spectrogram 1	1	892.381044031	892.381044031	16763.800	16763.800	16781.250	16781.250	-92.54	0.0000	0.000	16781.250	892.3787	FI				
30	Spectrogram 1	1	892.755923901	892.755923901	20502.500	20502.500	20531.250	20531.250	-91.10	0.0000	0.000	20531.250	892.7573	FF				
31	Spectrogram 1	1	902.884029774	903.300146429	17969.800	21226.100	18750.000	18843.750	-83.18	0.4161	3256.300	18750.000	903.0187		SA	A	0	SB
32	Spectrogram 1	1	902.914020163	902.914020163	18572.900	18572.900	18562.500	18562.500	-91.62	0.0000	0.000	18562.500	902.9120	FI				
33	Spectrogram 1	1	903.285151234	903.285151234	20623.100	20623.100	20625.000	20625.000	-80.85	0.0000	0.000	20625.000	903.2853	FF				
34	Spectrogram 1	1	909.667906886	910.050284353	17849.200	21829.100	19500.000	18937.500	-85.29	0.3824	3979.900	19500.000	910.0000		SA	A	0	SS
35	Spectrogram 1	1	909.682902081	909.682902081	18331.700	18331.700	18375.000	18375.000	-83.42	0.0000	0.000	18375.000	909.6853	FI				
36	Spectrogram 1	1	910.042786756	910.042786756	21105.500	21105.500	21093.750	21093.750	-86.95	0.0000	0.000	21093.750	910.0427	FF				
37	Spectrogram 1	1	916.223151080	916.609277346	17366.800	21708.500	18656.250	18937.500	-85.26	0.3861	4341.700	18656.250	916.2933		SA	A	0	SB
38	Spectrogram 1	1	916.234397476	916.234397476	17969.800	17969.800	18000.000	18000.000	-82.58	0.0000	0.000	18000.000	916.2347	FI				
39	Spectrogram 1	1	916.598030950	916.598030950	21105.500	21105.500	21093.750	21093.750	-95.54	0.0000	0.000	21093.750	916.5973	FF				
40	Spectrogram 1	1	939.837865692	940.250233549	17728.600	22794.000	19500.000	19125.000	-79.64	0.4124	5065.400	19500.000	940.1813		SA	A	0	SB
41	Spectrogram 1	1	939.856609686	939.856609686	18211.100	18211.100	18187.500	18187.500	-67.40	0.0000	0.000	18187.500	939.8560	FI				
42	Spectrogram 1	1	940.246484750	940.246484750	22191.000	22191.000	22218.750	22218.750	-89.47	0.0000	0.000	22218.750	940.2453	FF				
43	Spectrogram 1	1	948.059986254	948.397378137	17125.600	22794.000	19031.250	19125.000	-75.18	0.3374	5668.400	19031.250	948.1600		SA	A	0	SB
44	Spectrogram 1	1	948.078730248	948.078730248	17728.600	17728.600	17718.750	17718.750	-88.92	0.0000	0.000	17718.750	948.0800	FI				
45	Spectrogram 1	1	948.397378137	948.397378137	21708.500	21708.500	21750.000	21750.000	-92.44	0.0000	0.000	21750.000	948.4000	FF				
46	Spectrogram 1	1	948.817243590	949.154635473	15799.000	22070.400	18187.500	18750.000	-81.13	0.3374	6271.400	18187.500	948.8640		SA	A	0	SB
47	Spectrogram 1	1	948.824741188	948.824741188	17005.000	17005.000	16968.750	16968.750	-96.61	0.0000	0.000	16968.750	948.8267	FI				
48	Spectrogram 1	1	949.147137875	949.147137875	21467.300	21467.300	21468.750	21468.750	-82.09	0.0000	0.000	21468.750	949.1467	FF				
49	Spectrogram 1	1	959.668485166	959.957142666	17608.000	21105.500	19781.250	19031.250	-85.11	0.2887	3497.500	19781.250	959.9253		SA	A	0	SB
50	Spectrogram 1	1	959.694726757	959.694726757	18211.100	18211.100	18187.500	18187.500	-94.00	0.0000	0.000	18187.500	959.6960	FI				
51	Spectrogram 1	1	959.949645068	959.949645068	20623.100	20623.100	20625.000	20625.000	-88.42	0.0000	0.000	20625.000	959.9520	FF				
52	Spectrogram 1	1	964.688836802	965.078711866	18090.500	21708.500	19125.000	18937.500	-78.30	0.3899	3618.000	19125.000	964.9813		SA	A	0	SB
53	Spectrogram 1	1	964.711329594	964.711329594	18452.300	18452.300	18468.750	18468.750	-92.94	0.0000	0.000	18468.750	964.7093	FI				
54	Spectrogram 1	1	965.056219074	965.056219074	20864.300	20864.300	20906.250	20906.250	-84.08	0.0000	0.000	20906.250	965.0560	FF				
55	Spectrogram 1	1	970.349347624	970.761715480	15678.400	22311.600	19593.750	18750.000	-84.20	0.4124	6633.200	19593.750	970.7200		SA	A	0	SB
56	Spectrogram 1	1	970.368091617	970.368091617	16643.200	16643.200	16687.500	16687.500	-85.71	0.0000	0.000	16687.500	970.3680	FI				
57	Spectrogram 1	1	970.750469084	970.750469084	21829.100	21829.100	21843.750	21843.750	-88.23	0.0000	0.000	21843.750	970.7520	FF				
58	Spectrogram 1	1	971.354025674	971.710161550	14713.600	22552.800	19875.000	18750.000	-83.97	0.3561	7839.200	19875.000	971.6747		SA	A	0	SB
59	Spectrogram 1	1	971.369020869	971.369020869	15316.600	15316.600	15281.250	15281.250	-99.52	0.0000	0.000	15281.250	971.3707	FI				
60	Spectrogram 1	1	971.706412751	971.706412751	21829.100	21829.100	21843.750	21843.750	-104.85	0.0000	0.000	21843.750	971.7067	FF				
61	Spectrogram 1	1	976.082364422	976.517225070	15678.400	22552.800	18468.750	18656.250	-83.60	0.4349	6874.400	18468.750	976.1600		SA	A	0	SB
62	Spectrogram 1	1	976.101108415	976.101108415	16402.000	16402.000	16406.250	16406.250	-89.57	0.0000	0.000	16406.250	976.1013	FI				
63	Spectrogram 1	1	976.513476271	976.513476271	21708.500	21708.500	21750.000	21750.000	-92.02	0.0000	0.000	21750.000	976.5120	FF				
64	Spectrogram 1	1	991.149623766	991.554494025	17487.400	21949.700	18750.000	18750.000	-81.89	0.4049	4462.300	18750.000	991.3013		SA	A	0	SB
65	Spectrogram 1	1	991.168367759	991.168367759	18452.300	18452.300	18468.750	18468.750	-93.97	0.0000	0.000	18468.750	991.1680	FI				
66	Spectrogram 1	1	991.543247629	991.543247629	21105.500	21105.500	21093.750	21093.750	-84.08	0.0000	0.000	21093.750	991.5413	FF				
67	Spectrogram 1	1	993.034388231	993.401770503	16884.400	21587.900	18937.500	18843.750	-83.81	0.3674	4703.500	18937.500	993.2160		SA	A	0	SB
68	Spectrogram 1	1	993.049383426	993.049383426	17728.600	17728.600	17718.750	17718.750	-90.11	0.0000	0.000	17718.750	993.0507	FI				
69	Spectrogram 1	1	993.398021704	993.398021704	20984.900	20984.900	21000.000	21000.000	-79.99	0.0000	0.000	21000.000	993.3973	FF				
70	Spectrogram 1	1	1001.203200472	1001.510601965	16470.600	21764.700	19593.750	18937.500	-83.25	0.3074	5294.100	19593.750	1001.4773		SA	A	0	SB
71	Spectrogram 1	1	1001.221944465	1001.221944465	17176.500	17176.500	17156.250	17156.250	-92.49	0.0000	0.000	17156.250	1001.2213	FI				
72	Spectrogram 1	1	1001.503104367	1001.503104367	21176.500	21176.500	21187.500	21187.500	-76.96	0.0000	0.000	21187.500	1001.5040	FF				
73	Spectrogram 1	1	1004.288816889	1004.708682343	16352.900	21529.400	19125.000	18937.500	-73.57	0.4199	5176.500	19125.000	1004.6400		SA	A	0	SB
74	Spectrogram 1	1	1004.300063285	1004.300063285	17411.800	17411.800	17437.500	17437.500	-80.69	0.0000	0.000	17437.500	1004.2987	FI				
75	Spectrogram 1	1	1004.693687148	1004.693687148	21058.800	21058.800	21093.750	21093.750	-86.54	0.0000	0.000	21093.750	1004.6933	FF				
76	Spectrogram 1	1	1011.848692590	1012.216074862	16588.200	22470.600	19312.500	18937.500	-78.61	0.3674	5882.400	19312.500	1012.1547		SA	A	0	SB
77	Spectrogram 1	1	1011.863687785	1011.863687785	17882.400	17882.400	17906.250	17906.250	-89.96	0.0000	0.000	17906.250	1011.8613	FI				
78	Spectrogram 1	1	1012.208577265	1012.208577265	21764.700	21764.700	21750.000	21750.000	-94.20	0.0000	0.000	21750.000	1012.2080	FF				
79	Spectrogram 1	1	1017.390080701	1017.764960570	16705.900	21529.400	19218.750	19125.000	-81.79	0.3749	4823.500	19218.750	1017.7013		SA	A	0	SB
80	Spectrogram 1	1	1017.397578298	1017.397578298	17529.400	17529.400	17531.250	17531.250	-78.29	0.0000	0.000	17531.250	1017.3973	FI				
81	Spectrogram 1	1	1017.749965376	1017.749965376	20941.200	20941.200	20906.250	20906.250	-72.68	0.0000	0.000	20906.250	1017.7493	FF				
82	Spectrogram 1	1	1022.046798863	1022.444171525	16941.200	22235.300	19031.250	19031.250	-78.26	0.3974	5294.100	19031.250	1022.2827		SA	A	0	SB
83	Spectrogram 1	1	1022.061794058	1022.061794058	17764.700	17764.700	17718.750	17718.750	-78.17	0.0000	0.000	17718.750	1022.0640	FI				
84	Spectrogram 1	1	1022.429176330	1022.429176330	21411.800	21411.800	21375.000	21375.000	-76.11	0.0000	0.000	21375.000	1022.4267	FF				
85	Spectrogram 1	1	1046.233839193	1046.604970264	16941.200	22470.600	19406.250	19031.250	-78.62	0.3711	5529.400	19406.250	1046.5600		SA	A	0	SB
86	Spectrogram 1	1	1046.252583187	1046.252583187	17764.700	17764.700	17718.750	17718.750	-74.44	0.0000	0.000	17718.750	1046.2507	FI				
87	Spectrogram 1	1	1046.601221465	1046.601221465	22000.000	22000.000	22031.250	22031.250	-75.14	0.0000	0.000	22031.250	1046.6027	FF				
88	Spectrogram 1	1	1058.361295252	1058.788658303	15882.400	22000.000	18843.750	18843.750	-78.96	0.4274	6117.600	18843.750	1058.5227		SA	A	0	SB
89	Spectrogram 1	1	1058.391285641	1058.391285641	17294.100	17294.100	17250.000	17250.000	-85.46	0.0000	0.000	17250.000	1058.3893	FI				
90	Spectrogram 1	1	1058.784909504	1058.784909504	21647.100	21647.100	21656.250	21656.250	-82.30	0.0000	0.000	21656.250	1058.7840	FF				
91	Spectrogram 1	1	1068.207055508	1068.593181773	16823.500	21647.100	19125.000	19031.250	-82.66	0.3861	4823.600	19125.000	1068.4587		SA	A	0	SB
92	Spectrogram 1	1	1068.225799501	1068.225799501	17764.700	17764.700	17718.750	17718.750	-85.08	0.0000	0.000	17718.750	1068.2240	FI				
93	Spectrogram 1	1	1068.589432974	1068.589432974	21058.800	21058.800	21093.750	21093.750	-85.34	0.0000	0.000	21093.750	1068.5920	FF				
94	Spectrogram 1	1	1079.009513416	1079.433127669	16588.200	22470.600	18093.750	18843.750	-73.54	0.4236	5882.400	18093.750	1079.0347		SA	A	0	SB
95	Spectrogram 1	1	1079.028257410	1079.028257410	17529.400	17529.400	17531.250	17531.250	-78.73	0.0000	0.000	17531.250	1079.0293	FI				
96	Spectrogram 1	1	1079.425630071	1079.425630071	22117.600	22117.600	22125.000	22125.000	-80.45	0.0000	0.000	22125.000	1079.4240	FF				
97	Spectrogram 1	1	1144.664235426	1145.099096075	15411.800	27411.800	17906.250	18750.000	-72.16	0.4349	12000.000	17906.250	1144.6880		SA	A	0	SB
98	Spectrogram 1	1	1144.667984225	1144.667984225	16117.600	16117.600	16125.000	16125.000	-84.14	0.0000	0.000	16125.000	1144.6667	FI				
99	Spectrogram 1	1	1145.095347276	1145.095347276	26823.500	26823.500	26812.500	26812.500	-81.37	0.0000	0.000	26812.500	1145.0933	FF				
100	Spectrogram 1	1	1158.445710181	1158.861826836	17411.800	22235.300	19125.000	19031.250	-71.92	0.4161	4823.500	19125.000	1158.7840		SA	A	0	SB
101	Spectrogram 1	1	1158.464454175	1158.464454175	18117.600	18117.600	18093.750	18093.750	-69.24	0.0000	0.000	18093.750	1158.4640	FI				
102	Spectrogram 1	1	1158.861826836	1158.861826836	21529.400	21529.400	21562.500	21562.500	-90.12	0.0000	0.000	21562.500	1158.8640	FF				
103	Spectrogram 1	1	1161.313849731	1161.692478400	15058.800	21882.400	18937.500	18843.750	-74.21	0.3786	6823.600	18937.500	1161.6000		SA	A	0	SB
104	Spectrogram 1	1	1161.325096128	1161.325096128	16000.000	16000.000	16031.250	16031.250	-84.22	0.0000	0.000	16031.250	1161.3227	FI				
105	Spectrogram 1	1	1161.688729601	1161.688729601	21058.800	21058.800	21093.750	21093.750	-78.31	0.0000	0.000	21093.750	1161.6907	FF				
106	Spectrogram 1	1	1172.996084135	1173.333476018	16352.900	21882.400	18281.250	18562.500	-85.16	0.3374	5529.500	18281.250	1173.0507		SA	A	0	SB
107	Spectrogram 1	1	1173.011079330	1173.011079330	17176.500	17176.500	17156.250	17156.250	-85.37	0.0000	0.000	17156.250	1173.0133	FI				
108	Spectrogram 1	1	1173.325978420	1173.325978420	20823.500	20823.500	20812.500	20812.500	-93.65	0.0000	0.000	20812.500	1173.3280	FF				
109	Spectrogram 1	1	1182.900546370	1183.395387797	6705.900	19529.400	9281.250	11250.000	-79.74	0.4948	12823.500	9281.250	1183.1253		SA	A	0	SB
110	Spectrogram 1	1	1182.923039162	1182.923039162	7294.100	7294.100	7312.500	7312.500	-68.66	0.0000	0.000	7312.500	1182.9227	FI				
111	Spectrogram 1	1	1183.380392603	1183.380392603	18941.200	18941.200	18937.500	18937.500	-79.32	0.0000	0.000	18937.500	1183.3813	FF				
112	Spectrogram 1	1	1195.776926062	1196.121815541	17647.100	20705.900	18843.750	18750.000	-85.85	0.3449	3058.800	18843.750	1196.0213		SA	A	0	SB
113	Spectrogram 1	1	1195.795670055	1195.795670055	18235.300	18235.300	18281.250	18281.250	-89.32	0.0000	0.000	18281.250	1195.7973	FI				
114	Spectrogram 1	1	1196.106820347	1196.106820347	20117.600	20117.600	20156.250	20156.250	-85.83	0.0000	0.000	20156.250	1196.1067	FF				
115	Spectrogram 1	1	1539.585457120	1539.900356210	13647.100	22352.900	14625.000	16218.750	-89.39	0.3149	8705.800	14625.000	1539.6960		SA	A	0	SB
116	Spectrogram 1	1	1539.600452315	1539.600452315	14000.000	14000.000	13968.750	13968.750	-91.22	0.0000	0.000	13968.750	1539.6000	FI				
117	Spectrogram 1	1	1539.892858613	1539.892858613	21764.700	21764.700	21750.000	21750.000	-79.12	0.0000	0.000	21750.000	1539.8933	FF				
118	Spectrogram 1	1	1541.328211301	1541.673100780	12588.200	24823.500	17062.500	16781.250	-89.84	0.3449	12235.300	17062.500	1541.4187		SA	A	0	SB
119	Spectrogram 1	1	1541.339457697	1541.339457697	13176.500	13176.500	13218.750	13218.750	-83.70	0.0000	0.000	13218.750	1541.3387	FI				
120	Spectrogram 1	1	1541.661854384	1541.661854384	24000.000	24000.000	24000.000	24000.000	-94.19	0.0000	0.000	24000.000	1541.6640	FF				
121	Spectrogram 1	1	1554.363237218	1554.730619490	13176.500	21529.400	13968.750	14062.500	-87.13	0.3674	8352.900	13968.750	1554.4640		SA	A	0	SB
122	Spectrogram 1	1	1554.381981212	1554.381981212	14000.000	14000.000	13968.750	13968.750	-79.91	0.0000	0.000	13968.750	1554.3840	FI				
123	Spectrogram 1	1	1554.723121893	1554.723121893	20823.500	20823.500	20812.500	20812.500	-101.18	0.0000	0.000	20812.500	1554.7253	FF				
124	Spectrogram 1	1	1564.392240432	1564.737129912	12117.600	24117.600	13125.000	16218.750	-88.39	0.3449	12000.000	13125.000	1564.4587		SA	A	0	SS
125	Spectrogram 1	1	1564.403486828	1564.403486828	12705.900	12705.900	12750.000	12750.000	-92.35	0.0000	0.000	12750.000	1564.4053	FI				
126	Spectrogram 1	1	1564.733381113	1564.733381113	22941.200	22941.200	22968.750	22968.750	-95.20	0.0000	0.000	22968.750	1564.7360	FF				
127	Spectrogram 1	1	1565.044531405	1565.359430495	12000.000	24823.500	12468.750	15750.000	-88.27	0.3149	12823.500	12468.750	1565.3440		NA	A	0	SS
128	Spectrogram 1	1	1565.059526600	1565.059526600	12705.900	12705.900	12750.000	12750.000	-88.18	0.0000	0.000	12750.000	1565.0613	FI				
129	Spectrogram 1	1	1565.351932898	1565.351932898	24000.000	24000.000	24000.000	24000.000	-95.20	0.0000	0.000	24000.000	1565.3493	FF				
130	Spectrogram 1	1	1621.304581945	1621.645722627	11764.700	23294.100	12750.000	15187.500	-90.13	0.3411	11529.400	12750.000	1621.3280			A	0	SS
131	Spectrogram 1	1	1621.323325939	1621.323325939	12705.900	12705.900	12750.000	12750.000	-76.82	0.0000	0.000	12750.000	1621.3227	FI				
132	Spectrogram 1	1	1621.623229834	1621.623229834	22705.900	22705.900	22687.500	22687.500	-97.86	0.0000	0.000	22687.500	1621.6213	FF				
