Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF- Check	modulacao	PI	sobreposicao
200	Spectrogram 1	1	1237.368655152	1237.368655152	7176.471	7176.471	7218.750	7218.750	-65.48	0.0000	0.000	7218.750	1237.3707	FI				
201	Spectrogram 1	1	1237.616075866	1237.616075866	12823.529	12823.529	12843.750	12843.750	-74.46	0.0000	0.000	12843.750	1237.6160	FF				
202	Spectrogram 1	1	1281.069733407	1281.433366881	13882.353	18470.588	15187.500	15281.250	-75.88	0.3636	4588.235	15187.500	1281.2907		SA	A	0	SB
203	Spectrogram 1	1	1281.095974998	1281.095974998	14470.588	14470.588	14437.500	14437.500	-84.20	0.0000	0.000	14437.500	1281.0933	FI				
204	Spectrogram 1	1	1281.422120485	1281.422120485	18000.000	18000.000	18000.000	18000.000	-76.54	0.0000	0.000	18000.000	1281.4240	FF				
205	Spectrogram 1	1	1281.855259638	1282.230139507	13176.471	17529.412	15281.250	15000.000	-79.32	0.3749	4352.941	15281.250	1282.0747		SA	A	0	SB
206	Spectrogram 1	1	1281.870254833	1281.870254833	13529.412	13529.412	13500.000	13500.000	-80.35	0.0000	0.000	13500.000	1281.8720	FI				
207	Spectrogram 1	1	1282.188902722	1282.188902722	17058.824	17058.824	17062.500	17062.500	-85.08	0.0000	0.000	17062.500	1282.1867	FF				
208	Spectrogram 1	1	1308.373566259	1308.680967752	13882.353	18470.588	14718.750	14906.250	-79.84	0.3074	4588.235	14718.750	1308.4747		SA	A	0	SB
209	Spectrogram 1	1	1308.388561454	1308.388561454	14705.882	14705.882	14718.750	14718.750	-81.36	0.0000	0.000	14718.750	1308.3893	FI				
210	Spectrogram 1	1	1308.665972557	1308.665972557	17764.706	17764.706	17718.750	17718.750	-71.74	0.0000	0.000	17718.750	1308.6667	FF				
211	Spectrogram 1	1	1309.846844146	1310.165492035	14000.000	19058.824	14812.500	15375.000	-81.26	0.3186	5058.824	14812.500	1309.9840		SA	A	0	SB
212	Spectrogram 1	1	1309.869336938	1309.869336938	14352.941	14352.941	14343.750	14343.750	-75.54	0.0000	0.000	14343.750	1309.8720	FI				
213	Spectrogram 1	1	1310.146748041	1310.146748041	18117.647	18117.647	18093.750	18093.750	-86.36	0.0000	0.000	18093.750	1310.1493	FF				
214	Spectrogram 1	1	1310.480391125	1310.791541416	13764.706	18823.529	14437.500	15000.000	-81.61	0.3112	5058.823	14437.500	1310.5760		SA	A	0	SB
215	Spectrogram 1	1	1310.502883917	1310.502883917	14352.941	14352.941	14343.750	14343.750	-76.96	0.0000	0.000	14343.750	1310.5013	FI				
216	Spectrogram 1	1	1310.784043819	1310.784043819	18235.294	18235.294	18281.250	18281.250	-74.60	0.0000	0.000	18281.250	1310.7840	FF				
217	Spectrogram 1	1	1312.305536757	1312.680416626	11582.090	16597.015	11718.750	13593.750	-80.21	0.3749	5014.925	11718.750	1312.4960		NA	A	0	SB
218	Spectrogram 1	1	1312.328029549	1312.328029549	11820.896	11820.896	11812.500	11812.500	-88.34	0.0000	0.000	11812.500	1312.3307	FI				
219	Spectrogram 1	1	1312.672919029	1312.672919029	16238.806	16238.806	16218.750	16218.750	-82.30	0.0000	0.000	16218.750	1312.6720	FF				
220	Spectrogram 1	1	1313.778814644	1313.960631380	7700.535	17313.433	11906.250	11812.500	-77.52	0.1818	9612.898	11906.250	1313.8987		SA	A	0	SB
221	Spectrogram 1	1	1313.805056235	1313.805056235	8119.403	8119.403	8156.250	8156.250	-71.52	0.0000	0.000	8156.250	1313.8027	FI				
222	Spectrogram 1	1	1313.958756981	1313.958756981	16597.015	16597.015	16593.750	16593.750	-71.88	0.0000	0.000	16593.750	1313.9573	FF				
223	Spectrogram 1	1	1334.270419369	1334.727772809	8477.612	19343.284	18656.250	11906.250	-79.91	0.4574	10865.672	18656.250	1334.6400		SA	A	0	SB
224	Spectrogram 1	1	1334.292912161	1334.292912161	9194.030	9194.030	9187.500	9187.500	-94.98	0.0000	0.000	9187.500	1334.2933	FI				
225	Spectrogram 1	1	1334.712777614	1334.712777614	19104.478	19104.478	19125.000	19125.000	-82.14	0.0000	0.000	19125.000	1334.7147	FF				
226	Spectrogram 1	1	1335.031425503	1335.335078198	9791.045	18985.075	11156.250	12750.000	-76.93	0.3037	9194.030	11156.250	1335.0613		SA	A	0	SB
227	Spectrogram 1	1	1335.050169497	1335.050169497	10507.463	10507.463	10500.000	10500.000	-67.62	0.0000	0.000	10500.000	1335.0507	FI				
228	Spectrogram 1	1	1335.316334204	1335.316334204	18507.463	18507.463	18468.750	18468.750	-80.78	0.0000	0.000	18468.750	1335.3173	FF				
229	Spectrogram 1	1	1556.009671152	1556.354560632	12417.910	22328.358	17062.500	16968.750	-81.40	0.3449	9910.448	17062.500	1556.2027		SA	A	0	SB
230	Spectrogram 1	1	1556.024666347	1556.024666347	13253.731	13253.731	13218.750	13218.750	-82.65	0.0000	0.000	13218.750	1556.0267	FI				
231	Spectrogram 1	1	1556.343314236	1556.343314236	21134.328	21134.328	21093.750	21093.750	-77.48	0.0000	0.000	21093.750	1556.3413	FF				
232	Spectrogram 1	1	1558.747485396	1559.039891694	12895.522	20776.119	16500.000	16406.250	-82.46	0.2924	7880.597	16500.000	1558.9173		SA	A	0	SS
233	Spectrogram 1	1	1558.773726987	1558.773726987	13373.134	13373.134	13406.250	13406.250	-72.99	0.0000	0.000	13406.250	1558.7733	FI				
234	Spectrogram 1	1	1559.032394097	1559.032394097	20059.701	20059.701	20062.500	20062.500	-93.83	0.0000	0.000	20062.500	1559.0347	FF				
235	Spectrogram 1	1	1566.003273932	1566.288182633	12179.104	21850.746	15375.000	15468.750	-81.93	0.2849	9671.642	15375.000	1566.1013		SA	A	0	SB
236	Spectrogram 1	1	1566.018269127	1566.018269127	13014.925	13014.925	13031.250	13031.250	-81.25	0.0000	0.000	13031.250	1566.0160	FI				
237	Spectrogram 1	1	1566.280685036	1566.280685036	21253.731	21253.731	21281.250	21281.250	-96.98	0.0000	0.000	21281.250	1566.2827	FF				
238	Spectrogram 1	1	1773.978574153	1774.630865126	6208.955	17791.045	10218.750	10125.000	-72.55	0.6523	11582.090	10218.750	1774.1600		SA	AC	1	SS
239	Spectrogram 1	1	1773.993569348	1773.993569348	6567.164	6567.164	6562.500	6562.500	-79.16	0.0000	0.000	6562.500	1773.9947	FI				
240	Spectrogram 1	1	1774.604623535	1774.604623535	17194.030	17194.030	17156.250	17156.250	-68.01	0.0000	0.000	17156.250	1774.6027	FF				
