Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	0.303652694	0.421739853	11797.717	20146.871	12187.500	14437.500	-82.73	0.1181	8349.154	12187.500	0.3173		SA	A	0	SB
2	Spectrogram 1	1	0.313024691	0.313024691	12705.234	12705.234	12750.000	12750.000	-71.88	0.0000	0.000	12750.000	0.3120	FI				
3	Spectrogram 1	1	0.419865454	0.419865454	19602.361	19602.361	19687.500	19687.500	-90.49	0.0000	0.000	19687.500	0.4187	FF				
4	Spectrogram 1	1	36.871595648	37.060909982	8342.246	18352.941	12187.500	11062.500	-79.02	0.1893	10010.695	12187.500	36.9227		SA	A	0	SB
5	Spectrogram 1	1	36.886590843	36.886590843	9112.299	9112.299	9187.500	9187.500	-69.12	0.0000	0.000	9187.500	36.8853	FI				
6	Spectrogram 1	1	37.051537985	37.051537985	17839.572	17839.572	17812.500	17812.500	-78.19	0.0000	0.000	17812.500	37.0507	FF				
7	Spectrogram 1	1	53.185460942	53.545345617	8598.930	21689.840	8812.500	11062.500	-80.58	0.3599	13090.910	8812.500	53.3547		SA	A	0	SB
8	Spectrogram 1	1	53.196707338	53.196707338	9240.642	9240.642	9187.500	9187.500	-66.06	0.0000	0.000	9187.500	53.1973	FI				
9	Spectrogram 1	1	53.537848019	53.537848019	21176.471	21176.471	21187.500	21187.500	-85.10	0.0000	0.000	21187.500	53.5387	FF				
10	Spectrogram 1	1	228.311723081	228.725965337	8085.561	21946.524	13687.500	12000.000	-78.37	0.4142	13860.963	13687.500	228.5680		SA	A	0	SB
11	Spectrogram 1	1	228.322969477	228.322969477	9112.299	9112.299	9187.500	9187.500	-73.30	0.0000	0.000	9187.500	228.3227	FI				
12	Spectrogram 1	1	228.709095743	228.709095743	21176.471	21176.471	21187.500	21187.500	-101.66	0.0000	0.000	21187.500	228.7093	FF				
13	Spectrogram 1	1	502.195579479	502.574644018	8470.588	19508.021	12000.000	12000.000	-78.17	0.3791	11037.433	12000.000	502.3093		SA	A	0	SB
14	Spectrogram 1	1	502.206182683	502.206182683	9240.642	9240.642	9187.500	9187.500	-75.29	0.0000	0.000	9187.500	502.2053	FI				
