Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
55	Spectrogram 1	1	1066.351187610	1066.663982126	8342.246	16042.781	9937.500	10125.000	-71.01	0.3128	7700.535	9937.500	1066.5520		SA	A	0	SB
56	Spectrogram 1	1	1066.359140013	1066.359140013	11550.802	11550.802	11625.000	11625.000	-73.71	0.0000	0.000	11625.000	1066.3600	FI				
57	Spectrogram 1	1	1066.658680524	1066.658680524	15401.070	15401.070	15375.000	15375.000	-65.36	0.0000	0.000	15375.000	1066.6587	FF				
58	Spectrogram 1	1	1094.523667789	1094.876224319	7058.824	16684.492	9375.000	10312.500	-72.32	0.3526	9625.668	9375.000	1094.5627		SA	A	0	SB
59	Spectrogram 1	1	1094.536921794	1094.536921794	8085.561	8085.561	8062.500	8062.500	-62.14	0.0000	0.000	8062.500	1094.5360	FI				
60	Spectrogram 1	1	1094.868271916	1094.868271916	15786.096	15786.096	15750.000	15750.000	-87.42	0.0000	0.000	15750.000	1094.8693	FF				
61	Spectrogram 1	1	1229.351570418	1229.910889425	11294.118	15016.043	12937.500	12375.000	-72.05	0.5593	3721.925	12937.500	1229.4507		NA	D	0	SB
62	Spectrogram 1	1	1229.364824423	1229.364824423	14887.701	14887.701	14812.500	14812.500	-74.80	0.0000	0.000	14812.500	1229.3653	FI				
63	Spectrogram 1	1	1229.887032216	1229.887032216	12577.540	12577.540	12562.500	12562.500	-82.96	0.0000	0.000	12562.500	1229.8880	FF				
64	Spectrogram 1	1	1234.866338055	1235.041290920	9112.299	22203.209	12937.500	13125.000	-73.28	0.1750	13090.910	12937.500	1234.9173		SA	A	0	SB
65	Spectrogram 1	1	1234.879592060	1234.879592060	9882.353	9882.353	9937.500	9937.500	-64.11	0.0000	0.000	9937.500	1234.8800	FI				
66	Spectrogram 1	1	1235.033338517	1235.033338517	21304.813	21304.813	21375.000	21375.000	-74.34	0.0000	0.000	21375.000	1235.0347	FF				
67	Spectrogram 1	1	1427.170700312	1427.411923201	10139.037	19379.679	15375.000	13687.500	-73.64	0.2412	9240.642	15375.000	1427.2960		SA	A	0	SB
68	Spectrogram 1	1	1427.186605118	1427.186605118	10909.091	10909.091	10875.000	10875.000	-65.10	0.0000	0.000	10875.000	1427.1867	FI				
69	Spectrogram 1	1	1427.409272400	1427.409272400	18609.626	18609.626	18562.500	18562.500	-82.20	0.0000	0.000	18562.500	1427.4080	FF				
70	Spectrogram 1	1	1382.073028208	1382.271838281	11679.144	21176.471	15000.000	15187.500	-75.84	0.1988	9497.327	15000.000	1382.1067		SA	A	0	SB
71	Spectrogram 1	1	1382.086282212	1382.086282212	12962.567	12962.567	12937.500	12937.500	-71.02	0.0000	0.000	12937.500	1382.0853	FI				
72	Spectrogram 1	1	1382.261235077	1382.261235077	20278.075	20278.075	20250.000	20250.000	-72.68	0.0000	0.000	20250.000	1382.2613	FF				
73	Spectrogram 1	1	1366.399848809	1366.641071698	7957.219	18737.968	8062.500	11062.500	-73.47	0.2412	10780.749	8062.500	1366.6293		SA	A	0	SB
74	Spectrogram 1	1	1366.413102814	1366.413102814	8727.273	8727.273	8812.500	8812.500	-73.06	0.0000	0.000	8812.500	1366.4133	FI				
75	Spectrogram 1	1	1366.630468494	1366.630468494	18096.257	18096.257	18187.500	18187.500	-71.70	0.0000	0.000	18187.500	1366.6293	FF				
76	Spectrogram 1	1	1358.863722755	1359.134104455	8983.957	20534.759	9000.000	12375.000	-72.52	0.2704	11550.802	9000.000	1359.0853		SA	A	0	SB
77	Spectrogram 1	1	1358.879627561	1358.879627561	9754.011	9754.011	9750.000	9750.000	-62.21	0.0000	0.000	9750.000	1358.8800	FI				
78	Spectrogram 1	1	1359.123501251	1359.123501251	19764.706	19764.706	19687.500	19687.500	-71.86	0.0000	0.000	19687.500	1359.1227	FF				
79	Spectrogram 1	1	1457.558666435	1457.905921363	12449.198	23229.947	16312.500	16125.000	-76.12	0.3473	10780.749	16312.500	1457.7120		SA	A	0	SB
80	Spectrogram 1	1	1457.579872843	1457.579872843	13090.909	13090.909	13125.000	13125.000	-68.89	0.0000	0.000	13125.000	1457.5787	FI				
81	Spectrogram 1	1	1457.892667358	1457.892667358	22844.920	22844.920	22875.000	22875.000	-79.62	0.0000	0.000	22875.000	1457.8933	FF				
82	Spectrogram 1	1	1458.287636704	1458.531510394	9497.326	18866.310	10125.000	11812.500	-72.97	0.2439	9368.984	10125.000	1458.4373		NA	A	0	SB
83	Spectrogram 1	1	1458.311493913	1458.311493913	9754.011	9754.011	9750.000	9750.000	-63.93	0.0000	0.000	9750.000	1458.3120	FI				
84	Spectrogram 1	1	1458.515605588	1458.515605588	17711.230	17711.230	17625.000	17625.000	-81.05	0.0000	0.000	17625.000	1458.5147	FF				
