Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF_check	modulacao	Pi	sobreposicao
1	Spectrogram 1	1	13.515588395	13.785970094	8470.588	13732.620	8812.500	10125.000	-77.75	0.2704	5262.032	8812.500	13.7280		NA	A	0	SB
2	Spectrogram 1	1	13.521504965	13.521504965	9347.422	9347.422	9375.000	9375.000	-74.65	0.0000	0.000	9375.000	13.5227	FI				
3	Spectrogram 1	1	13.775981859	13.775981859	13249.744	13249.744	13312.500	13312.500	-79.48	0.0000	0.000	13312.500	13.7760	FF				
4	Spectrogram 1	1	21.253178047	21.483797733	7623.140	15972.294	12937.500	12375.000	-73.59	0.2306	8349.154	12937.500	21.3440		SA	A	0	SB
5	Spectrogram 1	1	21.263781251	21.263781251	7895.396	7895.396	7875.000	7875.000	-63.82	0.0000	0.000	7875.000	21.2640	FI				
6	Spectrogram 1	1	21.475845330	21.475845330	15427.784	15427.784	15375.000	15375.000	-60.50	0.0000	0.000	15375.000	21.4747	FF				
7	Spectrogram 1	1	25.372165401	25.724721931	8349.154	17333.569	12000.000	12000.000	-75.31	0.3526	8984.415	12000.000	25.5120		SA	A	0	SB
8	Spectrogram 1	1	25.382768605	25.382768605	8893.664	8893.664	8812.500	8812.500	-81.59	0.0000	0.000	8812.500	25.3840	FI				
9	Spectrogram 1	1	25.714118727	25.714118727	17152.066	17152.066	17062.500	17062.500	-70.18	0.0000	0.000	17062.500	25.7147	FF				
10	Spectrogram 1	1	27.396600025	27.735902550	4900.590	18604.093	10500.000	10687.500	-73.80	0.3393	13703.503	10500.000	27.4480		SA	A	0	SB
11	Spectrogram 1	1	27.404552428	27.404552428	5989.610	5989.610	6000.000	6000.000	-68.68	0.0000	0.000	6000.000	27.4053	FI				
12	Spectrogram 1	1	27.719997744	27.719997744	17696.576	17696.576	17625.000	17625.000	-80.88	0.0000	0.000	17625.000	27.7200	FF				
13	Spectrogram 1	1	38.360664358	38.676109674	8349.154	14883.274	11062.500	10687.500	-74.67	0.3154	6534.120	11062.500	38.4320		SA	A	0	SB
14	Spectrogram 1	1	38.376569164	38.376569164	8802.912	8802.912	8812.500	8812.500	-77.77	0.0000	0.000	8812.500	38.3760	FI				
